,item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
78,14,embed,local,1,a,none,none,boy,father,proved,himself,The boy said that the father proved himself . <eos>,The boy said that the father proved himself .,the boy said that the father proved ***mask*** .,0.00021353441162383238
79,14,embed,local,1,b,none,none,father,boy,proved,himself,The father said that the boy proved himself . <eos>,The father said that the boy proved himself .,the father said that the boy proved ***mask*** .,0.00012209415154597548
80,14,embed,local,1,a,nonlocal_subj,number,boys,father,proved,himself,The boys said that the father proved himself . <eos>,The boys said that the father proved himself .,the boys said that the father proved ***mask*** .,0.0003422612090887104
81,14,embed,local,1,b,nonlocal_subj,number,fathers,boy,proved,himself,The fathers said that the boy proved himself . <eos>,The fathers said that the boy proved himself .,the fathers said that the boy proved ***mask*** .,0.00019507547478111358
82,14,embed,nonlocal,0,a,local_subj,number,boy,fathers,proved,himself,The boy said that the fathers proved himself . <eos>,The boy said that the fathers proved himself .,the boy said that the fathers proved ***mask*** .,0.0033373491574123825
83,14,embed,nonlocal,0,b,local_subj,number,father,boys,proved,himself,The father said that the boys proved himself . <eos>,The father said that the boys proved himself .,the father said that the boys proved ***mask*** .,0.00204683245840039
84,15,embed,local,1,a,none,none,boy,father,shot,himself,The boy said that the father shot himself . <eos>,The boy said that the father shot himself .,the boy said that the father shot ***mask*** .,0.00043498686159592877
85,15,embed,local,1,b,none,none,father,boy,shot,himself,The father said that the boy shot himself . <eos>,The father said that the boy shot himself .,the father said that the boy shot ***mask*** .,0.00021625103179931314
86,15,embed,local,1,a,nonlocal_subj,number,boys,father,shot,himself,The boys said that the father shot himself . <eos>,The boys said that the father shot himself .,the boys said that the father shot ***mask*** .,0.0003884443400579667
87,15,embed,local,1,b,nonlocal_subj,number,fathers,boy,shot,himself,The fathers said that the boy shot himself . <eos>,The fathers said that the boy shot himself .,the fathers said that the boy shot ***mask*** .,0.00019356450133131649
88,15,embed,nonlocal,0,a,local_subj,number,boy,fathers,shot,himself,The boy said that the fathers shot himself . <eos>,The boy said that the fathers shot himself .,the boy said that the fathers shot ***mask*** .,0.00882214926927008
89,15,embed,nonlocal,0,b,local_subj,number,father,boys,shot,himself,The father said that the boys shot himself . <eos>,The father said that the boys shot himself .,the father said that the boys shot ***mask*** .,0.006348514955620306
90,16,embed,local,1,a,none,none,boy,son,saw,himself,The boy said that the son saw himself . <eos>,The boy said that the son saw himself .,the boy said that the son saw ***mask*** .,0.03219953173908215
91,16,embed,local,1,b,none,none,son,boy,saw,himself,The son said that the boy saw himself . <eos>,The son said that the boy saw himself .,the son said that the boy saw ***mask*** .,0.019222110105511593
92,16,embed,local,1,a,nonlocal_subj,number,boys,son,saw,himself,The boys said that the son saw himself . <eos>,The boys said that the son saw himself .,the boys said that the son saw ***mask*** .,0.040066643757354935
93,16,embed,local,1,b,nonlocal_subj,number,sons,boy,saw,himself,The sons said that the boy saw himself . <eos>,The sons said that the boy saw himself .,the sons said that the boy saw ***mask*** .,0.01574516828111676
94,16,embed,nonlocal,0,a,local_subj,number,boy,sons,saw,himself,The boy said that the sons saw himself . <eos>,The boy said that the sons saw himself .,the boy said that the sons saw ***mask*** .,0.13606143311636706
95,16,embed,nonlocal,0,b,local_subj,number,son,boys,saw,himself,The son said that the boys saw himself . <eos>,The son said that the boys saw himself .,the son said that the boys saw ***mask*** .,0.16379133124280615
96,17,embed,local,1,a,none,none,boy,son,established,himself,The boy said that the son established himself . <eos>,The boy said that the son established himself .,the boy said that the son established ***mask*** .,3.209913076508369e-05
97,17,embed,local,1,b,none,none,son,boy,established,himself,The son said that the boy established himself . <eos>,The son said that the boy established himself .,the son said that the boy established ***mask*** .,7.384517745531136e-06
98,17,embed,local,1,a,nonlocal_subj,number,boys,son,established,himself,The boys said that the son established himself . <eos>,The boys said that the son established himself .,the boys said that the son established ***mask*** .,5.87192914735372e-05
99,17,embed,local,1,b,nonlocal_subj,number,sons,boy,established,himself,The sons said that the boy established himself . <eos>,The sons said that the boy established himself .,the sons said that the boy established ***mask*** .,8.182461829296635e-06
100,17,embed,nonlocal,0,a,local_subj,number,boy,sons,established,himself,The boy said that the sons established himself . <eos>,The boy said that the sons established himself .,the boy said that the sons established ***mask*** .,0.0006514219883399711
101,17,embed,nonlocal,0,b,local_subj,number,son,boys,established,himself,The son said that the boys established himself . <eos>,The son said that the boys established himself .,the son said that the boys established ***mask*** .,0.00018551822853142989
102,18,embed,local,1,a,none,none,boy,son,devoted,himself,The boy said that the son devoted himself . <eos>,The boy said that the son devoted himself .,the boy said that the son devoted ***mask*** .,8.338882090490366e-06
103,18,embed,local,1,b,none,none,son,boy,devoted,himself,The son said that the boy devoted himself . <eos>,The son said that the boy devoted himself .,the son said that the boy devoted ***mask*** .,3.6710408494778637e-06
104,18,embed,local,1,a,nonlocal_subj,number,boys,son,devoted,himself,The boys said that the son devoted himself . <eos>,The boys said that the son devoted himself .,the boys said that the son devoted ***mask*** .,5.17259260701658e-06
105,18,embed,local,1,b,nonlocal_subj,number,sons,boy,devoted,himself,The sons said that the boy devoted himself . <eos>,The sons said that the boy devoted himself .,the sons said that the boy devoted ***mask*** .,4.533033909362358e-06
106,18,embed,nonlocal,0,a,local_subj,number,boy,sons,devoted,himself,The boy said that the sons devoted himself . <eos>,The boy said that the sons devoted himself .,the boy said that the sons devoted ***mask*** .,0.0007074495665152969
107,18,embed,nonlocal,0,b,local_subj,number,son,boys,devoted,himself,The son said that the boys devoted himself . <eos>,The son said that the boys devoted himself .,the son said that the boys devoted ***mask*** .,0.0004880753567604017
108,19,embed,local,1,a,none,none,boy,son,considered,himself,The boy said that the son considered himself . <eos>,The boy said that the son considered himself .,the boy said that the son considered ***mask*** .,0.014619448945479644
109,19,embed,local,1,b,none,none,son,boy,considered,himself,The son said that the boy considered himself . <eos>,The son said that the boy considered himself .,the son said that the boy considered ***mask*** .,0.00614560470841894
110,19,embed,local,1,a,nonlocal_subj,number,boys,son,considered,himself,The boys said that the son considered himself . <eos>,The boys said that the son considered himself .,the boys said that the son considered ***mask*** .,0.01305489353958146
111,19,embed,local,1,b,nonlocal_subj,number,sons,boy,considered,himself,The sons said that the boy considered himself . <eos>,The sons said that the boy considered himself .,the sons said that the boy considered ***mask*** .,0.004301299441844789
112,19,embed,nonlocal,0,a,local_subj,number,boy,sons,considered,himself,The boy said that the sons considered himself . <eos>,The boy said that the sons considered himself .,the boy said that the sons considered ***mask*** .,0.09702371232045873
113,19,embed,nonlocal,0,b,local_subj,number,son,boys,considered,himself,The son said that the boys considered himself . <eos>,The son said that the boys considered himself .,the son said that the boys considered ***mask*** .,0.05148893993254792
114,20,embed,local,1,a,none,none,boy,son,identified,himself,The boy said that the son identified himself . <eos>,The boy said that the son identified himself .,the boy said that the son identified ***mask*** .,7.160987707752377e-05
115,20,embed,local,1,b,none,none,son,boy,identified,himself,The son said that the boy identified himself . <eos>,The son said that the boy identified himself .,the son said that the boy identified ***mask*** .,2.5998690021150533e-05
116,20,embed,local,1,a,nonlocal_subj,number,boys,son,identified,himself,The boys said that the son identified himself . <eos>,The boys said that the son identified himself .,the boys said that the son identified ***mask*** .,4.537080749766795e-05
117,20,embed,local,1,b,nonlocal_subj,number,sons,boy,identified,himself,The sons said that the boy identified himself . <eos>,The sons said that the boy identified himself .,the sons said that the boy identified ***mask*** .,3.123987447707451e-05
118,20,embed,nonlocal,0,a,local_subj,number,boy,sons,identified,himself,The boy said that the sons identified himself . <eos>,The boy said that the sons identified himself .,the boy said that the sons identified ***mask*** .,0.0011081753452783691
119,20,embed,nonlocal,0,b,local_subj,number,son,boys,identified,himself,The son said that the boys identified himself . <eos>,The son said that the boys identified himself .,the son said that the boys identified ***mask*** .,0.00029654399529953585
120,21,embed,local,1,a,none,none,boy,son,made,himself,The boy said that the son made himself . <eos>,The boy said that the son made himself .,the boy said that the son made ***mask*** .,0.04147854698819193
121,21,embed,local,1,b,none,none,son,boy,made,himself,The son said that the boy made himself . <eos>,The son said that the boy made himself .,the son said that the boy made ***mask*** .,0.03322245008623241
122,21,embed,local,1,a,nonlocal_subj,number,boys,son,made,himself,The boys said that the son made himself . <eos>,The boys said that the son made himself .,the boys said that the son made ***mask*** .,0.08707856236360996
123,21,embed,local,1,b,nonlocal_subj,number,sons,boy,made,himself,The sons said that the boy made himself . <eos>,The sons said that the boy made himself .,the sons said that the boy made ***mask*** .,0.030340613820121133
124,21,embed,nonlocal,0,a,local_subj,number,boy,sons,made,himself,The boy said that the sons made himself . <eos>,The boy said that the sons made himself .,the boy said that the sons made ***mask*** .,0.27779954164671455
125,21,embed,nonlocal,0,b,local_subj,number,son,boys,made,himself,The son said that the boys made himself . <eos>,The son said that the boys made himself .,the son said that the boys made ***mask*** .,0.9127872350486897
126,22,embed,local,1,a,none,none,boy,son,found,himself,The boy said that the son found himself . <eos>,The boy said that the son found himself .,the boy said that the son found ***mask*** .,0.028377432708203074
127,22,embed,local,1,b,none,none,son,boy,found,himself,The son said that the boy found himself . <eos>,The son said that the boy found himself .,the son said that the boy found ***mask*** .,0.012066587452760765
128,22,embed,local,1,a,nonlocal_subj,number,boys,son,found,himself,The boys said that the son found himself . <eos>,The boys said that the son found himself .,the boys said that the son found ***mask*** .,0.020630565303893195
129,22,embed,local,1,b,nonlocal_subj,number,sons,boy,found,himself,The sons said that the boy found himself . <eos>,The sons said that the boy found himself .,the sons said that the boy found ***mask*** .,0.007796865074240392
130,22,embed,nonlocal,0,a,local_subj,number,boy,sons,found,himself,The boy said that the sons found himself . <eos>,The boy said that the sons found himself .,the boy said that the sons found ***mask*** .,0.15587249409571524
131,22,embed,nonlocal,0,b,local_subj,number,son,boys,found,himself,The son said that the boys found himself . <eos>,The son said that the boys found himself .,the son said that the boys found ***mask*** .,0.105705301953275
132,23,embed,local,1,a,none,none,boy,son,distinguished,himself,The boy said that the son distinguished himself . <eos>,The boy said that the son distinguished himself .,the boy said that the son distinguished ***mask*** .,1.069994721607798e-06
133,23,embed,local,1,b,none,none,son,boy,distinguished,himself,The son said that the boy distinguished himself . <eos>,The son said that the boy distinguished himself .,the son said that the boy distinguished ***mask*** .,2.792425593552372e-07
134,23,embed,local,1,a,nonlocal_subj,number,boys,son,distinguished,himself,The boys said that the son distinguished himself . <eos>,The boys said that the son distinguished himself .,the boys said that the son distinguished ***mask*** .,3.373651176470577e-07
135,23,embed,local,1,b,nonlocal_subj,number,sons,boy,distinguished,himself,The sons said that the boy distinguished himself . <eos>,The sons said that the boy distinguished himself .,the sons said that the boy distinguished ***mask*** .,3.7201797758185243e-07
136,23,embed,nonlocal,0,a,local_subj,number,boy,sons,distinguished,himself,The boy said that the sons distinguished himself . <eos>,The boy said that the sons distinguished himself .,the boy said that the sons distinguished ***mask*** .,0.0001015676616119872
137,23,embed,nonlocal,0,b,local_subj,number,son,boys,distinguished,himself,The son said that the boys distinguished himself . <eos>,The son said that the boys distinguished himself .,the son said that the boys distinguished ***mask*** .,3.690594781858246e-05
138,24,embed,local,1,a,none,none,boy,son,taught,himself,The boy said that the son taught himself . <eos>,The boy said that the son taught himself .,the boy said that the son taught ***mask*** .,0.005362425365515281
139,24,embed,local,1,b,none,none,son,boy,taught,himself,The son said that the boy taught himself . <eos>,The son said that the boy taught himself .,the son said that the boy taught ***mask*** .,0.0012492421313362119
140,24,embed,local,1,a,nonlocal_subj,number,boys,son,taught,himself,The boys said that the son taught himself . <eos>,The boys said that the son taught himself .,the boys said that the son taught ***mask*** .,0.001700300829022233
141,24,embed,local,1,b,nonlocal_subj,number,sons,boy,taught,himself,The sons said that the boy taught himself . <eos>,The sons said that the boy taught himself .,the sons said that the boy taught ***mask*** .,0.0008342174478773131
142,24,embed,nonlocal,0,a,local_subj,number,boy,sons,taught,himself,The boy said that the sons taught himself . <eos>,The boy said that the sons taught himself .,the boy said that the sons taught ***mask*** .,0.015323130768098018
143,24,embed,nonlocal,0,b,local_subj,number,son,boys,taught,himself,The son said that the boys taught himself . <eos>,The son said that the boys taught himself .,the son said that the boys taught ***mask*** .,0.0035201679884029518
144,25,embed,local,1,a,none,none,boy,son,killed,himself,The boy said that the son killed himself . <eos>,The boy said that the son killed himself .,the boy said that the son killed ***mask*** .,0.0003368431213328193
145,25,embed,local,1,b,none,none,son,boy,killed,himself,The son said that the boy killed himself . <eos>,The son said that the boy killed himself .,the son said that the boy killed ***mask*** .,0.0002217103588199863
146,25,embed,local,1,a,nonlocal_subj,number,boys,son,killed,himself,The boys said that the son killed himself . <eos>,The boys said that the son killed himself .,the boys said that the son killed ***mask*** .,0.00019008425016220473
147,25,embed,local,1,b,nonlocal_subj,number,sons,boy,killed,himself,The sons said that the boy killed himself . <eos>,The sons said that the boy killed himself .,the sons said that the boy killed ***mask*** .,0.0003474634707904505
148,25,embed,nonlocal,0,a,local_subj,number,boy,sons,killed,himself,The boy said that the sons killed himself . <eos>,The boy said that the sons killed himself .,the boy said that the sons killed ***mask*** .,0.0066671418397398294
149,25,embed,nonlocal,0,b,local_subj,number,son,boys,killed,himself,The son said that the boys killed himself . <eos>,The son said that the boys killed himself .,the son said that the boys killed ***mask*** .,0.0017690729217776065
