,item,clause_type,locality,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
15,2,embed,local,1,b,female,none,none,mothers,girls,established,themselves,The mothers said that the girls established themselves . <eos>,The mothers said that the girls established themselves .,the mothers said that the girls established ***mask*** .,8.563477335822189e-07
16,2,embed,local,1,a,male,nonlocal_subj,number,boy,fathers,established,themselves,The boy said that the fathers established themselves . <eos>,The boy said that the fathers established themselves .,the boy said that the fathers established ***mask*** .,0.00015687733754185298
17,2,embed,local,1,b,male,nonlocal_subj,number,father,boys,established,themselves,The father said that the boys established themselves . <eos>,The father said that the boys established themselves .,the father said that the boys established ***mask*** .,1.6118837277189598e-06
18,2,embed,local,1,a,female,nonlocal_subj,number,girl,mothers,established,themselves,The girl said that the mothers established themselves . <eos>,The girl said that the mothers established themselves .,the girl said that the mothers established ***mask*** .,2.746269430556901e-05
19,2,embed,local,1,b,female,nonlocal_subj,number,mother,girls,established,themselves,The mother said that the girls established themselves . <eos>,The mother said that the girls established themselves .,the mother said that the girls established ***mask*** .,1.1678570241755442e-06
20,2,embed,nonlocal,0,a,male,local_subj,number,boys,father,established,themselves,The boys said that the father established themselves . <eos>,The boys said that the father established themselves .,the boys said that the father established ***mask*** .,0.0007707580228222519
21,2,embed,nonlocal,0,b,male,local_subj,number,fathers,boy,established,themselves,The fathers said that the boy established themselves . <eos>,The fathers said that the boy established themselves .,the fathers said that the boy established ***mask*** .,0.0002645408280932217
22,2,embed,nonlocal,0,a,female,local_subj,number,girls,mother,established,themselves,The girls said that the mother established themselves . <eos>,The girls said that the mother established themselves .,the girls said that the mother established ***mask*** .,0.0003288584896364606
23,2,embed,nonlocal,0,b,female,local_subj,number,mothers,girl,established,themselves,The mothers said that the girl established themselves . <eos>,The mothers said that the girl established themselves .,the mothers said that the girl established ***mask*** .,0.00012549269965346466
24,3,embed,local,1,a,male,none,none,boys,fathers,devoted,themselves,The boys said that the fathers devoted themselves . <eos>,The boys said that the fathers devoted themselves .,the boys said that the fathers devoted ***mask*** .,1.8889991504423483e-06
25,3,embed,local,1,b,male,none,none,fathers,boys,devoted,themselves,The fathers said that the boys devoted themselves . <eos>,The fathers said that the boys devoted themselves .,the fathers said that the boys devoted ***mask*** .,2.3678314953016303e-07
26,3,embed,local,1,a,female,none,none,girls,mothers,devoted,themselves,The girls said that the mothers devoted themselves . <eos>,The girls said that the mothers devoted themselves .,the girls said that the mothers devoted ***mask*** .,7.69634383674013e-07
27,3,embed,local,1,b,female,none,none,mothers,girls,devoted,themselves,The mothers said that the girls devoted themselves . <eos>,The mothers said that the girls devoted themselves .,the mothers said that the girls devoted ***mask*** .,2.1434765875297874e-07
28,3,embed,local,1,a,male,nonlocal_subj,number,boy,fathers,devoted,themselves,The boy said that the fathers devoted themselves . <eos>,The boy said that the fathers devoted themselves .,the boy said that the fathers devoted ***mask*** .,6.286094454863745e-06
29,3,embed,local,1,b,male,nonlocal_subj,number,father,boys,devoted,themselves,The father said that the boys devoted themselves . <eos>,The father said that the boys devoted themselves .,the father said that the boys devoted ***mask*** .,2.7159596009080376e-07
30,3,embed,local,1,a,female,nonlocal_subj,number,girl,mothers,devoted,themselves,The girl said that the mothers devoted themselves . <eos>,The girl said that the mothers devoted themselves .,the girl said that the mothers devoted ***mask*** .,2.744034851474741e-06
31,3,embed,local,1,b,female,nonlocal_subj,number,mother,girls,devoted,themselves,The mother said that the girls devoted themselves . <eos>,The mother said that the girls devoted themselves .,the mother said that the girls devoted ***mask*** .,3.12941493494019e-07
32,3,embed,nonlocal,0,a,male,local_subj,number,boys,father,devoted,themselves,The boys said that the father devoted themselves . <eos>,The boys said that the father devoted themselves .,the boys said that the father devoted ***mask*** .,0.00011545500152901373
33,3,embed,nonlocal,0,b,male,local_subj,number,fathers,boy,devoted,themselves,The fathers said that the boy devoted themselves . <eos>,The fathers said that the boy devoted themselves .,the fathers said that the boy devoted ***mask*** .,0.0004629028424952698
34,3,embed,nonlocal,0,a,female,local_subj,number,girls,mother,devoted,themselves,The girls said that the mother devoted themselves . <eos>,The girls said that the mother devoted themselves .,the girls said that the mother devoted ***mask*** .,0.00014394112404679364
35,3,embed,nonlocal,0,b,female,local_subj,number,mothers,girl,devoted,themselves,The mothers said that the girl devoted themselves . <eos>,The mothers said that the girl devoted themselves .,the mothers said that the girl devoted ***mask*** .,0.0002533493638399728
36,4,embed,local,1,a,male,none,none,boys,fathers,considered,themselves,The boys said that the fathers considered themselves . <eos>,The boys said that the fathers considered themselves .,the boys said that the fathers considered ***mask*** .,0.10115067538348922
37,4,embed,local,1,b,male,none,none,fathers,boys,considered,themselves,The fathers said that the boys considered themselves . <eos>,The fathers said that the boys considered themselves .,the fathers said that the boys considered ***mask*** .,0.017435379306054027
38,4,embed,local,1,a,female,none,none,girls,mothers,considered,themselves,The girls said that the mothers considered themselves . <eos>,The girls said that the mothers considered themselves .,the girls said that the mothers considered ***mask*** .,0.06248080298755127
39,4,embed,local,1,b,female,none,none,mothers,girls,considered,themselves,The mothers said that the girls considered themselves . <eos>,The mothers said that the girls considered themselves .,the mothers said that the girls considered ***mask*** .,0.01740681809623749
40,4,embed,local,1,a,male,nonlocal_subj,number,boy,fathers,considered,themselves,The boy said that the fathers considered themselves . <eos>,The boy said that the fathers considered themselves .,the boy said that the fathers considered ***mask*** .,0.11107185023035533
41,4,embed,local,1,b,male,nonlocal_subj,number,father,boys,considered,themselves,The father said that the boys considered themselves . <eos>,The father said that the boys considered themselves .,the father said that the boys considered ***mask*** .,0.02896927342159171
42,4,embed,local,1,a,female,nonlocal_subj,number,girl,mothers,considered,themselves,The girl said that the mothers considered themselves . <eos>,The girl said that the mothers considered themselves .,the girl said that the mothers considered ***mask*** .,0.10048629542703116
43,4,embed,local,1,b,female,nonlocal_subj,number,mother,girls,considered,themselves,The mother said that the girls considered themselves . <eos>,The mother said that the girls considered themselves .,the mother said that the girls considered ***mask*** .,0.02211464739391834
44,4,embed,nonlocal,0,a,male,local_subj,number,boys,father,considered,themselves,The boys said that the father considered themselves . <eos>,The boys said that the father considered themselves .,the boys said that the father considered ***mask*** .,0.45480610140790073
45,4,embed,nonlocal,0,b,male,local_subj,number,fathers,boy,considered,themselves,The fathers said that the boy considered themselves . <eos>,The fathers said that the boy considered themselves .,the fathers said that the boy considered ***mask*** .,0.23380318208344136
46,4,embed,nonlocal,0,a,female,local_subj,number,girls,mother,considered,themselves,The girls said that the mother considered themselves . <eos>,The girls said that the mother considered themselves .,the girls said that the mother considered ***mask*** .,0.2190602352168996
47,4,embed,nonlocal,0,b,female,local_subj,number,mothers,girl,considered,themselves,The mothers said that the girl considered themselves . <eos>,The mothers said that the girl considered themselves .,the mothers said that the girl considered ***mask*** .,0.16497372830048407
48,5,embed,local,1,a,male,none,none,boys,fathers,identified,themselves,The boys said that the fathers identified themselves . <eos>,The boys said that the fathers identified themselves .,the boys said that the fathers identified ***mask*** .,6.854784359714898e-05
49,5,embed,local,1,b,male,none,none,fathers,boys,identified,themselves,The fathers said that the boys identified themselves . <eos>,The fathers said that the boys identified themselves .,the fathers said that the boys identified ***mask*** .,7.685481406753718e-06
50,5,embed,local,1,a,female,none,none,girls,mothers,identified,themselves,The girls said that the mothers identified themselves . <eos>,The girls said that the mothers identified themselves .,the girls said that the mothers identified ***mask*** .,1.9657870077589754e-05
51,5,embed,local,1,b,female,none,none,mothers,girls,identified,themselves,The mothers said that the girls identified themselves . <eos>,The mothers said that the girls identified themselves .,the mothers said that the girls identified ***mask*** .,5.166548332361123e-06
52,5,embed,local,1,a,male,nonlocal_subj,number,boy,fathers,identified,themselves,The boy said that the fathers identified themselves . <eos>,The boy said that the fathers identified themselves .,the boy said that the fathers identified ***mask*** .,0.00019388871940969682
53,5,embed,local,1,b,male,nonlocal_subj,number,father,boys,identified,themselves,The father said that the boys identified themselves . <eos>,The father said that the boys identified themselves .,the father said that the boys identified ***mask*** .,2.1783255796490823e-06
54,5,embed,local,1,a,female,nonlocal_subj,number,girl,mothers,identified,themselves,The girl said that the mothers identified themselves . <eos>,The girl said that the mothers identified themselves .,the girl said that the mothers identified ***mask*** .,1.946911791135516e-05
55,5,embed,local,1,b,female,nonlocal_subj,number,mother,girls,identified,themselves,The mother said that the girls identified themselves . <eos>,The mother said that the girls identified themselves .,the mother said that the girls identified ***mask*** .,3.2999584755642476e-06
56,5,embed,nonlocal,0,a,male,local_subj,number,boys,father,identified,themselves,The boys said that the father identified themselves . <eos>,The boys said that the father identified themselves .,the boys said that the father identified ***mask*** .,0.00038697810939164874
57,5,embed,nonlocal,0,b,male,local_subj,number,fathers,boy,identified,themselves,The fathers said that the boy identified themselves . <eos>,The fathers said that the boy identified themselves .,the fathers said that the boy identified ***mask*** .,0.0007400399990391171
58,5,embed,nonlocal,0,a,female,local_subj,number,girls,mother,identified,themselves,The girls said that the mother identified themselves . <eos>,The girls said that the mother identified themselves .,the girls said that the mother identified ***mask*** .,0.0001884632463983378
59,5,embed,nonlocal,0,b,female,local_subj,number,mothers,girl,identified,themselves,The mothers said that the girl identified themselves . <eos>,The mothers said that the girl identified themselves .,the mothers said that the girl identified ***mask*** .,0.0001195264729525313
60,6,embed,local,1,a,male,none,none,boys,fathers,made,themselves,The boys said that the fathers made themselves . <eos>,The boys said that the fathers made themselves .,the boys said that the fathers made ***mask*** .,0.07720608567376092
61,6,embed,local,1,b,male,none,none,fathers,boys,made,themselves,The fathers said that the boys made themselves . <eos>,The fathers said that the boys made themselves .,the fathers said that the boys made ***mask*** .,0.06336647413612413
62,6,embed,local,1,a,female,none,none,girls,mothers,made,themselves,The girls said that the mothers made themselves . <eos>,The girls said that the mothers made themselves .,the girls said that the mothers made ***mask*** .,0.07189977347267101
63,6,embed,local,1,b,female,none,none,mothers,girls,made,themselves,The mothers said that the girls made themselves . <eos>,The mothers said that the girls made themselves .,the mothers said that the girls made ***mask*** .,0.05753091588367953
64,6,embed,local,1,a,male,nonlocal_subj,number,boy,fathers,made,themselves,The boy said that the fathers made themselves . <eos>,The boy said that the fathers made themselves .,the boy said that the fathers made ***mask*** .,0.06368902215640446
65,6,embed,local,1,b,male,nonlocal_subj,number,father,boys,made,themselves,The father said that the boys made themselves . <eos>,The father said that the boys made themselves .,the father said that the boys made ***mask*** .,0.07206586013153331
66,6,embed,local,1,a,female,nonlocal_subj,number,girl,mothers,made,themselves,The girl said that the mothers made themselves . <eos>,The girl said that the mothers made themselves .,the girl said that the mothers made ***mask*** .,0.05872665663635108
67,6,embed,local,1,b,female,nonlocal_subj,number,mother,girls,made,themselves,The mother said that the girls made themselves . <eos>,The mother said that the girls made themselves .,the mother said that the girls made ***mask*** .,0.0638018197274335
68,6,embed,nonlocal,0,a,male,local_subj,number,boys,father,made,themselves,The boys said that the father made themselves . <eos>,The boys said that the father made themselves .,the boys said that the father made ***mask*** .,0.8034674160406894
69,6,embed,nonlocal,0,b,male,local_subj,number,fathers,boy,made,themselves,The fathers said that the boy made themselves . <eos>,The fathers said that the boy made themselves .,the fathers said that the boy made ***mask*** .,0.7501199124665531
70,6,embed,nonlocal,0,a,female,local_subj,number,girls,mother,made,themselves,The girls said that the mother made themselves . <eos>,The girls said that the mother made themselves .,the girls said that the mother made ***mask*** .,0.4810290529518884
71,6,embed,nonlocal,0,b,female,local_subj,number,mothers,girl,made,themselves,The mothers said that the girl made themselves . <eos>,The mothers said that the girl made themselves .,the mothers said that the girl made ***mask*** .,0.654895323228122
72,7,embed,local,1,a,male,none,none,boys,fathers,found,themselves,The boys said that the fathers found themselves . <eos>,The boys said that the fathers found themselves .,the boys said that the fathers found ***mask*** .,0.04070219939125463
73,7,embed,local,1,b,male,none,none,fathers,boys,found,themselves,The fathers said that the boys found themselves . <eos>,The fathers said that the boys found themselves .,the fathers said that the boys found ***mask*** .,0.010499593773128027
74,7,embed,local,1,a,female,none,none,girls,mothers,found,themselves,The girls said that the mothers found themselves . <eos>,The girls said that the mothers found themselves .,the girls said that the mothers found ***mask*** .,0.02147960443204998
75,7,embed,local,1,b,female,none,none,mothers,girls,found,themselves,The mothers said that the girls found themselves . <eos>,The mothers said that the girls found themselves .,the mothers said that the girls found ***mask*** .,0.005188972250665921
76,7,embed,local,1,a,male,nonlocal_subj,number,boy,fathers,found,themselves,The boy said that the fathers found themselves . <eos>,The boy said that the fathers found themselves .,the boy said that the fathers found ***mask*** .,0.039791220040023896
77,7,embed,local,1,b,male,nonlocal_subj,number,father,boys,found,themselves,The father said that the boys found themselves . <eos>,The father said that the boys found themselves .,the father said that the boys found ***mask*** .,0.010551526081939488
78,7,embed,local,1,a,female,nonlocal_subj,number,girl,mothers,found,themselves,The girl said that the mothers found themselves . <eos>,The girl said that the mothers found themselves .,the girl said that the mothers found ***mask*** .,0.039356961270903254
79,7,embed,local,1,b,female,nonlocal_subj,number,mother,girls,found,themselves,The mother said that the girls found themselves . <eos>,The mother said that the girls found themselves .,the mother said that the girls found ***mask*** .,0.00911738576106631
80,7,embed,nonlocal,0,a,male,local_subj,number,boys,father,found,themselves,The boys said that the father found themselves . <eos>,The boys said that the father found themselves .,the boys said that the father found ***mask*** .,0.1705080831736742
81,7,embed,nonlocal,0,b,male,local_subj,number,fathers,boy,found,themselves,The fathers said that the boy found themselves . <eos>,The fathers said that the boy found themselves .,the fathers said that the boy found ***mask*** .,0.2288924930208894
82,7,embed,nonlocal,0,a,female,local_subj,number,girls,mother,found,themselves,The girls said that the mother found themselves . <eos>,The girls said that the mother found themselves .,the girls said that the mother found ***mask*** .,0.11293481308961191
83,7,embed,nonlocal,0,b,female,local_subj,number,mothers,girl,found,themselves,The mothers said that the girl found themselves . <eos>,The mothers said that the girl found themselves .,the mothers said that the girl found ***mask*** .,0.10640965761917041
84,8,embed,local,1,a,male,none,none,boys,fathers,distinguished,themselves,The boys said that the fathers distinguished themselves . <eos>,The boys said that the fathers distinguished themselves .,the boys said that the fathers distinguished ***mask*** .,2.6115591462535145e-07
85,8,embed,local,1,b,male,none,none,fathers,boys,distinguished,themselves,The fathers said that the boys distinguished themselves . <eos>,The fathers said that the boys distinguished themselves .,the fathers said that the boys distinguished ***mask*** .,3.8590105443790426e-08
86,8,embed,local,1,a,female,none,none,girls,mothers,distinguished,themselves,The girls said that the mothers distinguished themselves . <eos>,The girls said that the mothers distinguished themselves .,the girls said that the mothers distinguished ***mask*** .,2.891625780472947e-07
87,8,embed,local,1,b,female,none,none,mothers,girls,distinguished,themselves,The mothers said that the girls distinguished themselves . <eos>,The mothers said that the girls distinguished themselves .,the mothers said that the girls distinguished ***mask*** .,6.029796251611203e-08
88,8,embed,local,1,a,male,nonlocal_subj,number,boy,fathers,distinguished,themselves,The boy said that the fathers distinguished themselves . <eos>,The boy said that the fathers distinguished themselves .,the boy said that the fathers distinguished ***mask*** .,1.5933827804495139e-06
89,8,embed,local,1,b,male,nonlocal_subj,number,father,boys,distinguished,themselves,The father said that the boys distinguished themselves . <eos>,The father said that the boys distinguished themselves .,the father said that the boys distinguished ***mask*** .,2.595550544463805e-08
90,8,embed,local,1,a,female,nonlocal_subj,number,girl,mothers,distinguished,themselves,The girl said that the mothers distinguished themselves . <eos>,The girl said that the mothers distinguished themselves .,the girl said that the mothers distinguished ***mask*** .,8.150080641780982e-07
91,8,embed,local,1,b,female,nonlocal_subj,number,mother,girls,distinguished,themselves,The mother said that the girls distinguished themselves . <eos>,The mother said that the girls distinguished themselves .,the mother said that the girls distinguished ***mask*** .,6.934232478741247e-08
92,8,embed,nonlocal,0,a,male,local_subj,number,boys,father,distinguished,themselves,The boys said that the father distinguished themselves . <eos>,The boys said that the father distinguished themselves .,the boys said that the father distinguished ***mask*** .,3.849896622976286e-05
93,8,embed,nonlocal,0,b,male,local_subj,number,fathers,boy,distinguished,themselves,The fathers said that the boy distinguished themselves . <eos>,The fathers said that the boy distinguished themselves .,the fathers said that the boy distinguished ***mask*** .,2.2691261825579796e-05
94,8,embed,nonlocal,0,a,female,local_subj,number,girls,mother,distinguished,themselves,The girls said that the mother distinguished themselves . <eos>,The girls said that the mother distinguished themselves .,the girls said that the mother distinguished ***mask*** .,4.721091088698289e-05
95,8,embed,nonlocal,0,b,female,local_subj,number,mothers,girl,distinguished,themselves,The mothers said that the girl distinguished themselves . <eos>,The mothers said that the girl distinguished themselves .,the mothers said that the girl distinguished ***mask*** .,2.8952092478195864e-05
96,9,embed,local,1,a,male,none,none,boys,fathers,taught,themselves,The boys said that the fathers taught themselves . <eos>,The boys said that the fathers taught themselves .,the boys said that the fathers taught ***mask*** .,0.0033197550087297515
97,9,embed,local,1,b,male,none,none,fathers,boys,taught,themselves,The fathers said that the boys taught themselves . <eos>,The fathers said that the boys taught themselves .,the fathers said that the boys taught ***mask*** .,0.0008123876247832517
98,9,embed,local,1,a,female,none,none,girls,mothers,taught,themselves,The girls said that the mothers taught themselves . <eos>,The girls said that the mothers taught themselves .,the girls said that the mothers taught ***mask*** .,0.0013947007906060466
99,9,embed,local,1,b,female,none,none,mothers,girls,taught,themselves,The mothers said that the girls taught themselves . <eos>,The mothers said that the girls taught themselves .,the mothers said that the girls taught ***mask*** .,0.0005186143789151665
100,9,embed,local,1,a,male,nonlocal_subj,number,boy,fathers,taught,themselves,The boy said that the fathers taught themselves . <eos>,The boy said that the fathers taught themselves .,the boy said that the fathers taught ***mask*** .,0.058051887932564744
101,9,embed,local,1,b,male,nonlocal_subj,number,father,boys,taught,themselves,The father said that the boys taught themselves . <eos>,The father said that the boys taught themselves .,the father said that the boys taught ***mask*** .,0.0009227363617911933
102,9,embed,local,1,a,female,nonlocal_subj,number,girl,mothers,taught,themselves,The girl said that the mothers taught themselves . <eos>,The girl said that the mothers taught themselves .,the girl said that the mothers taught ***mask*** .,0.012680016905408157
103,9,embed,local,1,b,female,nonlocal_subj,number,mother,girls,taught,themselves,The mother said that the girls taught themselves . <eos>,The mother said that the girls taught themselves .,the mother said that the girls taught ***mask*** .,0.0009791758087149473
104,9,embed,nonlocal,0,a,male,local_subj,number,boys,father,taught,themselves,The boys said that the father taught themselves . <eos>,The boys said that the father taught themselves .,the boys said that the father taught ***mask*** .,0.015287769122541628
105,9,embed,nonlocal,0,b,male,local_subj,number,fathers,boy,taught,themselves,The fathers said that the boy taught themselves . <eos>,The fathers said that the boy taught themselves .,the fathers said that the boy taught ***mask*** .,0.03598157349869028
106,9,embed,nonlocal,0,a,female,local_subj,number,girls,mother,taught,themselves,The girls said that the mother taught themselves . <eos>,The girls said that the mother taught themselves .,the girls said that the mother taught ***mask*** .,0.010251630294008093
107,9,embed,nonlocal,0,b,female,local_subj,number,mothers,girl,taught,themselves,The mothers said that the girl taught themselves . <eos>,The mothers said that the girl taught themselves .,the mothers said that the girl taught ***mask*** .,0.01108170603440803
108,10,embed,local,1,a,male,none,none,boys,fathers,killed,themselves,The boys said that the fathers killed themselves . <eos>,The boys said that the fathers killed themselves .,the boys said that the fathers killed ***mask*** .,0.0009145022881746829
109,10,embed,local,1,b,male,none,none,fathers,boys,killed,themselves,The fathers said that the boys killed themselves . <eos>,The fathers said that the boys killed themselves .,the fathers said that the boys killed ***mask*** .,0.0002062717626300419
110,10,embed,local,1,a,female,none,none,girls,mothers,killed,themselves,The girls said that the mothers killed themselves . <eos>,The girls said that the mothers killed themselves .,the girls said that the mothers killed ***mask*** .,0.00010193950451717312
111,10,embed,local,1,b,female,none,none,mothers,girls,killed,themselves,The mothers said that the girls killed themselves . <eos>,The mothers said that the girls killed themselves .,the mothers said that the girls killed ***mask*** .,2.025573971488002e-05
112,10,embed,local,1,a,male,nonlocal_subj,number,boy,fathers,killed,themselves,The boy said that the fathers killed themselves . <eos>,The boy said that the fathers killed themselves .,the boy said that the fathers killed ***mask*** .,0.0011663984897539162
113,10,embed,local,1,b,male,nonlocal_subj,number,father,boys,killed,themselves,The father said that the boys killed themselves . <eos>,The father said that the boys killed themselves .,the father said that the boys killed ***mask*** .,0.0001074353052581541
114,10,embed,local,1,a,female,nonlocal_subj,number,girl,mothers,killed,themselves,The girl said that the mothers killed themselves . <eos>,The girl said that the mothers killed themselves .,the girl said that the mothers killed ***mask*** .,0.00031215288680055384
115,10,embed,local,1,b,female,nonlocal_subj,number,mother,girls,killed,themselves,The mother said that the girls killed themselves . <eos>,The mother said that the girls killed themselves .,the mother said that the girls killed ***mask*** .,5.459974382949824e-05
116,10,embed,nonlocal,0,a,male,local_subj,number,boys,father,killed,themselves,The boys said that the father killed themselves . <eos>,The boys said that the father killed themselves .,the boys said that the father killed ***mask*** .,0.01199349028008313
117,10,embed,nonlocal,0,b,male,local_subj,number,fathers,boy,killed,themselves,The fathers said that the boy killed themselves . <eos>,The fathers said that the boy killed themselves .,the fathers said that the boy killed ***mask*** .,0.010907516515089498
118,10,embed,nonlocal,0,a,female,local_subj,number,girls,mother,killed,themselves,The girls said that the mother killed themselves . <eos>,The girls said that the mother killed themselves .,the girls said that the mother killed ***mask*** .,0.0035846096135380063
119,10,embed,nonlocal,0,b,female,local_subj,number,mothers,girl,killed,themselves,The mothers said that the girl killed themselves . <eos>,The mothers said that the girl killed themselves .,the mothers said that the girl killed ***mask*** .,0.0015413461493695125
120,11,embed,local,1,a,male,none,none,boys,fathers,called,themselves,The boys said that the fathers called themselves . <eos>,The boys said that the fathers called themselves .,the boys said that the fathers called ***mask*** .,0.027612797086704218
121,11,embed,local,1,b,male,none,none,fathers,boys,called,themselves,The fathers said that the boys called themselves . <eos>,The fathers said that the boys called themselves .,the fathers said that the boys called ***mask*** .,0.015767839560201006
122,11,embed,local,1,a,female,none,none,girls,mothers,called,themselves,The girls said that the mothers called themselves . <eos>,The girls said that the mothers called themselves .,the girls said that the mothers called ***mask*** .,0.03614219384267488
123,11,embed,local,1,b,female,none,none,mothers,girls,called,themselves,The mothers said that the girls called themselves . <eos>,The mothers said that the girls called themselves .,the mothers said that the girls called ***mask*** .,0.019637571421041257
124,11,embed,local,1,a,male,nonlocal_subj,number,boy,fathers,called,themselves,The boy said that the fathers called themselves . <eos>,The boy said that the fathers called themselves .,the boy said that the fathers called ***mask*** .,0.01420780551395836
125,11,embed,local,1,b,male,nonlocal_subj,number,father,boys,called,themselves,The father said that the boys called themselves . <eos>,The father said that the boys called themselves .,the father said that the boys called ***mask*** .,0.025251527355520404
126,11,embed,local,1,a,female,nonlocal_subj,number,girl,mothers,called,themselves,The girl said that the mothers called themselves . <eos>,The girl said that the mothers called themselves .,the girl said that the mothers called ***mask*** .,0.018915988194486047
127,11,embed,local,1,b,female,nonlocal_subj,number,mother,girls,called,themselves,The mother said that the girls called themselves . <eos>,The mother said that the girls called themselves .,the mother said that the girls called ***mask*** .,0.024678000449798475
128,11,embed,nonlocal,0,a,male,local_subj,number,boys,father,called,themselves,The boys said that the father called themselves . <eos>,The boys said that the father called themselves .,the boys said that the father called ***mask*** .,0.24189821352796423
129,11,embed,nonlocal,0,b,male,local_subj,number,fathers,boy,called,themselves,The fathers said that the boy called themselves . <eos>,The fathers said that the boy called themselves .,the fathers said that the boy called ***mask*** .,0.14735144487594617
130,11,embed,nonlocal,0,a,female,local_subj,number,girls,mother,called,themselves,The girls said that the mother called themselves . <eos>,The girls said that the mother called themselves .,the girls said that the mother called ***mask*** .,0.19105999006301302
131,11,embed,nonlocal,0,b,female,local_subj,number,mothers,girl,called,themselves,The mothers said that the girl called themselves . <eos>,The mothers said that the girl called themselves .,the mothers said that the girl called ***mask*** .,0.19450156398904925
132,12,embed,local,1,a,male,none,none,boys,fathers,dedicated,themselves,The boys said that the fathers dedicated themselves . <eos>,The boys said that the fathers dedicated themselves .,the boys said that the fathers dedicated ***mask*** .,2.5726372047917967e-06
133,12,embed,local,1,b,male,none,none,fathers,boys,dedicated,themselves,The fathers said that the boys dedicated themselves . <eos>,The fathers said that the boys dedicated themselves .,the fathers said that the boys dedicated ***mask*** .,5.178541032000363e-07
134,12,embed,local,1,a,female,none,none,girls,mothers,dedicated,themselves,The girls said that the mothers dedicated themselves . <eos>,The girls said that the mothers dedicated themselves .,the girls said that the mothers dedicated ***mask*** .,9.088482642611653e-07
135,12,embed,local,1,b,female,none,none,mothers,girls,dedicated,themselves,The mothers said that the girls dedicated themselves . <eos>,The mothers said that the girls dedicated themselves .,the mothers said that the girls dedicated ***mask*** .,2.5832760100753085e-07
136,12,embed,local,1,a,male,nonlocal_subj,number,boy,fathers,dedicated,themselves,The boy said that the fathers dedicated themselves . <eos>,The boy said that the fathers dedicated themselves .,the boy said that the fathers dedicated ***mask*** .,2.151195631099075e-05
