,item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
69,6,simple,local,c-command,1,b,male,distractor,number,fathers,boy,made,themselves,The fathers near the boy made themselves . <eos>,The fathers near the boy made themselves .,the fathers near the boy made ***mask*** .,0.13519213092285431
70,6,simple,local,c-command,1,a,female,distractor,number,girls,mother,made,themselves,The girls near the mother made themselves . <eos>,The girls near the mother made themselves .,the girls near the mother made ***mask*** .,0.050022487081502906
71,6,simple,local,c-command,1,b,female,distractor,number,mothers,girl,made,themselves,The mothers near the girl made themselves . <eos>,The mothers near the girl made themselves .,the mothers near the girl made ***mask*** .,0.05376294764858313
72,7,simple,local,c-command,1,a,male,none,none,boys,fathers,found,themselves,The boys near the fathers found themselves . <eos>,The boys near the fathers found themselves .,the boys near the fathers found ***mask*** .,0.0027693387113767215
73,7,simple,local,c-command,1,b,male,none,none,fathers,boys,found,themselves,The fathers near the boys found themselves . <eos>,The fathers near the boys found themselves .,the fathers near the boys found ***mask*** .,0.005887044662323276
74,7,simple,local,c-command,1,a,female,none,none,girls,mothers,found,themselves,The girls near the mothers found themselves . <eos>,The girls near the mothers found themselves .,the girls near the mothers found ***mask*** .,0.0015038229278476509
75,7,simple,local,c-command,1,b,female,none,none,mothers,girls,found,themselves,The mothers near the girls found themselves . <eos>,The mothers near the girls found themselves .,the mothers near the girls found ***mask*** .,0.0018691160298771128
76,7,simple,local,no-c-command,0,a,male,head,number,boy,fathers,found,themselves,The boy near the fathers found themselves . <eos>,The boy near the fathers found themselves .,the boy near the fathers found ***mask*** .,0.09370249716994586
77,7,simple,local,no-c-command,0,b,male,head,number,father,boys,found,themselves,The father near the boys found themselves . <eos>,The father near the boys found themselves .,the father near the boys found ***mask*** .,0.0288323030330145
78,7,simple,local,no-c-command,0,a,female,head,number,girl,mothers,found,themselves,The girl near the mothers found themselves . <eos>,The girl near the mothers found themselves .,the girl near the mothers found ***mask*** .,0.06850739395073133
79,7,simple,local,no-c-command,0,b,female,head,number,mother,girls,found,themselves,The mother near the girls found themselves . <eos>,The mother near the girls found themselves .,the mother near the girls found ***mask*** .,0.023365006105157234
80,7,simple,local,c-command,1,a,male,distractor,number,boys,father,found,themselves,The boys near the father found themselves . <eos>,The boys near the father found themselves .,the boys near the father found ***mask*** .,0.003624086249468053
81,7,simple,local,c-command,1,b,male,distractor,number,fathers,boy,found,themselves,The fathers near the boy found themselves . <eos>,The fathers near the boy found themselves .,the fathers near the boy found ***mask*** .,0.01183582795262812
82,7,simple,local,c-command,1,a,female,distractor,number,girls,mother,found,themselves,The girls near the mother found themselves . <eos>,The girls near the mother found themselves .,the girls near the mother found ***mask*** .,0.0028696216071959642
83,7,simple,local,c-command,1,b,female,distractor,number,mothers,girl,found,themselves,The mothers near the girl found themselves . <eos>,The mothers near the girl found themselves .,the mothers near the girl found ***mask*** .,0.005815244419692748
84,8,simple,local,c-command,1,a,male,none,none,boys,fathers,distinguished,themselves,The boys near the fathers distinguished themselves . <eos>,The boys near the fathers distinguished themselves .,the boys near the fathers distinguished ***mask*** .,8.801157304489013e-08
85,8,simple,local,c-command,1,b,male,none,none,fathers,boys,distinguished,themselves,The fathers near the boys distinguished themselves . <eos>,The fathers near the boys distinguished themselves .,the fathers near the boys distinguished ***mask*** .,5.589481769195776e-08
86,8,simple,local,c-command,1,a,female,none,none,girls,mothers,distinguished,themselves,The girls near the mothers distinguished themselves . <eos>,The girls near the mothers distinguished themselves .,the girls near the mothers distinguished ***mask*** .,2.2668985590938397e-07
87,8,simple,local,c-command,1,b,female,none,none,mothers,girls,distinguished,themselves,The mothers near the girls distinguished themselves . <eos>,The mothers near the girls distinguished themselves .,the mothers near the girls distinguished ***mask*** .,6.094081656362963e-08
88,8,simple,local,no-c-command,0,a,male,head,number,boy,fathers,distinguished,themselves,The boy near the fathers distinguished themselves . <eos>,The boy near the fathers distinguished themselves .,the boy near the fathers distinguished ***mask*** .,5.1867823027907514e-05
89,8,simple,local,no-c-command,0,b,male,head,number,father,boys,distinguished,themselves,The father near the boys distinguished themselves . <eos>,The father near the boys distinguished themselves .,the father near the boys distinguished ***mask*** .,8.902977053807067e-07
90,8,simple,local,no-c-command,0,a,female,head,number,girl,mothers,distinguished,themselves,The girl near the mothers distinguished themselves . <eos>,The girl near the mothers distinguished themselves .,the girl near the mothers distinguished ***mask*** .,5.50980166375424e-05
91,8,simple,local,no-c-command,0,b,female,head,number,mother,girls,distinguished,themselves,The mother near the girls distinguished themselves . <eos>,The mother near the girls distinguished themselves .,the mother near the girls distinguished ***mask*** .,4.773612736060132e-06
92,8,simple,local,c-command,1,a,male,distractor,number,boys,father,distinguished,themselves,The boys near the father distinguished themselves . <eos>,The boys near the father distinguished themselves .,the boys near the father distinguished ***mask*** .,1.4235422845888871e-07
93,8,simple,local,c-command,1,b,male,distractor,number,fathers,boy,distinguished,themselves,The fathers near the boy distinguished themselves . <eos>,The fathers near the boy distinguished themselves .,the fathers near the boy distinguished ***mask*** .,1.2064245284146003e-07
94,8,simple,local,c-command,1,a,female,distractor,number,girls,mother,distinguished,themselves,The girls near the mother distinguished themselves . <eos>,The girls near the mother distinguished themselves .,the girls near the mother distinguished ***mask*** .,5.68385993787607e-07
95,8,simple,local,c-command,1,b,female,distractor,number,mothers,girl,distinguished,themselves,The mothers near the girl distinguished themselves . <eos>,The mothers near the girl distinguished themselves .,the mothers near the girl distinguished ***mask*** .,1.8365293895271142e-07
96,9,simple,local,c-command,1,a,male,none,none,boys,fathers,taught,themselves,The boys near the fathers taught themselves . <eos>,The boys near the fathers taught themselves .,the boys near the fathers taught ***mask*** .,0.0037363900876534297
97,9,simple,local,c-command,1,b,male,none,none,fathers,boys,taught,themselves,The fathers near the boys taught themselves . <eos>,The fathers near the boys taught themselves .,the fathers near the boys taught ***mask*** .,0.004328772061702273
98,9,simple,local,c-command,1,a,female,none,none,girls,mothers,taught,themselves,The girls near the mothers taught themselves . <eos>,The girls near the mothers taught themselves .,the girls near the mothers taught ***mask*** .,0.0037525171384759633
99,9,simple,local,c-command,1,b,female,none,none,mothers,girls,taught,themselves,The mothers near the girls taught themselves . <eos>,The mothers near the girls taught themselves .,the mothers near the girls taught ***mask*** .,0.003712276168283576
100,9,simple,local,no-c-command,0,a,male,head,number,boy,fathers,taught,themselves,The boy near the fathers taught themselves . <eos>,The boy near the fathers taught themselves .,the boy near the fathers taught ***mask*** .,0.1734249479900838
101,9,simple,local,no-c-command,0,b,male,head,number,father,boys,taught,themselves,The father near the boys taught themselves . <eos>,The father near the boys taught themselves .,the father near the boys taught ***mask*** .,0.0067036503700521645
102,9,simple,local,no-c-command,0,a,female,head,number,girl,mothers,taught,themselves,The girl near the mothers taught themselves . <eos>,The girl near the mothers taught themselves .,the girl near the mothers taught ***mask*** .,0.10947901795751017
103,9,simple,local,no-c-command,0,b,female,head,number,mother,girls,taught,themselves,The mother near the girls taught themselves . <eos>,The mother near the girls taught themselves .,the mother near the girls taught ***mask*** .,0.009446073642821502
104,9,simple,local,c-command,1,a,male,distractor,number,boys,father,taught,themselves,The boys near the father taught themselves . <eos>,The boys near the father taught themselves .,the boys near the father taught ***mask*** .,0.0028183405053796356
105,9,simple,local,c-command,1,b,male,distractor,number,fathers,boy,taught,themselves,The fathers near the boy taught themselves . <eos>,The fathers near the boy taught themselves .,the fathers near the boy taught ***mask*** .,0.15569410220948438
106,9,simple,local,c-command,1,a,female,distractor,number,girls,mother,taught,themselves,The girls near the mother taught themselves . <eos>,The girls near the mother taught themselves .,the girls near the mother taught ***mask*** .,0.0029526834554384315
107,9,simple,local,c-command,1,b,female,distractor,number,mothers,girl,taught,themselves,The mothers near the girl taught themselves . <eos>,The mothers near the girl taught themselves .,the mothers near the girl taught ***mask*** .,0.03357927254828926
108,10,simple,local,c-command,1,a,male,none,none,boys,fathers,killed,themselves,The boys near the fathers killed themselves . <eos>,The boys near the fathers killed themselves .,the boys near the fathers killed ***mask*** .,0.0003770724486164599
109,10,simple,local,c-command,1,b,male,none,none,fathers,boys,killed,themselves,The fathers near the boys killed themselves . <eos>,The fathers near the boys killed themselves .,the fathers near the boys killed ***mask*** .,0.0004303784261746515
110,10,simple,local,c-command,1,a,female,none,none,girls,mothers,killed,themselves,The girls near the mothers killed themselves . <eos>,The girls near the mothers killed themselves .,the girls near the mothers killed ***mask*** .,7.08701060497013e-05
111,10,simple,local,c-command,1,b,female,none,none,mothers,girls,killed,themselves,The mothers near the girls killed themselves . <eos>,The mothers near the girls killed themselves .,the mothers near the girls killed ***mask*** .,7.564134601067053e-05
112,10,simple,local,no-c-command,0,a,male,head,number,boy,fathers,killed,themselves,The boy near the fathers killed themselves . <eos>,The boy near the fathers killed themselves .,the boy near the fathers killed ***mask*** .,0.016062718905570948
113,10,simple,local,no-c-command,0,b,male,head,number,father,boys,killed,themselves,The father near the boys killed themselves . <eos>,The father near the boys killed themselves .,the father near the boys killed ***mask*** .,0.0009612520381809194
114,10,simple,local,no-c-command,0,a,female,head,number,girl,mothers,killed,themselves,The girl near the mothers killed themselves . <eos>,The girl near the mothers killed themselves .,the girl near the mothers killed ***mask*** .,0.003164685273106733
115,10,simple,local,no-c-command,0,b,female,head,number,mother,girls,killed,themselves,The mother near the girls killed themselves . <eos>,The mother near the girls killed themselves .,the mother near the girls killed ***mask*** .,0.0006947935934740361
116,10,simple,local,c-command,1,a,male,distractor,number,boys,father,killed,themselves,The boys near the father killed themselves . <eos>,The boys near the father killed themselves .,the boys near the father killed ***mask*** .,0.00046525166667192065
117,10,simple,local,c-command,1,b,male,distractor,number,fathers,boy,killed,themselves,The fathers near the boy killed themselves . <eos>,The fathers near the boy killed themselves .,the fathers near the boy killed ***mask*** .,0.001591731375776705
118,10,simple,local,c-command,1,a,female,distractor,number,girls,mother,killed,themselves,The girls near the mother killed themselves . <eos>,The girls near the mother killed themselves .,the girls near the mother killed ***mask*** .,0.0002553245446356954
119,10,simple,local,c-command,1,b,female,distractor,number,mothers,girl,killed,themselves,The mothers near the girl killed themselves . <eos>,The mothers near the girl killed themselves .,the mothers near the girl killed ***mask*** .,0.000217901470500524
120,11,simple,local,c-command,1,a,male,none,none,boys,fathers,called,themselves,The boys near the fathers called themselves . <eos>,The boys near the fathers called themselves .,the boys near the fathers called ***mask*** .,0.04836963060134133
121,11,simple,local,c-command,1,b,male,none,none,fathers,boys,called,themselves,The fathers near the boys called themselves . <eos>,The fathers near the boys called themselves .,the fathers near the boys called ***mask*** .,0.052541777306881726
122,11,simple,local,c-command,1,a,female,none,none,girls,mothers,called,themselves,The girls near the mothers called themselves . <eos>,The girls near the mothers called themselves .,the girls near the mothers called ***mask*** .,0.031557504824213836
123,11,simple,local,c-command,1,b,female,none,none,mothers,girls,called,themselves,The mothers near the girls called themselves . <eos>,The mothers near the girls called themselves .,the mothers near the girls called ***mask*** .,0.03030686702659572
124,11,simple,local,no-c-command,0,a,male,head,number,boy,fathers,called,themselves,The boy near the fathers called themselves . <eos>,The boy near the fathers called themselves .,the boy near the fathers called ***mask*** .,1.0415665745635339
125,11,simple,local,no-c-command,0,b,male,head,number,father,boys,called,themselves,The father near the boys called themselves . <eos>,The father near the boys called themselves .,the father near the boys called ***mask*** .,0.4678681158537283
126,11,simple,local,no-c-command,0,a,female,head,number,girl,mothers,called,themselves,The girl near the mothers called themselves . <eos>,The girl near the mothers called themselves .,the girl near the mothers called ***mask*** .,0.8671393481163183
127,11,simple,local,no-c-command,0,b,female,head,number,mother,girls,called,themselves,The mother near the girls called themselves . <eos>,The mother near the girls called themselves .,the mother near the girls called ***mask*** .,0.6425427489211999
128,11,simple,local,c-command,1,a,male,distractor,number,boys,father,called,themselves,The boys near the father called themselves . <eos>,The boys near the father called themselves .,the boys near the father called ***mask*** .,0.050890793995574016
129,11,simple,local,c-command,1,b,male,distractor,number,fathers,boy,called,themselves,The fathers near the boy called themselves . <eos>,The fathers near the boy called themselves .,the fathers near the boy called ***mask*** .,0.0560713848482435
130,11,simple,local,c-command,1,a,female,distractor,number,girls,mother,called,themselves,The girls near the mother called themselves . <eos>,The girls near the mother called themselves .,the girls near the mother called ***mask*** .,0.03939706247018124
131,11,simple,local,c-command,1,b,female,distractor,number,mothers,girl,called,themselves,The mothers near the girl called themselves . <eos>,The mothers near the girl called themselves .,the mothers near the girl called ***mask*** .,0.03429332905680761
132,12,simple,local,c-command,1,a,male,none,none,boys,fathers,dedicated,themselves,The boys near the fathers dedicated themselves . <eos>,The boys near the fathers dedicated themselves .,the boys near the fathers dedicated ***mask*** .,1.4769849872739655e-05
133,12,simple,local,c-command,1,b,male,none,none,fathers,boys,dedicated,themselves,The fathers near the boys dedicated themselves . <eos>,The fathers near the boys dedicated themselves .,the fathers near the boys dedicated ***mask*** .,2.1481512730755107e-05
134,12,simple,local,c-command,1,a,female,none,none,girls,mothers,dedicated,themselves,The girls near the mothers dedicated themselves . <eos>,The girls near the mothers dedicated themselves .,the girls near the mothers dedicated ***mask*** .,5.645443125684109e-06
135,12,simple,local,c-command,1,b,female,none,none,mothers,girls,dedicated,themselves,The mothers near the girls dedicated themselves . <eos>,The mothers near the girls dedicated themselves .,the mothers near the girls dedicated ***mask*** .,2.9664826269250237e-06
136,12,simple,local,no-c-command,0,a,male,head,number,boy,fathers,dedicated,themselves,The boy near the fathers dedicated themselves . <eos>,The boy near the fathers dedicated themselves .,the boy near the fathers dedicated ***mask*** .,0.0023608441917720795
137,12,simple,local,no-c-command,0,b,male,head,number,father,boys,dedicated,themselves,The father near the boys dedicated themselves . <eos>,The father near the boys dedicated themselves .,the father near the boys dedicated ***mask*** .,0.00015642425094263622
138,12,simple,local,no-c-command,0,a,female,head,number,girl,mothers,dedicated,themselves,The girl near the mothers dedicated themselves . <eos>,The girl near the mothers dedicated themselves .,the girl near the mothers dedicated ***mask*** .,0.00139485634464608
139,12,simple,local,no-c-command,0,b,female,head,number,mother,girls,dedicated,themselves,The mother near the girls dedicated themselves . <eos>,The mother near the girls dedicated themselves .,the mother near the girls dedicated ***mask*** .,0.0003908422686669243
