,item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
41,4,liked,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,embarrassed,herself,The authors that the mechanic liked embarrassed herself . <eos>,The authors that the mechanic liked embarrassed herself .,the authors that the mechanic liked embarrassed ***mask*** .,0.06053753704915256
42,4,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,author,embarrassed,herself,The bankers that the author liked embarrassed herself . <eos>,The bankers that the author liked embarrassed herself .,the bankers that the author liked embarrassed ***mask*** .,0.031439696963000134
43,4,liked,embed,nonlocal,0,d,matrix_subj,number,authors,banker,embarrassed,herself,The authors that the banker liked embarrassed herself . <eos>,The authors that the banker liked embarrassed herself .,the authors that the banker liked embarrassed ***mask*** .,0.07400658711032516
44,4,liked,embed,local,1,a,rc_subj,number,mechanic,authors,embarrassed,herself,The mechanic that the authors liked embarrassed herself . <eos>,The mechanic that the authors liked embarrassed herself .,the mechanic that the authors liked embarrassed ***mask*** .,0.05381010080771132
45,4,liked,embed,local,1,b,rc_subj,number,author,mechanics,embarrassed,herself,The author that the mechanics liked embarrassed herself . <eos>,The author that the mechanics liked embarrassed herself .,the author that the mechanics liked embarrassed ***mask*** .,0.05791159318781573
46,4,liked,embed,local,1,c,rc_subj,number,banker,authors,embarrassed,herself,The banker that the authors liked embarrassed herself . <eos>,The banker that the authors liked embarrassed herself .,the banker that the authors liked embarrassed ***mask*** .,0.04965568894705212
47,4,liked,embed,local,1,d,rc_subj,number,author,bankers,embarrassed,herself,The author that the bankers liked embarrassed herself . <eos>,The author that the bankers liked embarrassed herself .,the author that the bankers liked embarrassed ***mask*** .,0.0660589185640688
48,5,liked,embed,local,1,a,none,none,mechanic,author,disguised,herself,The mechanic that the author liked disguised herself . <eos>,The mechanic that the author liked disguised herself .,the mechanic that the author liked disguised ***mask*** .,0.1056663544009005
49,5,liked,embed,local,1,b,none,none,author,mechanic,disguised,herself,The author that the mechanic liked disguised herself . <eos>,The author that the mechanic liked disguised herself .,the author that the mechanic liked disguised ***mask*** .,0.0982614704956701
50,5,liked,embed,local,1,c,none,none,banker,author,disguised,herself,The banker that the author liked disguised herself . <eos>,The banker that the author liked disguised herself .,the banker that the author liked disguised ***mask*** .,0.10975272637138048
51,5,liked,embed,local,1,d,none,none,author,banker,disguised,herself,The author that the banker liked disguised herself . <eos>,The author that the banker liked disguised herself .,the author that the banker liked disguised ***mask*** .,0.04044753662411536
52,5,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,disguised,herself,The mechanics that the author liked disguised herself . <eos>,The mechanics that the author liked disguised herself .,the mechanics that the author liked disguised ***mask*** .,0.05498154879215527
53,5,liked,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,disguised,herself,The authors that the mechanic liked disguised herself . <eos>,The authors that the mechanic liked disguised herself .,the authors that the mechanic liked disguised ***mask*** .,0.02132809871491843
54,5,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,author,disguised,herself,The bankers that the author liked disguised herself . <eos>,The bankers that the author liked disguised herself .,the bankers that the author liked disguised ***mask*** .,0.01942636830093964
55,5,liked,embed,nonlocal,0,d,matrix_subj,number,authors,banker,disguised,herself,The authors that the banker liked disguised herself . <eos>,The authors that the banker liked disguised herself .,the authors that the banker liked disguised ***mask*** .,0.026595646096816757
56,5,liked,embed,local,1,a,rc_subj,number,mechanic,authors,disguised,herself,The mechanic that the authors liked disguised herself . <eos>,The mechanic that the authors liked disguised herself .,the mechanic that the authors liked disguised ***mask*** .,0.20105045876652342
57,5,liked,embed,local,1,b,rc_subj,number,author,mechanics,disguised,herself,The author that the mechanics liked disguised herself . <eos>,The author that the mechanics liked disguised herself .,the author that the mechanics liked disguised ***mask*** .,0.5635007665075908
58,5,liked,embed,local,1,c,rc_subj,number,banker,authors,disguised,herself,The banker that the authors liked disguised herself . <eos>,The banker that the authors liked disguised herself .,the banker that the authors liked disguised ***mask*** .,0.17459681005415006
59,5,liked,embed,local,1,d,rc_subj,number,author,bankers,disguised,herself,The author that the bankers liked disguised herself . <eos>,The author that the bankers liked disguised herself .,the author that the bankers liked disguised ***mask*** .,0.21906510511027355
60,6,liked,embed,local,1,a,none,none,mechanic,author,hated,herself,The mechanic that the author liked hated herself . <eos>,The mechanic that the author liked hated herself .,the mechanic that the author liked hated ***mask*** .,0.13339033282827573
61,6,liked,embed,local,1,b,none,none,author,mechanic,hated,herself,The author that the mechanic liked hated herself . <eos>,The author that the mechanic liked hated herself .,the author that the mechanic liked hated ***mask*** .,0.11092230793352754
62,6,liked,embed,local,1,c,none,none,banker,author,hated,herself,The banker that the author liked hated herself . <eos>,The banker that the author liked hated herself .,the banker that the author liked hated ***mask*** .,0.12889128930253194
63,6,liked,embed,local,1,d,none,none,author,banker,hated,herself,The author that the banker liked hated herself . <eos>,The author that the banker liked hated herself .,the author that the banker liked hated ***mask*** .,0.0923245101598269
64,6,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,hated,herself,The mechanics that the author liked hated herself . <eos>,The mechanics that the author liked hated herself .,the mechanics that the author liked hated ***mask*** .,0.2473083552726485
65,6,liked,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,hated,herself,The authors that the mechanic liked hated herself . <eos>,The authors that the mechanic liked hated herself .,the authors that the mechanic liked hated ***mask*** .,0.15589260919995962
66,6,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,author,hated,herself,The bankers that the author liked hated herself . <eos>,The bankers that the author liked hated herself .,the bankers that the author liked hated ***mask*** .,0.18965263529450077
67,6,liked,embed,nonlocal,0,d,matrix_subj,number,authors,banker,hated,herself,The authors that the banker liked hated herself . <eos>,The authors that the banker liked hated herself .,the authors that the banker liked hated ***mask*** .,0.22519154792569399
68,6,liked,embed,local,1,a,rc_subj,number,mechanic,authors,hated,herself,The mechanic that the authors liked hated herself . <eos>,The mechanic that the authors liked hated herself .,the mechanic that the authors liked hated ***mask*** .,0.17419572673015277
69,6,liked,embed,local,1,b,rc_subj,number,author,mechanics,hated,herself,The author that the mechanics liked hated herself . <eos>,The author that the mechanics liked hated herself .,the author that the mechanics liked hated ***mask*** .,0.1469521667140467
70,6,liked,embed,local,1,c,rc_subj,number,banker,authors,hated,herself,The banker that the authors liked hated herself . <eos>,The banker that the authors liked hated herself .,the banker that the authors liked hated ***mask*** .,0.12085012457342752
71,6,liked,embed,local,1,d,rc_subj,number,author,bankers,hated,herself,The author that the bankers liked hated herself . <eos>,The author that the bankers liked hated herself .,the author that the bankers liked hated ***mask*** .,0.20691554926439537
72,7,liked,embed,local,1,a,none,none,mechanic,author,doubted,herself,The mechanic that the author liked doubted herself . <eos>,The mechanic that the author liked doubted herself .,the mechanic that the author liked doubted ***mask*** .,0.0684098055817586
73,7,liked,embed,local,1,b,none,none,author,mechanic,doubted,herself,The author that the mechanic liked doubted herself . <eos>,The author that the mechanic liked doubted herself .,the author that the mechanic liked doubted ***mask*** .,0.040764393919907764
74,7,liked,embed,local,1,c,none,none,banker,author,doubted,herself,The banker that the author liked doubted herself . <eos>,The banker that the author liked doubted herself .,the banker that the author liked doubted ***mask*** .,0.055990580264094446
75,7,liked,embed,local,1,d,none,none,author,banker,doubted,herself,The author that the banker liked doubted herself . <eos>,The author that the banker liked doubted herself .,the author that the banker liked doubted ***mask*** .,0.03515143580764153
76,7,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,doubted,herself,The mechanics that the author liked doubted herself . <eos>,The mechanics that the author liked doubted herself .,the mechanics that the author liked doubted ***mask*** .,0.10336639792813769
77,7,liked,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,doubted,herself,The authors that the mechanic liked doubted herself . <eos>,The authors that the mechanic liked doubted herself .,the authors that the mechanic liked doubted ***mask*** .,0.05255918685942247
78,7,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,author,doubted,herself,The bankers that the author liked doubted herself . <eos>,The bankers that the author liked doubted herself .,the bankers that the author liked doubted ***mask*** .,0.09102481515458047
79,7,liked,embed,nonlocal,0,d,matrix_subj,number,authors,banker,doubted,herself,The authors that the banker liked doubted herself . <eos>,The authors that the banker liked doubted herself .,the authors that the banker liked doubted ***mask*** .,0.06688695566274595
80,7,liked,embed,local,1,a,rc_subj,number,mechanic,authors,doubted,herself,The mechanic that the authors liked doubted herself . <eos>,The mechanic that the authors liked doubted herself .,the mechanic that the authors liked doubted ***mask*** .,0.09211056760126833
81,7,liked,embed,local,1,b,rc_subj,number,author,mechanics,doubted,herself,The author that the mechanics liked doubted herself . <eos>,The author that the mechanics liked doubted herself .,the author that the mechanics liked doubted ***mask*** .,0.05410345639036154
82,7,liked,embed,local,1,c,rc_subj,number,banker,authors,doubted,herself,The banker that the authors liked doubted herself . <eos>,The banker that the authors liked doubted herself .,the banker that the authors liked doubted ***mask*** .,0.07745237768377981
83,7,liked,embed,local,1,d,rc_subj,number,author,bankers,doubted,herself,The author that the bankers liked doubted herself . <eos>,The author that the bankers liked doubted herself .,the author that the bankers liked doubted ***mask*** .,0.061201289317236576
84,8,liked,embed,local,1,a,none,none,mechanic,pilot,hurt,herself,The mechanic that the pilot liked hurt herself . <eos>,The mechanic that the pilot liked hurt herself .,the mechanic that the pilot liked hurt ***mask*** .,0.057404962919765115
85,8,liked,embed,local,1,b,none,none,pilot,mechanic,hurt,herself,The pilot that the mechanic liked hurt herself . <eos>,The pilot that the mechanic liked hurt herself .,the pilot that the mechanic liked hurt ***mask*** .,0.11795096948364273
86,8,liked,embed,local,1,c,none,none,banker,pilot,hurt,herself,The banker that the pilot liked hurt herself . <eos>,The banker that the pilot liked hurt herself .,the banker that the pilot liked hurt ***mask*** .,0.17223250360533715
87,8,liked,embed,local,1,d,none,none,pilot,banker,hurt,herself,The pilot that the banker liked hurt herself . <eos>,The pilot that the banker liked hurt herself .,the pilot that the banker liked hurt ***mask*** .,0.12064518135857909
88,8,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,hurt,herself,The mechanics that the pilot liked hurt herself . <eos>,The mechanics that the pilot liked hurt herself .,the mechanics that the pilot liked hurt ***mask*** .,0.145544633587887
89,8,liked,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,hurt,herself,The pilots that the mechanic liked hurt herself . <eos>,The pilots that the mechanic liked hurt herself .,the pilots that the mechanic liked hurt ***mask*** .,0.1313087246148091
90,8,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,hurt,herself,The bankers that the pilot liked hurt herself . <eos>,The bankers that the pilot liked hurt herself .,the bankers that the pilot liked hurt ***mask*** .,0.3593080363174334
91,8,liked,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,hurt,herself,The pilots that the banker liked hurt herself . <eos>,The pilots that the banker liked hurt herself .,the pilots that the banker liked hurt ***mask*** .,0.1386311366417636
92,8,liked,embed,local,1,a,rc_subj,number,mechanic,pilots,hurt,herself,The mechanic that the pilots liked hurt herself . <eos>,The mechanic that the pilots liked hurt herself .,the mechanic that the pilots liked hurt ***mask*** .,0.07308592898903553
93,8,liked,embed,local,1,b,rc_subj,number,pilot,mechanics,hurt,herself,The pilot that the mechanics liked hurt herself . <eos>,The pilot that the mechanics liked hurt herself .,the pilot that the mechanics liked hurt ***mask*** .,0.11277357403360848
94,8,liked,embed,local,1,c,rc_subj,number,banker,pilots,hurt,herself,The banker that the pilots liked hurt herself . <eos>,The banker that the pilots liked hurt herself .,the banker that the pilots liked hurt ***mask*** .,0.19736398134574296
95,8,liked,embed,local,1,d,rc_subj,number,pilot,bankers,hurt,herself,The pilot that the bankers liked hurt herself . <eos>,The pilot that the bankers liked hurt herself .,the pilot that the bankers liked hurt ***mask*** .,0.1178067510793599
96,9,liked,embed,local,1,a,none,none,mechanic,pilot,injured,herself,The mechanic that the pilot liked injured herself . <eos>,The mechanic that the pilot liked injured herself .,the mechanic that the pilot liked injured ***mask*** .,0.026312066126584294
97,9,liked,embed,local,1,b,none,none,pilot,mechanic,injured,herself,The pilot that the mechanic liked injured herself . <eos>,The pilot that the mechanic liked injured herself .,the pilot that the mechanic liked injured ***mask*** .,0.00768244970457048
98,9,liked,embed,local,1,c,none,none,banker,pilot,injured,herself,The banker that the pilot liked injured herself . <eos>,The banker that the pilot liked injured herself .,the banker that the pilot liked injured ***mask*** .,0.5944575334415299
99,9,liked,embed,local,1,d,none,none,pilot,banker,injured,herself,The pilot that the banker liked injured herself . <eos>,The pilot that the banker liked injured herself .,the pilot that the banker liked injured ***mask*** .,0.02770819624358026
100,9,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,injured,herself,The mechanics that the pilot liked injured herself . <eos>,The mechanics that the pilot liked injured herself .,the mechanics that the pilot liked injured ***mask*** .,0.04850346648460888
101,9,liked,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,injured,herself,The pilots that the mechanic liked injured herself . <eos>,The pilots that the mechanic liked injured herself .,the pilots that the mechanic liked injured ***mask*** .,0.023558725554341978
102,9,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,injured,herself,The bankers that the pilot liked injured herself . <eos>,The bankers that the pilot liked injured herself .,the bankers that the pilot liked injured ***mask*** .,0.4784929174142927
103,9,liked,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,injured,herself,The pilots that the banker liked injured herself . <eos>,The pilots that the banker liked injured herself .,the pilots that the banker liked injured ***mask*** .,0.14835739652034957
104,9,liked,embed,local,1,a,rc_subj,number,mechanic,pilots,injured,herself,The mechanic that the pilots liked injured herself . <eos>,The mechanic that the pilots liked injured herself .,the mechanic that the pilots liked injured ***mask*** .,0.07573731894259529
105,9,liked,embed,local,1,b,rc_subj,number,pilot,mechanics,injured,herself,The pilot that the mechanics liked injured herself . <eos>,The pilot that the mechanics liked injured herself .,the pilot that the mechanics liked injured ***mask*** .,0.011504606223674017
106,9,liked,embed,local,1,c,rc_subj,number,banker,pilots,injured,herself,The banker that the pilots liked injured herself . <eos>,The banker that the pilots liked injured herself .,the banker that the pilots liked injured ***mask*** .,0.5409684554884382
107,9,liked,embed,local,1,d,rc_subj,number,pilot,bankers,injured,herself,The pilot that the bankers liked injured herself . <eos>,The pilot that the bankers liked injured herself .,the pilot that the bankers liked injured ***mask*** .,0.05501115202181554
108,10,liked,embed,local,1,a,none,none,mechanic,pilot,congratulated,herself,The mechanic that the pilot liked congratulated herself . <eos>,The mechanic that the pilot liked congratulated herself .,the mechanic that the pilot liked congratulated ***mask*** .,0.022479778090966084
109,10,liked,embed,local,1,b,none,none,pilot,mechanic,congratulated,herself,The pilot that the mechanic liked congratulated herself . <eos>,The pilot that the mechanic liked congratulated herself .,the pilot that the mechanic liked congratulated ***mask*** .,0.02422529958843561
110,10,liked,embed,local,1,c,none,none,banker,pilot,congratulated,herself,The banker that the pilot liked congratulated herself . <eos>,The banker that the pilot liked congratulated herself .,the banker that the pilot liked congratulated ***mask*** .,0.029878545516157477
111,10,liked,embed,local,1,d,none,none,pilot,banker,congratulated,herself,The pilot that the banker liked congratulated herself . <eos>,The pilot that the banker liked congratulated herself .,the pilot that the banker liked congratulated ***mask*** .,0.03944787188978166
112,10,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,congratulated,herself,The mechanics that the pilot liked congratulated herself . <eos>,The mechanics that the pilot liked congratulated herself .,the mechanics that the pilot liked congratulated ***mask*** .,0.03599951436870873
113,10,liked,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,congratulated,herself,The pilots that the mechanic liked congratulated herself . <eos>,The pilots that the mechanic liked congratulated herself .,the pilots that the mechanic liked congratulated ***mask*** .,0.052689784974938154
114,10,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,congratulated,herself,The bankers that the pilot liked congratulated herself . <eos>,The bankers that the pilot liked congratulated herself .,the bankers that the pilot liked congratulated ***mask*** .,0.029602064146783347
115,10,liked,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,congratulated,herself,The pilots that the banker liked congratulated herself . <eos>,The pilots that the banker liked congratulated herself .,the pilots that the banker liked congratulated ***mask*** .,0.05293753571231491
116,10,liked,embed,local,1,a,rc_subj,number,mechanic,pilots,congratulated,herself,The mechanic that the pilots liked congratulated herself . <eos>,The mechanic that the pilots liked congratulated herself .,the mechanic that the pilots liked congratulated ***mask*** .,0.032404816565753655
117,10,liked,embed,local,1,b,rc_subj,number,pilot,mechanics,congratulated,herself,The pilot that the mechanics liked congratulated herself . <eos>,The pilot that the mechanics liked congratulated herself .,the pilot that the mechanics liked congratulated ***mask*** .,0.025696284593840945
118,10,liked,embed,local,1,c,rc_subj,number,banker,pilots,congratulated,herself,The banker that the pilots liked congratulated herself . <eos>,The banker that the pilots liked congratulated herself .,the banker that the pilots liked congratulated ***mask*** .,0.02968487610342765
119,10,liked,embed,local,1,d,rc_subj,number,pilot,bankers,congratulated,herself,The pilot that the bankers liked congratulated herself . <eos>,The pilot that the bankers liked congratulated herself .,the pilot that the bankers liked congratulated ***mask*** .,0.035712912160339526
120,11,liked,embed,local,1,a,none,none,mechanic,pilot,embarrassed,herself,The mechanic that the pilot liked embarrassed herself . <eos>,The mechanic that the pilot liked embarrassed herself .,the mechanic that the pilot liked embarrassed ***mask*** .,0.04716565655201154
121,11,liked,embed,local,1,b,none,none,pilot,mechanic,embarrassed,herself,The pilot that the mechanic liked embarrassed herself . <eos>,The pilot that the mechanic liked embarrassed herself .,the pilot that the mechanic liked embarrassed ***mask*** .,0.0330901902739885
122,11,liked,embed,local,1,c,none,none,banker,pilot,embarrassed,herself,The banker that the pilot liked embarrassed herself . <eos>,The banker that the pilot liked embarrassed herself .,the banker that the pilot liked embarrassed ***mask*** .,0.11436026351327018
123,11,liked,embed,local,1,d,none,none,pilot,banker,embarrassed,herself,The pilot that the banker liked embarrassed herself . <eos>,The pilot that the banker liked embarrassed herself .,the pilot that the banker liked embarrassed ***mask*** .,0.09891362220755807
124,11,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,embarrassed,herself,The mechanics that the pilot liked embarrassed herself . <eos>,The mechanics that the pilot liked embarrassed herself .,the mechanics that the pilot liked embarrassed ***mask*** .,0.06965683744102077
125,11,liked,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,embarrassed,herself,The pilots that the mechanic liked embarrassed herself . <eos>,The pilots that the mechanic liked embarrassed herself .,the pilots that the mechanic liked embarrassed ***mask*** .,0.047147892122981185
126,11,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,embarrassed,herself,The bankers that the pilot liked embarrassed herself . <eos>,The bankers that the pilot liked embarrassed herself .,the bankers that the pilot liked embarrassed ***mask*** .,0.1432670941360823
127,11,liked,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,embarrassed,herself,The pilots that the banker liked embarrassed herself . <eos>,The pilots that the banker liked embarrassed herself .,the pilots that the banker liked embarrassed ***mask*** .,0.10202500632550005
