,item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
19,4,simple,local,c-command,1,b,none,none,father,boy,considered,himself,The father near the boy considered himself . <eos>,The father near the boy considered himself .,the father near the boy considered ***mask*** .,0.046877507338388726
20,4,simple,local,no-c-command,0,a,head,number,boys,father,considered,himself,The boys near the father considered himself . <eos>,The boys near the father considered himself .,the boys near the father considered ***mask*** .,0.23459691347231482
21,4,simple,local,no-c-command,0,b,head,number,fathers,boy,considered,himself,The fathers near the boy considered himself . <eos>,The fathers near the boy considered himself .,the fathers near the boy considered ***mask*** .,0.21489827714565982
22,4,simple,local,c-command,1,a,distractor,number,boy,fathers,considered,himself,The boy near the fathers considered himself . <eos>,The boy near the fathers considered himself .,the boy near the fathers considered ***mask*** .,0.050690229366125786
23,4,simple,local,c-command,1,b,distractor,number,father,boys,considered,himself,The father near the boys considered himself . <eos>,The father near the boys considered himself .,the father near the boys considered ***mask*** .,0.0825975622917764
24,5,simple,local,c-command,1,a,none,none,boy,father,identified,himself,The boy near the father identified himself . <eos>,The boy near the father identified himself .,the boy near the father identified ***mask*** .,0.0001548457004812941
25,5,simple,local,c-command,1,b,none,none,father,boy,identified,himself,The father near the boy identified himself . <eos>,The father near the boy identified himself .,the father near the boy identified ***mask*** .,7.769308393154432e-05
26,5,simple,local,no-c-command,0,a,head,number,boys,father,identified,himself,The boys near the father identified himself . <eos>,The boys near the father identified himself .,the boys near the father identified ***mask*** .,0.0016604936546482782
27,5,simple,local,no-c-command,0,b,head,number,fathers,boy,identified,himself,The fathers near the boy identified himself . <eos>,The fathers near the boy identified himself .,the fathers near the boy identified ***mask*** .,0.0012533836249253648
28,5,simple,local,c-command,1,a,distractor,number,boy,fathers,identified,himself,The boy near the fathers identified himself . <eos>,The boy near the fathers identified himself .,the boy near the fathers identified ***mask*** .,0.0005690232722257087
29,5,simple,local,c-command,1,b,distractor,number,father,boys,identified,himself,The father near the boys identified himself . <eos>,The father near the boys identified himself .,the father near the boys identified ***mask*** .,0.00012219583998945074
30,6,simple,local,c-command,1,a,none,none,boy,father,made,himself,The boy near the father made himself . <eos>,The boy near the father made himself .,the boy near the father made ***mask*** .,0.2324531668880635
31,6,simple,local,c-command,1,b,none,none,father,boy,made,himself,The father near the boy made himself . <eos>,The father near the boy made himself .,the father near the boy made ***mask*** .,0.43688792780610874
32,6,simple,local,no-c-command,0,a,head,number,boys,father,made,himself,The boys near the father made himself . <eos>,The boys near the father made himself .,the boys near the father made ***mask*** .,1.8052466305602746
33,6,simple,local,no-c-command,0,b,head,number,fathers,boy,made,himself,The fathers near the boy made himself . <eos>,The fathers near the boy made himself .,the fathers near the boy made ***mask*** .,2.378254156673452
34,6,simple,local,c-command,1,a,distractor,number,boy,fathers,made,himself,The boy near the fathers made himself . <eos>,The boy near the fathers made himself .,the boy near the fathers made ***mask*** .,0.1593833766655294
35,6,simple,local,c-command,1,b,distractor,number,father,boys,made,himself,The father near the boys made himself . <eos>,The father near the boys made himself .,the father near the boys made ***mask*** .,0.7680477075860032
36,7,simple,local,c-command,1,a,none,none,boy,father,found,himself,The boy near the father found himself . <eos>,The boy near the father found himself .,the boy near the father found ***mask*** .,0.016669818933438107
37,7,simple,local,c-command,1,b,none,none,father,boy,found,himself,The father near the boy found himself . <eos>,The father near the boy found himself .,the father near the boy found ***mask*** .,0.035299290754226643
38,7,simple,local,no-c-command,0,a,head,number,boys,father,found,himself,The boys near the father found himself . <eos>,The boys near the father found himself .,the boys near the father found ***mask*** .,0.12387796639716436
39,7,simple,local,no-c-command,0,b,head,number,fathers,boy,found,himself,The fathers near the boy found himself . <eos>,The fathers near the boy found himself .,the fathers near the boy found ***mask*** .,0.11232833114528994
40,7,simple,local,c-command,1,a,distractor,number,boy,fathers,found,himself,The boy near the fathers found himself . <eos>,The boy near the fathers found himself .,the boy near the fathers found ***mask*** .,0.019698154383984194
41,7,simple,local,c-command,1,b,distractor,number,father,boys,found,himself,The father near the boys found himself . <eos>,The father near the boys found himself .,the father near the boys found ***mask*** .,0.04707083805973549
42,8,simple,local,c-command,1,a,none,none,boy,father,distinguished,himself,The boy near the father distinguished himself . <eos>,The boy near the father distinguished himself .,the boy near the father distinguished ***mask*** .,1.0009611425502722e-05
43,8,simple,local,c-command,1,b,none,none,father,boy,distinguished,himself,The father near the boy distinguished himself . <eos>,The father near the boy distinguished himself .,the father near the boy distinguished ***mask*** .,4.4284065295123864e-06
44,8,simple,local,no-c-command,0,a,head,number,boys,father,distinguished,himself,The boys near the father distinguished himself . <eos>,The boys near the father distinguished himself .,the boys near the father distinguished ***mask*** .,8.022992375057856e-05
45,8,simple,local,no-c-command,0,b,head,number,fathers,boy,distinguished,himself,The fathers near the boy distinguished himself . <eos>,The fathers near the boy distinguished himself .,the fathers near the boy distinguished ***mask*** .,6.523588770392324e-05
46,8,simple,local,c-command,1,a,distractor,number,boy,fathers,distinguished,himself,The boy near the fathers distinguished himself . <eos>,The boy near the fathers distinguished himself .,the boy near the fathers distinguished ***mask*** .,6.278144289130216e-06
47,8,simple,local,c-command,1,b,distractor,number,father,boys,distinguished,himself,The father near the boys distinguished himself . <eos>,The father near the boys distinguished himself .,the father near the boys distinguished ***mask*** .,1.5567556677461052e-06
48,9,simple,local,c-command,1,a,none,none,boy,father,taught,himself,The boy near the father taught himself . <eos>,The boy near the father taught himself .,the boy near the father taught ***mask*** .,0.007278492141697963
49,9,simple,local,c-command,1,b,none,none,father,boy,taught,himself,The father near the boy taught himself . <eos>,The father near the boy taught himself .,the father near the boy taught ***mask*** .,0.006602447689870428
50,9,simple,local,no-c-command,0,a,head,number,boys,father,taught,himself,The boys near the father taught himself . <eos>,The boys near the father taught himself .,the boys near the father taught ***mask*** .,0.010281000616133986
51,9,simple,local,no-c-command,0,b,head,number,fathers,boy,taught,himself,The fathers near the boy taught himself . <eos>,The fathers near the boy taught himself .,the fathers near the boy taught ***mask*** .,0.04461235460306109
52,9,simple,local,c-command,1,a,distractor,number,boy,fathers,taught,himself,The boy near the fathers taught himself . <eos>,The boy near the fathers taught himself .,the boy near the fathers taught ***mask*** .,0.008983251215300789
53,9,simple,local,c-command,1,b,distractor,number,father,boys,taught,himself,The father near the boys taught himself . <eos>,The father near the boys taught himself .,the father near the boys taught ***mask*** .,0.004213990539086642
54,10,simple,local,c-command,1,a,none,none,boy,father,killed,himself,The boy near the father killed himself . <eos>,The boy near the father killed himself .,the boy near the father killed ***mask*** .,0.0003988414699088463
55,10,simple,local,c-command,1,b,none,none,father,boy,killed,himself,The father near the boy killed himself . <eos>,The father near the boy killed himself .,the father near the boy killed ***mask*** .,0.00045616208652056494
56,10,simple,local,no-c-command,0,a,head,number,boys,father,killed,himself,The boys near the father killed himself . <eos>,The boys near the father killed himself .,the boys near the father killed ***mask*** .,0.0018777264640901735
57,10,simple,local,no-c-command,0,b,head,number,fathers,boy,killed,himself,The fathers near the boy killed himself . <eos>,The fathers near the boy killed himself .,the fathers near the boy killed ***mask*** .,0.004583569262841191
58,10,simple,local,c-command,1,a,distractor,number,boy,fathers,killed,himself,The boy near the fathers killed himself . <eos>,The boy near the fathers killed himself .,the boy near the fathers killed ***mask*** .,0.0007206544157380022
59,10,simple,local,c-command,1,b,distractor,number,father,boys,killed,himself,The father near the boys killed himself . <eos>,The father near the boys killed himself .,the father near the boys killed ***mask*** .,0.00014432749667545015
60,11,simple,local,c-command,1,a,none,none,boy,father,called,himself,The boy near the father called himself . <eos>,The boy near the father called himself .,the boy near the father called ***mask*** .,0.06538547546433561
61,11,simple,local,c-command,1,b,none,none,father,boy,called,himself,The father near the boy called himself . <eos>,The father near the boy called himself .,the father near the boy called ***mask*** .,0.05845155149451579
62,11,simple,local,no-c-command,0,a,head,number,boys,father,called,himself,The boys near the father called himself . <eos>,The boys near the father called himself .,the boys near the father called ***mask*** .,0.28138724390860503
63,11,simple,local,no-c-command,0,b,head,number,fathers,boy,called,himself,The fathers near the boy called himself . <eos>,The fathers near the boy called himself .,the fathers near the boy called ***mask*** .,0.16242056073074806
64,11,simple,local,c-command,1,a,distractor,number,boy,fathers,called,himself,The boy near the fathers called himself . <eos>,The boy near the fathers called himself .,the boy near the fathers called ***mask*** .,0.04583239019298826
65,11,simple,local,c-command,1,b,distractor,number,father,boys,called,himself,The father near the boys called himself . <eos>,The father near the boys called himself .,the father near the boys called ***mask*** .,0.06046556296162244
66,12,simple,local,c-command,1,a,none,none,boy,father,dedicated,himself,The boy near the father dedicated himself . <eos>,The boy near the father dedicated himself .,the boy near the father dedicated ***mask*** .,0.0004673342622017705
67,12,simple,local,c-command,1,b,none,none,father,boy,dedicated,himself,The father near the boy dedicated himself . <eos>,The father near the boy dedicated himself .,the father near the boy dedicated ***mask*** .,0.00028205287782440776
68,12,simple,local,no-c-command,0,a,head,number,boys,father,dedicated,himself,The boys near the father dedicated himself . <eos>,The boys near the father dedicated himself .,the boys near the father dedicated ***mask*** .,0.004212828961239289
69,12,simple,local,no-c-command,0,b,head,number,fathers,boy,dedicated,himself,The fathers near the boy dedicated himself . <eos>,The fathers near the boy dedicated himself .,the fathers near the boy dedicated ***mask*** .,0.0019023272338056817
70,12,simple,local,c-command,1,a,distractor,number,boy,fathers,dedicated,himself,The boy near the fathers dedicated himself . <eos>,The boy near the fathers dedicated himself .,the boy near the fathers dedicated ***mask*** .,0.00016916307084779321
71,12,simple,local,c-command,1,b,distractor,number,father,boys,dedicated,himself,The father near the boys dedicated himself . <eos>,The father near the boys dedicated himself .,the father near the boys dedicated ***mask*** .,0.0001235702936154016
72,13,simple,local,c-command,1,a,none,none,boy,father,declared,himself,The boy near the father declared himself . <eos>,The boy near the father declared himself .,the boy near the father declared ***mask*** .,0.002238341353123885
73,13,simple,local,c-command,1,b,none,none,father,boy,declared,himself,The father near the boy declared himself . <eos>,The father near the boy declared himself .,the father near the boy declared ***mask*** .,0.0024749352811961885
74,13,simple,local,no-c-command,0,a,head,number,boys,father,declared,himself,The boys near the father declared himself . <eos>,The boys near the father declared himself .,the boys near the father declared ***mask*** .,0.022383937282051673
75,13,simple,local,no-c-command,0,b,head,number,fathers,boy,declared,himself,The fathers near the boy declared himself . <eos>,The fathers near the boy declared himself .,the fathers near the boy declared ***mask*** .,0.028492642220852765
76,13,simple,local,c-command,1,a,distractor,number,boy,fathers,declared,himself,The boy near the fathers declared himself . <eos>,The boy near the fathers declared himself .,the boy near the fathers declared ***mask*** .,0.002110621633227428
77,13,simple,local,c-command,1,b,distractor,number,father,boys,declared,himself,The father near the boys declared himself . <eos>,The father near the boys declared himself .,the father near the boys declared ***mask*** .,0.0037855695378553084
78,14,simple,local,c-command,1,a,none,none,boy,father,proved,himself,The boy near the father proved himself . <eos>,The boy near the father proved himself .,the boy near the father proved ***mask*** .,0.0025845557683973025
79,14,simple,local,c-command,1,b,none,none,father,boy,proved,himself,The father near the boy proved himself . <eos>,The father near the boy proved himself .,the father near the boy proved ***mask*** .,0.0018264162523368005
80,14,simple,local,no-c-command,0,a,head,number,boys,father,proved,himself,The boys near the father proved himself . <eos>,The boys near the father proved himself .,the boys near the father proved ***mask*** .,0.022440309984114285
81,14,simple,local,no-c-command,0,b,head,number,fathers,boy,proved,himself,The fathers near the boy proved himself . <eos>,The fathers near the boy proved himself .,the fathers near the boy proved ***mask*** .,0.013883718731744397
82,14,simple,local,c-command,1,a,distractor,number,boy,fathers,proved,himself,The boy near the fathers proved himself . <eos>,The boy near the fathers proved himself .,the boy near the fathers proved ***mask*** .,0.0020167083117435315
83,14,simple,local,c-command,1,b,distractor,number,father,boys,proved,himself,The father near the boys proved himself . <eos>,The father near the boys proved himself .,the father near the boys proved ***mask*** .,0.0018966094617986937
84,15,simple,local,c-command,1,a,none,none,boy,father,shot,himself,The boy near the father shot himself . <eos>,The boy near the father shot himself .,the boy near the father shot ***mask*** .,0.0007105882618984364
85,15,simple,local,c-command,1,b,none,none,father,boy,shot,himself,The father near the boy shot himself . <eos>,The father near the boy shot himself .,the father near the boy shot ***mask*** .,0.0004890970163293766
86,15,simple,local,no-c-command,0,a,head,number,boys,father,shot,himself,The boys near the father shot himself . <eos>,The boys near the father shot himself .,the boys near the father shot ***mask*** .,0.0038770707718646987
87,15,simple,local,no-c-command,0,b,head,number,fathers,boy,shot,himself,The fathers near the boy shot himself . <eos>,The fathers near the boy shot himself .,the fathers near the boy shot ***mask*** .,0.0035604497199064064
88,15,simple,local,c-command,1,a,distractor,number,boy,fathers,shot,himself,The boy near the fathers shot himself . <eos>,The boy near the fathers shot himself .,the boy near the fathers shot ***mask*** .,0.000792251286822298
89,15,simple,local,c-command,1,b,distractor,number,father,boys,shot,himself,The father near the boys shot himself . <eos>,The father near the boys shot himself .,the father near the boys shot ***mask*** .,0.0005224808758612365
90,16,simple,local,c-command,1,a,none,none,boy,son,saw,himself,The boy near the son saw himself . <eos>,The boy near the son saw himself .,the boy near the son saw ***mask*** .,0.0957310710902797
91,16,simple,local,c-command,1,b,none,none,son,boy,saw,himself,The son near the boy saw himself . <eos>,The son near the boy saw himself .,the son near the boy saw ***mask*** .,0.10600604932743557
92,16,simple,local,no-c-command,0,a,head,number,boys,son,saw,himself,The boys near the son saw himself . <eos>,The boys near the son saw himself .,the boys near the son saw ***mask*** .,0.4572037430465455
93,16,simple,local,no-c-command,0,b,head,number,sons,boy,saw,himself,The sons near the boy saw himself . <eos>,The sons near the boy saw himself .,the sons near the boy saw ***mask*** .,0.3459240050292986
94,16,simple,local,c-command,1,a,distractor,number,boy,sons,saw,himself,The boy near the sons saw himself . <eos>,The boy near the sons saw himself .,the boy near the sons saw ***mask*** .,0.1300702484507038
95,16,simple,local,c-command,1,b,distractor,number,son,boys,saw,himself,The son near the boys saw himself . <eos>,The son near the boys saw himself .,the son near the boys saw ***mask*** .,0.1950194806643083
96,17,simple,local,c-command,1,a,none,none,boy,son,established,himself,The boy near the son established himself . <eos>,The boy near the son established himself .,the boy near the son established ***mask*** .,0.001279230676329105
97,17,simple,local,c-command,1,b,none,none,son,boy,established,himself,The son near the boy established himself . <eos>,The son near the boy established himself .,the son near the boy established ***mask*** .,0.0004688915928638739
98,17,simple,local,no-c-command,0,a,head,number,boys,son,established,himself,The boys near the son established himself . <eos>,The boys near the son established himself .,the boys near the son established ***mask*** .,0.0022968539539797903
99,17,simple,local,no-c-command,0,b,head,number,sons,boy,established,himself,The sons near the boy established himself . <eos>,The sons near the boy established himself .,the sons near the boy established ***mask*** .,0.0009255641092154307
100,17,simple,local,c-command,1,a,distractor,number,boy,sons,established,himself,The boy near the sons established himself . <eos>,The boy near the sons established himself .,the boy near the sons established ***mask*** .,0.0020444521264166055
101,17,simple,local,c-command,1,b,distractor,number,son,boys,established,himself,The son near the boys established himself . <eos>,The son near the boys established himself .,the son near the boys established ***mask*** .,0.0014381792670052176
102,18,simple,local,c-command,1,a,none,none,boy,son,devoted,himself,The boy near the son devoted himself . <eos>,The boy near the son devoted himself .,the boy near the son devoted ***mask*** .,0.0002855191140806776
103,18,simple,local,c-command,1,b,none,none,son,boy,devoted,himself,The son near the boy devoted himself . <eos>,The son near the boy devoted himself .,the son near the boy devoted ***mask*** .,0.0018943910764696022
104,18,simple,local,no-c-command,0,a,head,number,boys,son,devoted,himself,The boys near the son devoted himself . <eos>,The boys near the son devoted himself .,the boys near the son devoted ***mask*** .,0.003049300552024333
105,18,simple,local,no-c-command,0,b,head,number,sons,boy,devoted,himself,The sons near the boy devoted himself . <eos>,The sons near the boy devoted himself .,the sons near the boy devoted ***mask*** .,0.001362380559838143
106,18,simple,local,c-command,1,a,distractor,number,boy,sons,devoted,himself,The boy near the sons devoted himself . <eos>,The boy near the sons devoted himself .,the boy near the sons devoted ***mask*** .,4.6436674145153154e-05
107,18,simple,local,c-command,1,b,distractor,number,son,boys,devoted,himself,The son near the boys devoted himself . <eos>,The son near the boys devoted himself .,the son near the boys devoted ***mask*** .,3.970963741198937e-05
108,19,simple,local,c-command,1,a,none,none,boy,son,considered,himself,The boy near the son considered himself . <eos>,The boy near the son considered himself .,the boy near the son considered ***mask*** .,0.03808330661707357
109,19,simple,local,c-command,1,b,none,none,son,boy,considered,himself,The son near the boy considered himself . <eos>,The son near the boy considered himself .,the son near the boy considered ***mask*** .,0.03158928396433959
110,19,simple,local,no-c-command,0,a,head,number,boys,son,considered,himself,The boys near the son considered himself . <eos>,The boys near the son considered himself .,the boys near the son considered ***mask*** .,0.18747856349144704
111,19,simple,local,no-c-command,0,b,head,number,sons,boy,considered,himself,The sons near the boy considered himself . <eos>,The sons near the boy considered himself .,the sons near the boy considered ***mask*** .,0.1538215460588928
112,19,simple,local,c-command,1,a,distractor,number,boy,sons,considered,himself,The boy near the sons considered himself . <eos>,The boy near the sons considered himself .,the boy near the sons considered ***mask*** .,0.06273642448080156
113,19,simple,local,c-command,1,b,distractor,number,son,boys,considered,himself,The son near the boys considered himself . <eos>,The son near the boys considered himself .,the son near the boys considered ***mask*** .,0.034823901282009594
114,20,simple,local,c-command,1,a,none,none,boy,son,identified,himself,The boy near the son identified himself . <eos>,The boy near the son identified himself .,the boy near the son identified ***mask*** .,0.0005497251155390982
115,20,simple,local,c-command,1,b,none,none,son,boy,identified,himself,The son near the boy identified himself . <eos>,The son near the boy identified himself .,the son near the boy identified ***mask*** .,0.00020449926823864345
116,20,simple,local,no-c-command,0,a,head,number,boys,son,identified,himself,The boys near the son identified himself . <eos>,The boys near the son identified himself .,the boys near the son identified ***mask*** .,0.0028222460796477502
117,20,simple,local,no-c-command,0,b,head,number,sons,boy,identified,himself,The sons near the boy identified himself . <eos>,The sons near the boy identified himself .,the sons near the boy identified ***mask*** .,0.0015681027141289442
118,20,simple,local,c-command,1,a,distractor,number,boy,sons,identified,himself,The boy near the sons identified himself . <eos>,The boy near the sons identified himself .,the boy near the sons identified ***mask*** .,0.0009222297886889626
119,20,simple,local,c-command,1,b,distractor,number,son,boys,identified,himself,The son near the boys identified himself . <eos>,The son near the boys identified himself .,the son near the boys identified ***mask*** .,0.0002917274015444242
120,21,simple,local,c-command,1,a,none,none,boy,son,made,himself,The boy near the son made himself . <eos>,The boy near the son made himself .,the boy near the son made ***mask*** .,0.19663006936718022
121,21,simple,local,c-command,1,b,none,none,son,boy,made,himself,The son near the boy made himself . <eos>,The son near the boy made himself .,the son near the boy made ***mask*** .,0.31014190948508186
122,21,simple,local,no-c-command,0,a,head,number,boys,son,made,himself,The boys near the son made himself . <eos>,The boys near the son made himself .,the boys near the son made ***mask*** .,1.9100045357917597
123,21,simple,local,no-c-command,0,b,head,number,sons,boy,made,himself,The sons near the boy made himself . <eos>,The sons near the boy made himself .,the sons near the boy made ***mask*** .,1.602773489357715
124,21,simple,local,c-command,1,a,distractor,number,boy,sons,made,himself,The boy near the sons made himself . <eos>,The boy near the sons made himself .,the boy near the sons made ***mask*** .,0.3064454227549226
125,21,simple,local,c-command,1,b,distractor,number,son,boys,made,himself,The son near the boys made himself . <eos>,The son near the boys made himself .,the son near the boys made ***mask*** .,0.5011526275839
126,22,simple,local,c-command,1,a,none,none,boy,son,found,himself,The boy near the son found himself . <eos>,The boy near the son found himself .,the boy near the son found ***mask*** .,0.018783461788605346
127,22,simple,local,c-command,1,b,none,none,son,boy,found,himself,The son near the boy found himself . <eos>,The son near the boy found himself .,the son near the boy found ***mask*** .,0.026059187863282637
128,22,simple,local,no-c-command,0,a,head,number,boys,son,found,himself,The boys near the son found himself . <eos>,The boys near the son found himself .,the boys near the son found ***mask*** .,0.09461762767034029
129,22,simple,local,no-c-command,0,b,head,number,sons,boy,found,himself,The sons near the boy found himself . <eos>,The sons near the boy found himself .,the sons near the boy found ***mask*** .,0.09638994476454732
130,22,simple,local,c-command,1,a,distractor,number,boy,sons,found,himself,The boy near the sons found himself . <eos>,The boy near the sons found himself .,the boy near the sons found ***mask*** .,0.02384015549653352
131,22,simple,local,c-command,1,b,distractor,number,son,boys,found,himself,The son near the boys found himself . <eos>,The son near the boys found himself .,the son near the boys found ***mask*** .,0.024691713321626372
132,23,simple,local,c-command,1,a,none,none,boy,son,distinguished,himself,The boy near the son distinguished himself . <eos>,The boy near the son distinguished himself .,the boy near the son distinguished ***mask*** .,8.926668370551993e-06
133,23,simple,local,c-command,1,b,none,none,son,boy,distinguished,himself,The son near the boy distinguished himself . <eos>,The son near the boy distinguished himself .,the son near the boy distinguished ***mask*** .,1.3195254933236429e-06
134,23,simple,local,no-c-command,0,a,head,number,boys,son,distinguished,himself,The boys near the son distinguished himself . <eos>,The boys near the son distinguished himself .,the boys near the son distinguished ***mask*** .,5.515195373862463e-05
135,23,simple,local,no-c-command,0,b,head,number,sons,boy,distinguished,himself,The sons near the boy distinguished himself . <eos>,The sons near the boy distinguished himself .,the sons near the boy distinguished ***mask*** .,1.471493404192759e-05
136,23,simple,local,c-command,1,a,distractor,number,boy,sons,distinguished,himself,The boy near the sons distinguished himself . <eos>,The boy near the sons distinguished himself .,the boy near the sons distinguished ***mask*** .,1.1488159174883883e-05
137,23,simple,local,c-command,1,b,distractor,number,son,boys,distinguished,himself,The son near the boys distinguished himself . <eos>,The son near the boys distinguished himself .,the son near the boys distinguished ***mask*** .,1.0875352054617048e-06
138,24,simple,local,c-command,1,a,none,none,boy,son,taught,himself,The boy near the son taught himself . <eos>,The boy near the son taught himself .,the boy near the son taught ***mask*** .,0.008276957989441044
139,24,simple,local,c-command,1,b,none,none,son,boy,taught,himself,The son near the boy taught himself . <eos>,The son near the boy taught himself .,the son near the boy taught ***mask*** .,0.004699709858958165
140,24,simple,local,no-c-command,0,a,head,number,boys,son,taught,himself,The boys near the son taught himself . <eos>,The boys near the son taught himself .,the boys near the son taught ***mask*** .,0.007407572922196172
141,24,simple,local,no-c-command,0,b,head,number,sons,boy,taught,himself,The sons near the boy taught himself . <eos>,The sons near the boy taught himself .,the sons near the boy taught ***mask*** .,0.009087190127126962
142,24,simple,local,c-command,1,a,distractor,number,boy,sons,taught,himself,The boy near the sons taught himself . <eos>,The boy near the sons taught himself .,the boy near the sons taught ***mask*** .,0.002750757527867715
143,24,simple,local,c-command,1,b,distractor,number,son,boys,taught,himself,The son near the boys taught himself . <eos>,The son near the boys taught himself .,the son near the boys taught ***mask*** .,0.002483593396103336
144,25,simple,local,c-command,1,a,none,none,boy,son,killed,himself,The boy near the son killed himself . <eos>,The boy near the son killed himself .,the boy near the son killed ***mask*** .,0.0003783557297984235
145,25,simple,local,c-command,1,b,none,none,son,boy,killed,himself,The son near the boy killed himself . <eos>,The son near the boy killed himself .,the son near the boy killed ***mask*** .,0.0003826508463701746
146,25,simple,local,no-c-command,0,a,head,number,boys,son,killed,himself,The boys near the son killed himself . <eos>,The boys near the son killed himself .,the boys near the son killed ***mask*** .,0.0012589103715078059
147,25,simple,local,no-c-command,0,b,head,number,sons,boy,killed,himself,The sons near the boy killed himself . <eos>,The sons near the boy killed himself .,the sons near the boy killed ***mask*** .,0.003890873811474481
148,25,simple,local,c-command,1,a,distractor,number,boy,sons,killed,himself,The boy near the sons killed himself . <eos>,The boy near the sons killed himself .,the boy near the sons killed ***mask*** .,0.0008232731744463652
149,25,simple,local,c-command,1,b,distractor,number,son,boys,killed,himself,The son near the boys killed himself . <eos>,The son near the boys killed himself .,the son near the boys killed ***mask*** .,9.153914768513908e-05
150,26,simple,local,c-command,1,a,none,none,boy,son,called,himself,The boy near the son called himself . <eos>,The boy near the son called himself .,the boy near the son called ***mask*** .,0.06543658323346012
151,26,simple,local,c-command,1,b,none,none,son,boy,called,himself,The son near the boy called himself . <eos>,The son near the boy called himself .,the son near the boy called ***mask*** .,0.05030978977359951
152,26,simple,local,no-c-command,0,a,head,number,boys,son,called,himself,The boys near the son called himself . <eos>,The boys near the son called himself .,the boys near the son called ***mask*** .,0.23308516664901313
153,26,simple,local,no-c-command,0,b,head,number,sons,boy,called,himself,The sons near the boy called himself . <eos>,The sons near the boy called himself .,the sons near the boy called ***mask*** .,0.10671282627889653
154,26,simple,local,c-command,1,a,distractor,number,boy,sons,called,himself,The boy near the sons called himself . <eos>,The boy near the sons called himself .,the boy near the sons called ***mask*** .,0.04434995667997291
