item,rc_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
10,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had enjoyed,himself,The maid who telephoned the surgeon had enjoyed himself . <eos>,The maid who telephoned the surgeon had enjoyed himself .
10,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had enjoyed,himself,The maid who telephoned the sergeant had enjoyed himself . <eos>,The maid who telephoned the sergeant had enjoyed himself .
10,telephoned,embed,local,1,a,rc_subj,gender,surgeon,maid,had enjoyed,himself,The surgeon who telephoned the maid had enjoyed himself . <eos>,The surgeon who telephoned the maid had enjoyed himself .
10,telephoned,embed,local,1,b,rc_subj,gender,sergeant,maid,had enjoyed,himself,The sergeant who telephoned the maid had enjoyed himself . <eos>,The sergeant who telephoned the maid had enjoyed himself .
11,telephoned,embed,local,1,a,none,none,surgeon,sergeant,had prepared,himself,The surgeon who telephoned the sergeant had prepared himself . <eos>,The surgeon who telephoned the sergeant had prepared himself .
11,telephoned,embed,local,1,b,none,none,sergeant,surgeon,had prepared,himself,The sergeant who telephoned the surgeon had prepared himself . <eos>,The sergeant who telephoned the surgeon had prepared himself .
11,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had prepared,himself,The maid who telephoned the surgeon had prepared himself . <eos>,The maid who telephoned the surgeon had prepared himself .
11,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had prepared,himself,The maid who telephoned the sergeant had prepared himself . <eos>,The maid who telephoned the sergeant had prepared himself .
11,telephoned,embed,local,1,a,rc_subj,gender,surgeon,maid,had prepared,himself,The surgeon who telephoned the maid had prepared himself . <eos>,The surgeon who telephoned the maid had prepared himself .
11,telephoned,embed,local,1,b,rc_subj,gender,sergeant,maid,had prepared,himself,The sergeant who telephoned the maid had prepared himself . <eos>,The sergeant who telephoned the maid had prepared himself .
12,telephoned,embed,local,1,a,none,none,surgeon,sergeant,had shouted,himself,The surgeon who telephoned the sergeant had shouted himself . <eos>,The surgeon who telephoned the sergeant had shouted himself .
12,telephoned,embed,local,1,b,none,none,sergeant,surgeon,had shouted,himself,The sergeant who telephoned the surgeon had shouted himself . <eos>,The sergeant who telephoned the surgeon had shouted himself .
12,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had shouted,himself,The maid who telephoned the surgeon had shouted himself . <eos>,The maid who telephoned the surgeon had shouted himself .
12,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had shouted,himself,The maid who telephoned the sergeant had shouted himself . <eos>,The maid who telephoned the sergeant had shouted himself .
12,telephoned,embed,local,1,a,rc_subj,gender,surgeon,maid,had shouted,himself,The surgeon who telephoned the maid had shouted himself . <eos>,The surgeon who telephoned the maid had shouted himself .
12,telephoned,embed,local,1,b,rc_subj,gender,sergeant,maid,had shouted,himself,The sergeant who telephoned the maid had shouted himself . <eos>,The sergeant who telephoned the maid had shouted himself .
13,telephoned,embed,local,1,a,none,none,surgeon,sergeant,had washed,himself,The surgeon who telephoned the sergeant had washed himself . <eos>,The surgeon who telephoned the sergeant had washed himself .
13,telephoned,embed,local,1,b,none,none,sergeant,surgeon,had washed,himself,The sergeant who telephoned the surgeon had washed himself . <eos>,The sergeant who telephoned the surgeon had washed himself .
13,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had washed,himself,The maid who telephoned the surgeon had washed himself . <eos>,The maid who telephoned the surgeon had washed himself .
13,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had washed,himself,The maid who telephoned the sergeant had washed himself . <eos>,The maid who telephoned the sergeant had washed himself .
13,telephoned,embed,local,1,a,rc_subj,gender,surgeon,maid,had washed,himself,The surgeon who telephoned the maid had washed himself . <eos>,The surgeon who telephoned the maid had washed himself .
13,telephoned,embed,local,1,b,rc_subj,gender,sergeant,maid,had washed,himself,The sergeant who telephoned the maid had washed himself . <eos>,The sergeant who telephoned the maid had washed himself .
14,telephoned,embed,local,1,a,none,none,surgeon,sergeant,had asserted,himself,The surgeon who telephoned the sergeant had asserted himself . <eos>,The surgeon who telephoned the sergeant had asserted himself .
14,telephoned,embed,local,1,b,none,none,sergeant,surgeon,had asserted,himself,The sergeant who telephoned the surgeon had asserted himself . <eos>,The sergeant who telephoned the surgeon had asserted himself .
14,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,had asserted,himself,The maid who telephoned the surgeon had asserted himself . <eos>,The maid who telephoned the surgeon had asserted himself .
14,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,had asserted,himself,The maid who telephoned the sergeant had asserted himself . <eos>,The maid who telephoned the sergeant had asserted himself .
14,telephoned,embed,local,1,a,rc_subj,gender,surgeon,maid,had asserted,himself,The surgeon who telephoned the maid had asserted himself . <eos>,The surgeon who telephoned the maid had asserted himself .
14,telephoned,embed,local,1,b,rc_subj,gender,sergeant,maid,had asserted,himself,The sergeant who telephoned the maid had asserted himself . <eos>,The sergeant who telephoned the maid had asserted himself .
15,telephoned,embed,local,1,a,none,none,surgeon,sergeant,kicked,himself,The surgeon who telephoned the sergeant kicked himself . <eos>,The surgeon who telephoned the sergeant kicked himself .
15,telephoned,embed,local,1,b,none,none,sergeant,surgeon,kicked,himself,The sergeant who telephoned the surgeon kicked himself . <eos>,The sergeant who telephoned the surgeon kicked himself .
15,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,surgeon,kicked,himself,The maid who telephoned the surgeon kicked himself . <eos>,The maid who telephoned the surgeon kicked himself .
15,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,sergeant,kicked,himself,The maid who telephoned the sergeant kicked himself . <eos>,The maid who telephoned the sergeant kicked himself .
15,telephoned,embed,local,1,a,rc_subj,gender,surgeon,maid,kicked,himself,The surgeon who telephoned the maid kicked himself . <eos>,The surgeon who telephoned the maid kicked himself .
15,telephoned,embed,local,1,b,rc_subj,gender,sergeant,maid,kicked,himself,The sergeant who telephoned the maid kicked himself . <eos>,The sergeant who telephoned the maid kicked himself .
16,telephoned,embed,local,1,a,none,none,plumber,quarterback,had admired,himself,The plumber who telephoned the quarterback had admired himself . <eos>,The plumber who telephoned the quarterback had admired himself .
16,telephoned,embed,local,1,b,none,none,quarterback,plumber,had admired,himself,The quarterback who telephoned the plumber had admired himself . <eos>,The quarterback who telephoned the plumber had admired himself .
16,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had admired,himself,The maid who telephoned the plumber had admired himself . <eos>,The maid who telephoned the plumber had admired himself .
16,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had admired,himself,The maid who telephoned the quarterback had admired himself . <eos>,The maid who telephoned the quarterback had admired himself .
16,telephoned,embed,local,1,a,rc_subj,gender,plumber,maid,had admired,himself,The plumber who telephoned the maid had admired himself . <eos>,The plumber who telephoned the maid had admired himself .
16,telephoned,embed,local,1,b,rc_subj,gender,quarterback,maid,had admired,himself,The quarterback who telephoned the maid had admired himself . <eos>,The quarterback who telephoned the maid had admired himself .
17,telephoned,embed,local,1,a,none,none,plumber,quarterback,had convinced,himself,The plumber who telephoned the quarterback had convinced himself . <eos>,The plumber who telephoned the quarterback had convinced himself .
17,telephoned,embed,local,1,b,none,none,quarterback,plumber,had convinced,himself,The quarterback who telephoned the plumber had convinced himself . <eos>,The quarterback who telephoned the plumber had convinced himself .
17,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had convinced,himself,The maid who telephoned the plumber had convinced himself . <eos>,The maid who telephoned the plumber had convinced himself .
17,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had convinced,himself,The maid who telephoned the quarterback had convinced himself . <eos>,The maid who telephoned the quarterback had convinced himself .
17,telephoned,embed,local,1,a,rc_subj,gender,plumber,maid,had convinced,himself,The plumber who telephoned the maid had convinced himself . <eos>,The plumber who telephoned the maid had convinced himself .
17,telephoned,embed,local,1,b,rc_subj,gender,quarterback,maid,had convinced,himself,The quarterback who telephoned the maid had convinced himself . <eos>,The quarterback who telephoned the maid had convinced himself .
18,telephoned,embed,local,1,a,none,none,plumber,quarterback,saw,himself,The plumber who telephoned the quarterback saw himself . <eos>,The plumber who telephoned the quarterback saw himself .
18,telephoned,embed,local,1,b,none,none,quarterback,plumber,saw,himself,The quarterback who telephoned the plumber saw himself . <eos>,The quarterback who telephoned the plumber saw himself .
18,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,saw,himself,The maid who telephoned the plumber saw himself . <eos>,The maid who telephoned the plumber saw himself .
18,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,saw,himself,The maid who telephoned the quarterback saw himself . <eos>,The maid who telephoned the quarterback saw himself .
18,telephoned,embed,local,1,a,rc_subj,gender,plumber,maid,saw,himself,The plumber who telephoned the maid saw himself . <eos>,The plumber who telephoned the maid saw himself .
18,telephoned,embed,local,1,b,rc_subj,gender,quarterback,maid,saw,himself,The quarterback who telephoned the maid saw himself . <eos>,The quarterback who telephoned the maid saw himself .
19,telephoned,embed,local,1,a,none,none,plumber,quarterback,had blamed,himself,The plumber who telephoned the quarterback had blamed himself . <eos>,The plumber who telephoned the quarterback had blamed himself .
19,telephoned,embed,local,1,b,none,none,quarterback,plumber,had blamed,himself,The quarterback who telephoned the plumber had blamed himself . <eos>,The quarterback who telephoned the plumber had blamed himself .
19,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had blamed,himself,The maid who telephoned the plumber had blamed himself . <eos>,The maid who telephoned the plumber had blamed himself .
19,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had blamed,himself,The maid who telephoned the quarterback had blamed himself . <eos>,The maid who telephoned the quarterback had blamed himself .
19,telephoned,embed,local,1,a,rc_subj,gender,plumber,maid,had blamed,himself,The plumber who telephoned the maid had blamed himself . <eos>,The plumber who telephoned the maid had blamed himself .
19,telephoned,embed,local,1,b,rc_subj,gender,quarterback,maid,had blamed,himself,The quarterback who telephoned the maid had blamed himself . <eos>,The quarterback who telephoned the maid had blamed himself .
20,telephoned,embed,local,1,a,none,none,plumber,quarterback,had cut,himself,The plumber who telephoned the quarterback had cut himself . <eos>,The plumber who telephoned the quarterback had cut himself .
20,telephoned,embed,local,1,b,none,none,quarterback,plumber,had cut,himself,The quarterback who telephoned the plumber had cut himself . <eos>,The quarterback who telephoned the plumber had cut himself .
20,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had cut,himself,The maid who telephoned the plumber had cut himself . <eos>,The maid who telephoned the plumber had cut himself .
20,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had cut,himself,The maid who telephoned the quarterback had cut himself . <eos>,The maid who telephoned the quarterback had cut himself .
20,telephoned,embed,local,1,a,rc_subj,gender,plumber,maid,had cut,himself,The plumber who telephoned the maid had cut himself . <eos>,The plumber who telephoned the maid had cut himself .
20,telephoned,embed,local,1,b,rc_subj,gender,quarterback,maid,had cut,himself,The quarterback who telephoned the maid had cut himself . <eos>,The quarterback who telephoned the maid had cut himself .
21,telephoned,embed,local,1,a,none,none,plumber,quarterback,had amused,himself,The plumber who telephoned the quarterback had amused himself . <eos>,The plumber who telephoned the quarterback had amused himself .
21,telephoned,embed,local,1,b,none,none,quarterback,plumber,had amused,himself,The quarterback who telephoned the plumber had amused himself . <eos>,The quarterback who telephoned the plumber had amused himself .
21,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had amused,himself,The maid who telephoned the plumber had amused himself . <eos>,The maid who telephoned the plumber had amused himself .
21,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had amused,himself,The maid who telephoned the quarterback had amused himself . <eos>,The maid who telephoned the quarterback had amused himself .
21,telephoned,embed,local,1,a,rc_subj,gender,plumber,maid,had amused,himself,The plumber who telephoned the maid had amused himself . <eos>,The plumber who telephoned the maid had amused himself .
21,telephoned,embed,local,1,b,rc_subj,gender,quarterback,maid,had amused,himself,The quarterback who telephoned the maid had amused himself . <eos>,The quarterback who telephoned the maid had amused himself .
22,telephoned,embed,local,1,a,none,none,plumber,quarterback,had hurt,himself,The plumber who telephoned the quarterback had hurt himself . <eos>,The plumber who telephoned the quarterback had hurt himself .
22,telephoned,embed,local,1,b,none,none,quarterback,plumber,had hurt,himself,The quarterback who telephoned the plumber had hurt himself . <eos>,The quarterback who telephoned the plumber had hurt himself .
22,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had hurt,himself,The maid who telephoned the plumber had hurt himself . <eos>,The maid who telephoned the plumber had hurt himself .
22,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had hurt,himself,The maid who telephoned the quarterback had hurt himself . <eos>,The maid who telephoned the quarterback had hurt himself .
22,telephoned,embed,local,1,a,rc_subj,gender,plumber,maid,had hurt,himself,The plumber who telephoned the maid had hurt himself . <eos>,The plumber who telephoned the maid had hurt himself .
22,telephoned,embed,local,1,b,rc_subj,gender,quarterback,maid,had hurt,himself,The quarterback who telephoned the maid had hurt himself . <eos>,The quarterback who telephoned the maid had hurt himself .
23,telephoned,embed,local,1,a,none,none,plumber,quarterback,had taught,himself,The plumber who telephoned the quarterback had taught himself . <eos>,The plumber who telephoned the quarterback had taught himself .
23,telephoned,embed,local,1,b,none,none,quarterback,plumber,had taught,himself,The quarterback who telephoned the plumber had taught himself . <eos>,The quarterback who telephoned the plumber had taught himself .
23,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had taught,himself,The maid who telephoned the plumber had taught himself . <eos>,The maid who telephoned the plumber had taught himself .
23,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had taught,himself,The maid who telephoned the quarterback had taught himself . <eos>,The maid who telephoned the quarterback had taught himself .
23,telephoned,embed,local,1,a,rc_subj,gender,plumber,maid,had taught,himself,The plumber who telephoned the maid had taught himself . <eos>,The plumber who telephoned the maid had taught himself .
23,telephoned,embed,local,1,b,rc_subj,gender,quarterback,maid,had taught,himself,The quarterback who telephoned the maid had taught himself . <eos>,The quarterback who telephoned the maid had taught himself .
24,telephoned,embed,local,1,a,none,none,plumber,quarterback,had introduced,himself,The plumber who telephoned the quarterback had introduced himself . <eos>,The plumber who telephoned the quarterback had introduced himself .
24,telephoned,embed,local,1,b,none,none,quarterback,plumber,had introduced,himself,The quarterback who telephoned the plumber had introduced himself . <eos>,The quarterback who telephoned the plumber had introduced himself .
24,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had introduced,himself,The maid who telephoned the plumber had introduced himself . <eos>,The maid who telephoned the plumber had introduced himself .
24,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had introduced,himself,The maid who telephoned the quarterback had introduced himself . <eos>,The maid who telephoned the quarterback had introduced himself .
24,telephoned,embed,local,1,a,rc_subj,gender,plumber,maid,had introduced,himself,The plumber who telephoned the maid had introduced himself . <eos>,The plumber who telephoned the maid had introduced himself .
24,telephoned,embed,local,1,b,rc_subj,gender,quarterback,maid,had introduced,himself,The quarterback who telephoned the maid had introduced himself . <eos>,The quarterback who telephoned the maid had introduced himself .
25,telephoned,embed,local,1,a,none,none,plumber,quarterback,had enjoyed,himself,The plumber who telephoned the quarterback had enjoyed himself . <eos>,The plumber who telephoned the quarterback had enjoyed himself .
25,telephoned,embed,local,1,b,none,none,quarterback,plumber,had enjoyed,himself,The quarterback who telephoned the plumber had enjoyed himself . <eos>,The quarterback who telephoned the plumber had enjoyed himself .
25,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had enjoyed,himself,The maid who telephoned the plumber had enjoyed himself . <eos>,The maid who telephoned the plumber had enjoyed himself .
25,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had enjoyed,himself,The maid who telephoned the quarterback had enjoyed himself . <eos>,The maid who telephoned the quarterback had enjoyed himself .
25,telephoned,embed,local,1,a,rc_subj,gender,plumber,maid,had enjoyed,himself,The plumber who telephoned the maid had enjoyed himself . <eos>,The plumber who telephoned the maid had enjoyed himself .
25,telephoned,embed,local,1,b,rc_subj,gender,quarterback,maid,had enjoyed,himself,The quarterback who telephoned the maid had enjoyed himself . <eos>,The quarterback who telephoned the maid had enjoyed himself .
26,telephoned,embed,local,1,a,none,none,plumber,quarterback,had prepared,himself,The plumber who telephoned the quarterback had prepared himself . <eos>,The plumber who telephoned the quarterback had prepared himself .
26,telephoned,embed,local,1,b,none,none,quarterback,plumber,had prepared,himself,The quarterback who telephoned the plumber had prepared himself . <eos>,The quarterback who telephoned the plumber had prepared himself .
26,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had prepared,himself,The maid who telephoned the plumber had prepared himself . <eos>,The maid who telephoned the plumber had prepared himself .
26,telephoned,embed,nonlocal,0,b,matrix_subj,gender,maid,quarterback,had prepared,himself,The maid who telephoned the quarterback had prepared himself . <eos>,The maid who telephoned the quarterback had prepared himself .
26,telephoned,embed,local,1,a,rc_subj,gender,plumber,maid,had prepared,himself,The plumber who telephoned the maid had prepared himself . <eos>,The plumber who telephoned the maid had prepared himself .
26,telephoned,embed,local,1,b,rc_subj,gender,quarterback,maid,had prepared,himself,The quarterback who telephoned the maid had prepared himself . <eos>,The quarterback who telephoned the maid had prepared himself .
27,telephoned,embed,local,1,a,none,none,plumber,quarterback,had shouted,himself,The plumber who telephoned the quarterback had shouted himself . <eos>,The plumber who telephoned the quarterback had shouted himself .
27,telephoned,embed,local,1,b,none,none,quarterback,plumber,had shouted,himself,The quarterback who telephoned the plumber had shouted himself . <eos>,The quarterback who telephoned the plumber had shouted himself .
27,telephoned,embed,nonlocal,0,a,matrix_subj,gender,maid,plumber,had shouted,himself,The maid who telephoned the plumber had shouted himself . <eos>,The maid who telephoned the plumber had shouted himself .
