word sentid sentpos wlen surp entropy
that 9 2 4 5.831064224243164 4.553546905517578
the 9 3 3 2.9086532592773438 6.192134380340576
boy 9 4 3 5.386598587036133 7.674856185913086
liked 9 5 5 6.914521217346191 4.874082565307617
established 9 6 11 12.494485855102539 3.4835402965545654
himself 9 7 7 4.457036972045898 4.874203681945801
. 9 8 1 3.0666065216064453 3.9000351428985596
The 10 0 3 2.306039810180664 3.3416643142700195
boy 10 1 3 8.590314865112305 7.817210674285889
that 10 2 4 6.447863578796387 5.132258415222168
the 10 3 3 4.056417465209961 6.157556533813477
fathers 10 4 7 10.01197624206543 7.667795658111572
liked 10 5 5 7.83145809173584 5.221731185913086
established 10 6 11 12.994203567504883 3.383307456970215
himself 10 7 7 5.200942039489746 4.334291458129883
. 10 8 1 2.6451101303100586 3.4861831665039062
The 11 0 3 2.306039810180664 3.3416643142700195
father 11 1 6 8.697731018066406 7.817210674285889
that 11 2 4 7.384453773498535 3.897420883178711
the 11 3 3 2.923765182495117 6.056509017944336
boys 11 4 4 7.1102447509765625 7.77524471282959
liked 11 5 5 7.728772163391113 4.957338333129883
established 11 6 11 13.125476837158203 3.882666826248169
himself 11 7 7 5.561765670776367 4.989463806152344
. 11 8 1 2.300739288330078 2.730362892150879
The 12 0 3 2.306039810180664 3.3416643142700195
boy 12 1 3 8.590314865112305 7.817210674285889
that 12 2 4 6.447863578796387 5.132258415222168
the 12 3 3 4.056417465209961 6.157556533813477
father 12 4 6 6.085858345031738 7.667795658111572
liked 12 5 5 7.060321807861328 4.841884136199951
devoted 12 6 7 13.012325286865234 3.5062310695648193
himself 12 7 7 4.7854204177856445 2.0472569465637207
. 12 8 1 3.1023683547973633 2.3279852867126465
The 13 0 3 2.306039810180664 3.3416643142700195
father 13 1 6 8.697731018066406 7.817210674285889
that 13 2 4 7.384453773498535 3.897420883178711
the 13 3 3 2.923765182495117 6.056509017944336
boy 13 4 3 5.781079292297363 7.77524471282959
liked 13 5 5 7.204607009887695 4.710789680480957
devoted 13 6 7 14.139354705810547 3.585390329360962
himself 13 7 7 3.9503555297851562 2.867436408996582
. 13 8 1 2.297445297241211 2.0314488410949707
The 14 0 3 2.306039810180664 3.3416643142700195
boys 14 1 4 8.241280555725098 7.817210674285889
that 14 2 4 7.074023246765137 4.65129280090332
the 14 3 3 3.1424474716186523 6.321168422698975
father 14 4 6 6.970024108886719 7.768738269805908
liked 14 5 5 7.650687217712402 4.715847969055176
devoted 14 6 7 13.377584457397461 3.6306374073028564
himself 14 7 7 4.659975051879883 2.528745174407959
. 14 8 1 2.650754928588867 2.1871445178985596
The 15 0 3 2.306039810180664 3.3416643142700195
fathers 15 1 7 12.180408477783203 7.817210674285889
that 15 2 4 5.831064224243164 4.553546905517578
the 15 3 3 2.9086532592773438 6.192134380340576
boy 15 4 3 5.386598587036133 7.674856185913086
liked 15 5 5 6.914521217346191 4.874082565307617
devoted 15 6 7 13.907135963439941 3.4835402965545654
himself 15 7 7 4.569477081298828 2.441178798675537
. 15 8 1 3.6787261962890625 2.429321527481079
The 16 0 3 2.306039810180664 3.3416643142700195
boy 16 1 3 8.590314865112305 7.817210674285889
that 16 2 4 6.447863578796387 5.132258415222168
the 16 3 3 4.056417465209961 6.157556533813477
fathers 16 4 7 10.01197624206543 7.667795658111572
liked 16 5 5 7.83145809173584 5.221731185913086
devoted 16 6 7 13.59149169921875 3.383307456970215
himself 16 7 7 5.401777267456055 2.103410482406616
. 16 8 1 3.2604589462280273 1.9636683464050293
The 17 0 3 2.306039810180664 3.3416643142700195
father 17 1 6 8.697731018066406 7.817210674285889
that 17 2 4 7.384453773498535 3.897420883178711
the 17 3 3 2.923765182495117 6.056509017944336
boys 17 4 4 7.1102447509765625 7.77524471282959
liked 17 5 5 7.728772163391113 4.957338333129883
devoted 17 6 7 14.258965492248535 3.882666826248169
himself 17 7 7 5.1007080078125 3.45723032951355
. 17 8 1 2.8694820404052734 1.6526553630828857
The 18 0 3 2.306039810180664 3.3416643142700195
boy 18 1 3 8.590314865112305 7.817210674285889
that 18 2 4 6.447863578796387 5.132258415222168
the 18 3 3 4.056417465209961 6.157556533813477
father 18 4 6 6.085858345031738 7.667795658111572
liked 18 5 5 7.060321807861328 4.841884136199951
considered 18 6 10 11.540348052978516 3.5062310695648193
himself 18 7 7 5.484292984008789 4.130512237548828
. 18 8 1 3.9289541244506836 3.9745981693267822
The 19 0 3 2.306039810180664 3.3416643142700195
father 19 1 6 8.697731018066406 7.817210674285889
that 19 2 4 7.384453773498535 3.897420883178711
the 19 3 3 2.923765182495117 6.056509017944336
boy 19 4 3 5.781079292297363 7.77524471282959
liked 19 5 5 7.204607009887695 4.710789680480957
considered 19 6 10 12.902422904968262 3.585390329360962
himself 19 7 7 5.50627326965332 4.308157444000244
. 19 8 1 2.387331962585449 4.327751159667969
The 20 0 3 2.306039810180664 3.3416643142700195
boys 20 1 4 8.241280555725098 7.817210674285889
that 20 2 4 7.074023246765137 4.65129280090332
the 20 3 3 3.1424474716186523 6.321168422698975
father 20 4 6 6.970024108886719 7.768738269805908
liked 20 5 5 7.650687217712402 4.715847969055176
considered 20 6 10 11.877771377563477 3.6306374073028564
himself 20 7 7 5.92471981048584 4.353921890258789
. 20 8 1 3.2015161514282227 4.658236026763916
The 21 0 3 2.306039810180664 3.3416643142700195
fathers 21 1 7 12.180408477783203 7.817210674285889
that 21 2 4 5.831064224243164 4.553546905517578
the 21 3 3 2.9086532592773438 6.192134380340576
boy 21 4 3 5.386598587036133 7.674856185913086
liked 21 5 5 6.914521217346191 4.874082565307617
considered 21 6 10 12.25072956085205 3.4835402965545654
himself 21 7 7 5.845059394836426 4.484620094299316
. 21 8 1 4.157936096191406 4.701881408691406
The 22 0 3 2.306039810180664 3.3416643142700195
boy 22 1 3 8.590314865112305 7.817210674285889
that 22 2 4 6.447863578796387 5.132258415222168
the 22 3 3 4.056417465209961 6.157556533813477
fathers 22 4 7 10.01197624206543 7.667795658111572
liked 22 5 5 7.83145809173584 5.221731185913086
considered 22 6 10 11.623995780944824 3.383307456970215
himself 22 7 7 6.3130598068237305 4.221724510192871
. 22 8 1 3.979496955871582 3.9602346420288086
The 23 0 3 2.306039810180664 3.3416643142700195
father 23 1 6 8.697731018066406 7.817210674285889
that 23 2 4 7.384453773498535 3.897420883178711
the 23 3 3 2.923765182495117 6.056509017944336
boys 23 4 4 7.1102447509765625 7.77524471282959
liked 23 5 5 7.728772163391113 4.957338333129883
considered 23 6 10 12.970495223999023 3.882666826248169
himself 23 7 7 6.6738739013671875 4.9638824462890625
. 23 8 1 2.8502197265625 4.381709098815918
The 24 0 3 2.306039810180664 3.3416643142700195
boy 24 1 3 8.590314865112305 7.817210674285889
that 24 2 4 6.447863578796387 5.132258415222168
the 24 3 3 4.056417465209961 6.157556533813477
father 24 4 6 6.085858345031738 7.667795658111572
liked 24 5 5 7.060321807861328 4.841884136199951
identified 24 6 10 12.742918014526367 3.5062310695648193
himself 24 7 7 5.857665061950684 3.385551929473877
. 24 8 1 3.098764419555664 3.2081077098846436
The 25 0 3 2.306039810180664 3.3416643142700195
father 25 1 6 8.697731018066406 7.817210674285889
that 25 2 4 7.384453773498535 3.897420883178711
the 25 3 3 2.923765182495117 6.056509017944336
boy 25 4 3 5.781079292297363 7.77524471282959
liked 25 5 5 7.204607009887695 4.710789680480957
identified 25 6 10 14.031773567199707 3.585390329360962
himself 25 7 7 5.083425521850586 3.8566274642944336
. 25 8 1 2.060335159301758 2.860581874847412
The 26 0 3 2.306039810180664 3.3416643142700195
boys 26 1 4 8.241280555725098 7.817210674285889
that 26 2 4 7.074023246765137 4.65129280090332
the 26 3 3 3.1424474716186523 6.321168422698975
father 26 4 6 6.970024108886719 7.768738269805908
liked 26 5 5 7.650687217712402 4.715847969055176
identified 26 6 10 13.191896438598633 3.6306374073028564
himself 26 7 7 5.933321952819824 4.129752159118652
. 26 8 1 2.5749759674072266 3.327200412750244
The 27 0 3 2.306039810180664 3.3416643142700195
fathers 27 1 7 12.180408477783203 7.817210674285889
that 27 2 4 5.831064224243164 4.553546905517578
the 27 3 3 2.9086532592773438 6.192134380340576
boy 27 4 3 5.386598587036133 7.674856185913086
liked 27 5 5 6.914521217346191 4.874082565307617
identified 27 6 10 13.613247871398926 3.4835402965545654
himself 27 7 7 5.882471084594727 4.112006187438965
. 27 8 1 3.2817440032958984 3.3630318641662598
The 28 0 3 2.306039810180664 3.3416643142700195
boy 28 1 3 8.590314865112305 7.817210674285889
that 28 2 4 6.447863578796387 5.132258415222168
the 28 3 3 4.056417465209961 6.157556533813477
fathers 28 4 7 10.01197624206543 7.667795658111572
liked 28 5 5 7.83145809173584 5.221731185913086
identified 28 6 10 13.019365310668945 3.383307456970215
himself 28 7 7 7.192293167114258 2.747654676437378
. 28 8 1 3.1330909729003906 3.02664852142334
The 29 0 3 2.306039810180664 3.3416643142700195
father 29 1 6 8.697731018066406 7.817210674285889
that 29 2 4 7.384453773498535 3.897420883178711
the 29 3 3 2.923765182495117 6.056509017944336
boys 29 4 4 7.1102447509765625 7.77524471282959
liked 29 5 5 7.728772163391113 4.957338333129883
identified 29 6 10 14.319770812988281 3.882666826248169
himself 29 7 7 5.865251541137695 4.374493598937988
. 29 8 1 2.7499561309814453 1.8072431087493896
The 30 0 3 2.306039810180664 3.3416643142700195
boy 30 1 3 8.590314865112305 7.817210674285889
that 30 2 4 6.447863578796387 5.132258415222168
the 30 3 3 4.056417465209961 6.157556533813477
father 30 4 6 6.085858345031738 7.667795658111572
liked 30 5 5 7.060321807861328 4.841884136199951
made 30 6 4 9.319923400878906 3.5062310695648193
himself 30 7 7 6.0071868896484375 4.547280311584473
. 30 8 1 2.9660558700561523 5.193563461303711
The 31 0 3 2.306039810180664 3.3416643142700195
father 31 1 6 8.697731018066406 7.817210674285889
that 31 2 4 7.384453773498535 3.897420883178711
the 31 3 3 2.923765182495117 6.056509017944336
boy 31 4 3 5.781079292297363 7.77524471282959
liked 31 5 5 7.204607009887695 4.710789680480957
made 31 6 4 10.25340461730957 3.585390329360962
himself 31 7 7 6.034365653991699 4.679064750671387
. 31 8 1 2.8814735412597656 5.445167541503906
The 32 0 3 2.306039810180664 3.3416643142700195
boys 32 1 4 8.241280555725098 7.817210674285889
that 32 2 4 7.074023246765137 4.65129280090332
the 32 3 3 3.1424474716186523 6.321168422698975
father 32 4 6 6.970024108886719 7.768738269805908
liked 32 5 5 7.650687217712402 4.715847969055176
made 32 6 4 9.653429985046387 3.6306374073028564
himself 32 7 7 6.2826948165893555 4.783045768737793
. 32 8 1 3.1249313354492188 5.711827278137207
The 33 0 3 2.306039810180664 3.3416643142700195
fathers 33 1 7 12.180408477783203 7.817210674285889
that 33 2 4 5.831064224243164 4.553546905517578
the 33 3 3 2.9086532592773438 6.192134380340576
boy 33 4 3 5.386598587036133 7.674856185913086
liked 33 5 5 6.914521217346191 4.874082565307617
made 33 6 4 9.631656646728516 3.4835402965545654
himself 33 7 7 6.333473205566406 4.916614532470703
. 33 8 1 3.95843505859375 5.905849456787109
The 34 0 3 2.306039810180664 3.3416643142700195
boy 34 1 3 8.590314865112305 7.817210674285889
that 34 2 4 6.447863578796387 5.132258415222168
the 34 3 3 4.056417465209961 6.157556533813477
fathers 34 4 7 10.01197624206543 7.667795658111572
liked 34 5 5 7.83145809173584 5.221731185913086
made 34 6 4 9.51429557800293 3.383307456970215
himself 34 7 7 7.31551456451416 4.587644577026367
. 34 8 1 3.2554244995117188 5.303930282592773
The 35 0 3 2.306039810180664 3.3416643142700195
father 35 1 6 8.697731018066406 7.817210674285889
that 35 2 4 7.384453773498535 3.897420883178711
the 35 3 3 2.923765182495117 6.056509017944336
boys 35 4 4 7.1102447509765625 7.77524471282959
liked 35 5 5 7.728772163391113 4.957338333129883
made 35 6 4 11.136209487915039 3.882666826248169
himself 35 7 7 7.712364196777344 4.855832099914551
. 35 8 1 3.7250900268554688 5.655832290649414
The 36 0 3 2.306039810180664 3.3416643142700195
boy 36 1 3 8.590314865112305 7.817210674285889
that 36 2 4 6.447863578796387 5.132258415222168
the 36 3 3 4.056417465209961 6.157556533813477
father 36 4 6 6.085858345031738 7.667795658111572
liked 36 5 5 7.060321807861328 4.841884136199951
found 36 6 5 9.30405330657959 3.5062310695648193
himself 36 7 7 4.328808784484863 4.266755104064941
. 36 8 1 3.907010078430176 4.321404933929443
The 37 0 3 2.306039810180664 3.3416643142700195
father 37 1 6 8.697731018066406 7.817210674285889
that 37 2 4 7.384453773498535 3.897420883178711
the 37 3 3 2.923765182495117 6.056509017944336
boy 37 4 3 5.781079292297363 7.77524471282959
liked 37 5 5 7.204607009887695 4.710789680480957
found 37 6 5 10.176725387573242 3.585390329360962
himself 37 7 7 4.025429725646973 4.425296306610107
. 37 8 1 2.5846662521362305 4.734629154205322
The 38 0 3 2.306039810180664 3.3416643142700195
boys 38 1 4 8.241280555725098 7.817210674285889
that 38 2 4 7.074023246765137 4.65129280090332
the 38 3 3 3.1424474716186523 6.321168422698975
father 38 4 6 6.970024108886719 7.768738269805908
liked 38 5 5 7.650687217712402 4.715847969055176
found 38 6 5 9.72946834564209 3.6306374073028564
himself 38 7 7 4.594849586486816 4.552285194396973
. 38 8 1 3.0653629302978516 5.005420684814453
The 39 0 3 2.306039810180664 3.3416643142700195
fathers 39 1 7 12.180408477783203 7.817210674285889
that 39 2 4 5.831064224243164 4.553546905517578
the 39 3 3 2.9086532592773438 6.192134380340576
boy 39 4 3 5.386598587036133 7.674856185913086
liked 39 5 5 6.914521217346191 4.874082565307617
found 39 6 5 9.797578811645508 3.4835402965545654
himself 39 7 7 4.639569282531738 4.6347880363464355
. 39 8 1 4.025058746337891 4.6828789710998535
The 40 0 3 2.306039810180664 3.3416643142700195
boy 40 1 3 8.590314865112305 7.817210674285889
that 40 2 4 6.447863578796387 5.132258415222168
the 40 3 3 4.056417465209961 6.157556533813477
fathers 40 4 7 10.01197624206543 7.667795658111572
liked 40 5 5 7.83145809173584 5.221731185913086
found 40 6 5 8.746955871582031 3.383307456970215
himself 40 7 7 5.1588897705078125 4.158333778381348
. 40 8 1 3.631093978881836 4.278481483459473
The 41 0 3 2.306039810180664 3.3416643142700195
father 41 1 6 8.697731018066406 7.817210674285889
that 41 2 4 7.384453773498535 3.897420883178711
the 41 3 3 2.923765182495117 6.056509017944336
boys 41 4 4 7.1102447509765625 7.77524471282959
liked 41 5 5 7.728772163391113 4.957338333129883
found 41 6 5 10.69294548034668 3.882666826248169
himself 41 7 7 5.26705265045166 4.714912414550781
. 41 8 1 2.5633716583251953 5.197545051574707
The 42 0 3 2.306039810180664 3.3416643142700195
boy 42 1 3 8.590314865112305 7.817210674285889
that 42 2 4 6.447863578796387 5.132258415222168
the 42 3 3 4.056417465209961 6.157556533813477
father 42 4 6 6.085858345031738 7.667795658111572
liked 42 5 5 7.060321807861328 4.841884136199951
distinguished 42 6 13 14.901643753051758 3.5062310695648193
himself 42 7 7 3.1275672912597656 4.051082134246826
. 42 8 1 2.238008499145508 3.100066661834717
The 43 0 3 2.306039810180664 3.3416643142700195
father 43 1 6 8.697731018066406 7.817210674285889
that 43 2 4 7.384453773498535 3.897420883178711
the 43 3 3 2.923765182495117 6.056509017944336
boy 43 4 3 5.781079292297363 7.77524471282959
liked 43 5 5 7.204607009887695 4.710789680480957
distinguished 43 6 13 15.787101745605469 3.585390329360962
himself 43 7 7 2.933591842651367 4.908302307128906
. 43 8 1 1.851949691772461 2.9959826469421387
The 44 0 3 2.306039810180664 3.3416643142700195
boys 44 1 4 8.241280555725098 7.817210674285889
that 44 2 4 7.074023246765137 4.65129280090332
the 44 3 3 3.1424474716186523 6.321168422698975
father 44 4 6 6.970024108886719 7.768738269805908
liked 44 5 5 7.650687217712402 4.715847969055176
distinguished 44 6 13 14.781426429748535 3.6306374073028564
himself 44 7 7 3.425175666809082 4.635089874267578
. 44 8 1 2.095518112182617 3.0488269329071045
The 45 0 3 2.306039810180664 3.3416643142700195
fathers 45 1 7 12.180408477783203 7.817210674285889
that 45 2 4 5.831064224243164 4.553546905517578
the 45 3 3 2.9086532592773438 6.192134380340576
boy 45 4 3 5.386598587036133 7.674856185913086
liked 45 5 5 6.914521217346191 4.874082565307617
distinguished 45 6 13 15.310677528381348 3.4835402965545654
himself 45 7 7 3.1630992889404297 4.929221153259277
. 45 8 1 2.401611328125 3.2594990730285645
The 46 0 3 2.306039810180664 3.3416643142700195
boy 46 1 3 8.590314865112305 7.817210674285889
that 46 2 4 6.447863578796387 5.132258415222168
the 46 3 3 4.056417465209961 6.157556533813477
fathers 46 4 7 10.01197624206543 7.667795658111572
liked 46 5 5 7.83145809173584 5.221731185913086
distinguished 46 6 13 14.697863578796387 3.383307456970215
himself 46 7 7 3.825145721435547 4.397126197814941
. 46 8 1 2.132640838623047 2.9687581062316895
The 47 0 3 2.306039810180664 3.3416643142700195
father 47 1 6 8.697731018066406 7.817210674285889
that 47 2 4 7.384453773498535 3.897420883178711
the 47 3 3 2.923765182495117 6.056509017944336
boys 47 4 4 7.1102447509765625 7.77524471282959
liked 47 5 5 7.728772163391113 4.957338333129883
distinguished 47 6 13 15.042600631713867 3.882666826248169
himself 47 7 7 4.671877861022949 5.82390832901001
. 47 8 1 2.375743865966797 2.9285356998443604
The 48 0 3 2.306039810180664 3.3416643142700195
boy 48 1 3 8.590314865112305 7.817210674285889
that 48 2 4 6.447863578796387 5.132258415222168
the 48 3 3 4.056417465209961 6.157556533813477
father 48 4 6 6.085858345031738 7.667795658111572
liked 48 5 5 7.060321807861328 4.841884136199951
taught 48 6 6 11.404094696044922 3.5062310695648193
himself 48 7 7 5.6634368896484375 4.018352508544922
. 48 8 1 2.7304344177246094 3.5326895713806152
The 49 0 3 2.306039810180664 3.3416643142700195
father 49 1 6 8.697731018066406 7.817210674285889
that 49 2 4 7.384453773498535 3.897420883178711
the 49 3 3 2.923765182495117 6.056509017944336
boy 49 4 3 5.781079292297363 7.77524471282959
liked 49 5 5 7.204607009887695 4.710789680480957
taught 49 6 6 12.817251205444336 3.585390329360962
himself 49 7 7 5.047994613647461 4.142847537994385
. 49 8 1 2.049772262573242 3.524780750274658
The 50 0 3 2.306039810180664 3.3416643142700195
boys 50 1 4 8.241280555725098 7.817210674285889
that 50 2 4 7.074023246765137 4.65129280090332
the 50 3 3 3.1424474716186523 6.321168422698975
father 50 4 6 6.970024108886719 7.768738269805908
liked 50 5 5 7.650687217712402 4.715847969055176
taught 50 6 6 11.441261291503906 3.6306374073028564
himself 50 7 7 5.452363014221191 4.245189666748047
. 50 8 1 2.222362518310547 3.942953586578369
The 51 0 3 2.306039810180664 3.3416643142700195
fathers 51 1 7 12.180408477783203 7.817210674285889
that 51 2 4 5.831064224243164 4.553546905517578
the 51 3 3 2.9086532592773438 6.192134380340576
boy 51 4 3 5.386598587036133 7.674856185913086
liked 51 5 5 6.914521217346191 4.874082565307617
taught 51 6 6 12.028162002563477 3.4835402965545654
himself 51 7 7 5.637462615966797 4.494925498962402
. 51 8 1 2.731268882751465 4.034307956695557
The 52 0 3 2.306039810180664 3.3416643142700195
boy 52 1 3 8.590314865112305 7.817210674285889
that 52 2 4 6.447863578796387 5.132258415222168
the 52 3 3 4.056417465209961 6.157556533813477
fathers 52 4 7 10.01197624206543 7.667795658111572
liked 52 5 5 7.83145809173584 5.221731185913086
taught 52 6 6 11.419710159301758 3.383307456970215
himself 52 7 7 5.947105407714844 4.17691707611084
. 52 8 1 2.6245880126953125 3.6187548637390137
The 53 0 3 2.306039810180664 3.3416643142700195
father 53 1 6 8.697731018066406 7.817210674285889
that 53 2 4 7.384453773498535 3.897420883178711
the 53 3 3 2.923765182495117 6.056509017944336
boys 53 4 4 7.1102447509765625 7.77524471282959
liked 53 5 5 7.728772163391113 4.957338333129883
taught 53 6 6 12.925795555114746 3.882666826248169
himself 53 7 7 5.681393623352051 4.729342937469482
. 53 8 1 2.260125160217285 3.7052388191223145
The 54 0 3 2.306039810180664 3.3416643142700195
boy 54 1 3 8.590314865112305 7.817210674285889
that 54 2 4 6.447863578796387 5.132258415222168
the 54 3 3 4.056417465209961 6.157556533813477
father 54 4 6 6.085858345031738 7.667795658111572
liked 54 5 5 7.060321807861328 4.841884136199951
killed 54 6 6 11.306647300720215 3.5062310695648193
himself 54 7 7 6.007245063781738 3.7656211853027344
. 54 8 1 2.560455322265625 3.0532314777374268
The 55 0 3 2.306039810180664 3.3416643142700195
father 55 1 6 8.697731018066406 7.817210674285889
that 55 2 4 7.384453773498535 3.897420883178711
the 55 3 3 2.923765182495117 6.056509017944336
boy 55 4 3 5.781079292297363 7.77524471282959
liked 55 5 5 7.204607009887695 4.710789680480957
killed 55 6 6 11.753368377685547 3.585390329360962
himself 55 7 7 4.997392654418945 4.065325736999512
. 55 8 1 1.3047370910644531 2.6245875358581543
The 56 0 3 2.306039810180664 3.3416643142700195
boys 56 1 4 8.241280555725098 7.817210674285889
that 56 2 4 7.074023246765137 4.65129280090332
the 56 3 3 3.1424474716186523 6.321168422698975
father 56 4 6 6.970024108886719 7.768738269805908
liked 56 5 5 7.650687217712402 4.715847969055176
killed 56 6 6 11.63106632232666 3.6306374073028564
himself 56 7 7 6.089206695556641 4.154379844665527
. 56 8 1 2.1260910034179688 3.1492257118225098
The 57 0 3 2.306039810180664 3.3416643142700195
fathers 57 1 7 12.180408477783203 7.817210674285889
that 57 2 4 5.831064224243164 4.553546905517578
the 57 3 3 2.9086532592773438 6.192134380340576
boy 57 4 3 5.386598587036133 7.674856185913086
liked 57 5 5 6.914521217346191 4.874082565307617
killed 57 6 6 11.694990158081055 3.4835402965545654
himself 57 7 7 5.846958160400391 4.380656719207764
. 57 8 1 2.622190475463867 3.43365216255188
The 58 0 3 2.306039810180664 3.3416643142700195
boy 58 1 3 8.590314865112305 7.817210674285889
that 58 2 4 6.447863578796387 5.132258415222168
the 58 3 3 4.056417465209961 6.157556533813477
fathers 58 4 7 10.01197624206543 7.667795658111572
liked 58 5 5 7.83145809173584 5.221731185913086
killed 58 6 6 11.752663612365723 3.383307456970215
himself 58 7 7 7.794943809509277 3.440518856048584
. 58 8 1 2.408313751220703 3.0854897499084473
The 59 0 3 2.306039810180664 3.3416643142700195
father 59 1 6 8.697731018066406 7.817210674285889
that 59 2 4 7.384453773498535 3.897420883178711
the 59 3 3 2.923765182495117 6.056509017944336
boys 59 4 4 7.1102447509765625 7.77524471282959
liked 59 5 5 7.728772163391113 4.957338333129883
killed 59 6 6 12.493675231933594 3.882666826248169
himself 59 7 7 6.644954681396484 4.517059803009033
. 59 8 1 1.1977291107177734 2.7067253589630127
The 60 0 3 2.306039810180664 3.3416643142700195
boy 60 1 3 8.590314865112305 7.817210674285889
that 60 2 4 6.447863578796387 5.132258415222168
the 60 3 3 4.056417465209961 6.157556533813477
father 60 4 6 6.085858345031738 7.667795658111572
liked 60 5 5 7.060321807861328 4.841884136199951
called 60 6 6 9.109456062316895 3.5062310695648193
himself 60 7 7 5.72331428527832 4.114422798156738
. 60 8 1 3.6330833435058594 4.02629280090332
The 61 0 3 2.306039810180664 3.3416643142700195
father 61 1 6 8.697731018066406 7.817210674285889
that 61 2 4 7.384453773498535 3.897420883178711
the 61 3 3 2.923765182495117 6.056509017944336
boy 61 4 3 5.781079292297363 7.77524471282959
liked 61 5 5 7.204607009887695 4.710789680480957
called 61 6 6 10.843681335449219 3.585390329360962
himself 61 7 7 5.6554460525512695 3.9343314170837402
. 61 8 1 2.9620656967163086 4.161937236785889
The 62 0 3 2.306039810180664 3.3416643142700195
boys 62 1 4 8.241280555725098 7.817210674285889
that 62 2 4 7.074023246765137 4.65129280090332
