item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
3,embed,nonlocal,0,b,local_subj,gender,cheerleader,mechanic,saw,herself,The cheerleader said that the mechanic saw herself . <eos>,The cheerleader said that the mechanic saw herself .
4,embed,local,1,a,none,none,hygenist,cheerleader,had blamed,herself,The hygenist said that the cheerleader had blamed herself . <eos>,The hygenist said that the cheerleader had blamed herself .
4,embed,local,1,b,none,none,cheerleader,hygenist,had blamed,herself,The cheerleader said that the hygenist had blamed herself . <eos>,The cheerleader said that the hygenist had blamed herself .
4,embed,local,1,a,nonlocal_subj,gender,mechanic,hygenist,had blamed,herself,The mechanic said that the hygenist had blamed herself . <eos>,The mechanic said that the hygenist had blamed herself .
4,embed,local,1,b,nonlocal_subj,gender,mechanic,cheerleader,had blamed,herself,The mechanic said that the cheerleader had blamed herself . <eos>,The mechanic said that the cheerleader had blamed herself .
4,embed,nonlocal,0,a,local_subj,gender,hygenist,mechanic,had blamed,herself,The hygenist said that the mechanic had blamed herself . <eos>,The hygenist said that the mechanic had blamed herself .
4,embed,nonlocal,0,b,local_subj,gender,cheerleader,mechanic,had blamed,herself,The cheerleader said that the mechanic had blamed herself . <eos>,The cheerleader said that the mechanic had blamed herself .
5,embed,local,1,a,none,none,hygenist,cheerleader,had cut,herself,The hygenist said that the cheerleader had cut herself . <eos>,The hygenist said that the cheerleader had cut herself .
5,embed,local,1,b,none,none,cheerleader,hygenist,had cut,herself,The cheerleader said that the hygenist had cut herself . <eos>,The cheerleader said that the hygenist had cut herself .
5,embed,local,1,a,nonlocal_subj,gender,mechanic,hygenist,had cut,herself,The mechanic said that the hygenist had cut herself . <eos>,The mechanic said that the hygenist had cut herself .
5,embed,local,1,b,nonlocal_subj,gender,mechanic,cheerleader,had cut,herself,The mechanic said that the cheerleader had cut herself . <eos>,The mechanic said that the cheerleader had cut herself .
5,embed,nonlocal,0,a,local_subj,gender,hygenist,mechanic,had cut,herself,The hygenist said that the mechanic had cut herself . <eos>,The hygenist said that the mechanic had cut herself .
5,embed,nonlocal,0,b,local_subj,gender,cheerleader,mechanic,had cut,herself,The cheerleader said that the mechanic had cut herself . <eos>,The cheerleader said that the mechanic had cut herself .
6,embed,local,1,a,none,none,hygenist,cheerleader,had amused,herself,The hygenist said that the cheerleader had amused herself . <eos>,The hygenist said that the cheerleader had amused herself .
6,embed,local,1,b,none,none,cheerleader,hygenist,had amused,herself,The cheerleader said that the hygenist had amused herself . <eos>,The cheerleader said that the hygenist had amused herself .
6,embed,local,1,a,nonlocal_subj,gender,mechanic,hygenist,had amused,herself,The mechanic said that the hygenist had amused herself . <eos>,The mechanic said that the hygenist had amused herself .
6,embed,local,1,b,nonlocal_subj,gender,mechanic,cheerleader,had amused,herself,The mechanic said that the cheerleader had amused herself . <eos>,The mechanic said that the cheerleader had amused herself .
6,embed,nonlocal,0,a,local_subj,gender,hygenist,mechanic,had amused,herself,The hygenist said that the mechanic had amused herself . <eos>,The hygenist said that the mechanic had amused herself .
6,embed,nonlocal,0,b,local_subj,gender,cheerleader,mechanic,had amused,herself,The cheerleader said that the mechanic had amused herself . <eos>,The cheerleader said that the mechanic had amused herself .
7,embed,local,1,a,none,none,hygenist,cheerleader,had hurt,herself,The hygenist said that the cheerleader had hurt herself . <eos>,The hygenist said that the cheerleader had hurt herself .
7,embed,local,1,b,none,none,cheerleader,hygenist,had hurt,herself,The cheerleader said that the hygenist had hurt herself . <eos>,The cheerleader said that the hygenist had hurt herself .
7,embed,local,1,a,nonlocal_subj,gender,mechanic,hygenist,had hurt,herself,The mechanic said that the hygenist had hurt herself . <eos>,The mechanic said that the hygenist had hurt herself .
7,embed,local,1,b,nonlocal_subj,gender,mechanic,cheerleader,had hurt,herself,The mechanic said that the cheerleader had hurt herself . <eos>,The mechanic said that the cheerleader had hurt herself .
7,embed,nonlocal,0,a,local_subj,gender,hygenist,mechanic,had hurt,herself,The hygenist said that the mechanic had hurt herself . <eos>,The hygenist said that the mechanic had hurt herself .
7,embed,nonlocal,0,b,local_subj,gender,cheerleader,mechanic,had hurt,herself,The cheerleader said that the mechanic had hurt herself . <eos>,The cheerleader said that the mechanic had hurt herself .
8,embed,local,1,a,none,none,hygenist,cheerleader,had taught,herself,The hygenist said that the cheerleader had taught herself . <eos>,The hygenist said that the cheerleader had taught herself .
8,embed,local,1,b,none,none,cheerleader,hygenist,had taught,herself,The cheerleader said that the hygenist had taught herself . <eos>,The cheerleader said that the hygenist had taught herself .
8,embed,local,1,a,nonlocal_subj,gender,mechanic,hygenist,had taught,herself,The mechanic said that the hygenist had taught herself . <eos>,The mechanic said that the hygenist had taught herself .
8,embed,local,1,b,nonlocal_subj,gender,mechanic,cheerleader,had taught,herself,The mechanic said that the cheerleader had taught herself . <eos>,The mechanic said that the cheerleader had taught herself .
8,embed,nonlocal,0,a,local_subj,gender,hygenist,mechanic,had taught,herself,The hygenist said that the mechanic had taught herself . <eos>,The hygenist said that the mechanic had taught herself .
8,embed,nonlocal,0,b,local_subj,gender,cheerleader,mechanic,had taught,herself,The cheerleader said that the mechanic had taught herself . <eos>,The cheerleader said that the mechanic had taught herself .
9,embed,local,1,a,none,none,hygenist,cheerleader,had introduced,herself,The hygenist said that the cheerleader had introduced herself . <eos>,The hygenist said that the cheerleader had introduced herself .
9,embed,local,1,b,none,none,cheerleader,hygenist,had introduced,herself,The cheerleader said that the hygenist had introduced herself . <eos>,The cheerleader said that the hygenist had introduced herself .
9,embed,local,1,a,nonlocal_subj,gender,mechanic,hygenist,had introduced,herself,The mechanic said that the hygenist had introduced herself . <eos>,The mechanic said that the hygenist had introduced herself .
9,embed,local,1,b,nonlocal_subj,gender,mechanic,cheerleader,had introduced,herself,The mechanic said that the cheerleader had introduced herself . <eos>,The mechanic said that the cheerleader had introduced herself .
9,embed,nonlocal,0,a,local_subj,gender,hygenist,mechanic,had introduced,herself,The hygenist said that the mechanic had introduced herself . <eos>,The hygenist said that the mechanic had introduced herself .
9,embed,nonlocal,0,b,local_subj,gender,cheerleader,mechanic,had introduced,herself,The cheerleader said that the mechanic had introduced herself . <eos>,The cheerleader said that the mechanic had introduced herself .
10,embed,local,1,a,none,none,hygenist,cheerleader,had enjoyed,herself,The hygenist said that the cheerleader had enjoyed herself . <eos>,The hygenist said that the cheerleader had enjoyed herself .
10,embed,local,1,b,none,none,cheerleader,hygenist,had enjoyed,herself,The cheerleader said that the hygenist had enjoyed herself . <eos>,The cheerleader said that the hygenist had enjoyed herself .
10,embed,local,1,a,nonlocal_subj,gender,mechanic,hygenist,had enjoyed,herself,The mechanic said that the hygenist had enjoyed herself . <eos>,The mechanic said that the hygenist had enjoyed herself .
10,embed,local,1,b,nonlocal_subj,gender,mechanic,cheerleader,had enjoyed,herself,The mechanic said that the cheerleader had enjoyed herself . <eos>,The mechanic said that the cheerleader had enjoyed herself .
10,embed,nonlocal,0,a,local_subj,gender,hygenist,mechanic,had enjoyed,herself,The hygenist said that the mechanic had enjoyed herself . <eos>,The hygenist said that the mechanic had enjoyed herself .
10,embed,nonlocal,0,b,local_subj,gender,cheerleader,mechanic,had enjoyed,herself,The cheerleader said that the mechanic had enjoyed herself . <eos>,The cheerleader said that the mechanic had enjoyed herself .
11,embed,local,1,a,none,none,hygenist,cheerleader,had prepared,herself,The hygenist said that the cheerleader had prepared herself . <eos>,The hygenist said that the cheerleader had prepared herself .
11,embed,local,1,b,none,none,cheerleader,hygenist,had prepared,herself,The cheerleader said that the hygenist had prepared herself . <eos>,The cheerleader said that the hygenist had prepared herself .
11,embed,local,1,a,nonlocal_subj,gender,mechanic,hygenist,had prepared,herself,The mechanic said that the hygenist had prepared herself . <eos>,The mechanic said that the hygenist had prepared herself .
11,embed,local,1,b,nonlocal_subj,gender,mechanic,cheerleader,had prepared,herself,The mechanic said that the cheerleader had prepared herself . <eos>,The mechanic said that the cheerleader had prepared herself .
11,embed,nonlocal,0,a,local_subj,gender,hygenist,mechanic,had prepared,herself,The hygenist said that the mechanic had prepared herself . <eos>,The hygenist said that the mechanic had prepared herself .
11,embed,nonlocal,0,b,local_subj,gender,cheerleader,mechanic,had prepared,herself,The cheerleader said that the mechanic had prepared herself . <eos>,The cheerleader said that the mechanic had prepared herself .
12,embed,local,1,a,none,none,hygenist,cheerleader,had shouted,herself,The hygenist said that the cheerleader had shouted herself . <eos>,The hygenist said that the cheerleader had shouted herself .
12,embed,local,1,b,none,none,cheerleader,hygenist,had shouted,herself,The cheerleader said that the hygenist had shouted herself . <eos>,The cheerleader said that the hygenist had shouted herself .
12,embed,local,1,a,nonlocal_subj,gender,mechanic,hygenist,had shouted,herself,The mechanic said that the hygenist had shouted herself . <eos>,The mechanic said that the hygenist had shouted herself .
12,embed,local,1,b,nonlocal_subj,gender,mechanic,cheerleader,had shouted,herself,The mechanic said that the cheerleader had shouted herself . <eos>,The mechanic said that the cheerleader had shouted herself .
12,embed,nonlocal,0,a,local_subj,gender,hygenist,mechanic,had shouted,herself,The hygenist said that the mechanic had shouted herself . <eos>,The hygenist said that the mechanic had shouted herself .
12,embed,nonlocal,0,b,local_subj,gender,cheerleader,mechanic,had shouted,herself,The cheerleader said that the mechanic had shouted herself . <eos>,The cheerleader said that the mechanic had shouted herself .
13,embed,local,1,a,none,none,hygenist,cheerleader,had washed,herself,The hygenist said that the cheerleader had washed herself . <eos>,The hygenist said that the cheerleader had washed herself .
13,embed,local,1,b,none,none,cheerleader,hygenist,had washed,herself,The cheerleader said that the hygenist had washed herself . <eos>,The cheerleader said that the hygenist had washed herself .
13,embed,local,1,a,nonlocal_subj,gender,mechanic,hygenist,had washed,herself,The mechanic said that the hygenist had washed herself . <eos>,The mechanic said that the hygenist had washed herself .
13,embed,local,1,b,nonlocal_subj,gender,mechanic,cheerleader,had washed,herself,The mechanic said that the cheerleader had washed herself . <eos>,The mechanic said that the cheerleader had washed herself .
13,embed,nonlocal,0,a,local_subj,gender,hygenist,mechanic,had washed,herself,The hygenist said that the mechanic had washed herself . <eos>,The hygenist said that the mechanic had washed herself .
13,embed,nonlocal,0,b,local_subj,gender,cheerleader,mechanic,had washed,herself,The cheerleader said that the mechanic had washed herself . <eos>,The cheerleader said that the mechanic had washed herself .
14,embed,local,1,a,none,none,hygenist,cheerleader,had asserted,herself,The hygenist said that the cheerleader had asserted herself . <eos>,The hygenist said that the cheerleader had asserted herself .
14,embed,local,1,b,none,none,cheerleader,hygenist,had asserted,herself,The cheerleader said that the hygenist had asserted herself . <eos>,The cheerleader said that the hygenist had asserted herself .
14,embed,local,1,a,nonlocal_subj,gender,mechanic,hygenist,had asserted,herself,The mechanic said that the hygenist had asserted herself . <eos>,The mechanic said that the hygenist had asserted herself .
14,embed,local,1,b,nonlocal_subj,gender,mechanic,cheerleader,had asserted,herself,The mechanic said that the cheerleader had asserted herself . <eos>,The mechanic said that the cheerleader had asserted herself .
14,embed,nonlocal,0,a,local_subj,gender,hygenist,mechanic,had asserted,herself,The hygenist said that the mechanic had asserted herself . <eos>,The hygenist said that the mechanic had asserted herself .
14,embed,nonlocal,0,b,local_subj,gender,cheerleader,mechanic,had asserted,herself,The cheerleader said that the mechanic had asserted herself . <eos>,The cheerleader said that the mechanic had asserted herself .
15,embed,local,1,a,none,none,hygenist,cheerleader,kicked,herself,The hygenist said that the cheerleader kicked herself . <eos>,The hygenist said that the cheerleader kicked herself .
15,embed,local,1,b,none,none,cheerleader,hygenist,kicked,herself,The cheerleader said that the hygenist kicked herself . <eos>,The cheerleader said that the hygenist kicked herself .
15,embed,local,1,a,nonlocal_subj,gender,mechanic,hygenist,kicked,herself,The mechanic said that the hygenist kicked herself . <eos>,The mechanic said that the hygenist kicked herself .
15,embed,local,1,b,nonlocal_subj,gender,mechanic,cheerleader,kicked,herself,The mechanic said that the cheerleader kicked herself . <eos>,The mechanic said that the cheerleader kicked herself .
15,embed,nonlocal,0,a,local_subj,gender,hygenist,mechanic,kicked,herself,The hygenist said that the mechanic kicked herself . <eos>,The hygenist said that the mechanic kicked herself .
15,embed,nonlocal,0,b,local_subj,gender,cheerleader,mechanic,kicked,herself,The cheerleader said that the mechanic kicked herself . <eos>,The cheerleader said that the mechanic kicked herself .
16,embed,local,1,a,none,none,receptionist,typist,had admired,herself,The receptionist said that the typist had admired herself . <eos>,The receptionist said that the typist had admired herself .
16,embed,local,1,b,none,none,typist,receptionist,had admired,herself,The typist said that the receptionist had admired herself . <eos>,The typist said that the receptionist had admired herself .
16,embed,local,1,a,nonlocal_subj,gender,mechanics,receptionist,had admired,herself,The mechanics said that the receptionist had admired herself . <eos>,The mechanics said that the receptionist had admired herself .
16,embed,local,1,b,nonlocal_subj,gender,mechanics,typist,had admired,herself,The mechanics said that the typist had admired herself . <eos>,The mechanics said that the typist had admired herself .
16,embed,nonlocal,0,a,local_subj,gender,receptionist,mechanics,had admired,herself,The receptionist said that the mechanics had admired herself . <eos>,The receptionist said that the mechanics had admired herself .
16,embed,nonlocal,0,b,local_subj,gender,typist,mechanics,had admired,herself,The typist said that the mechanics had admired herself . <eos>,The typist said that the mechanics had admired herself .
17,embed,local,1,a,none,none,receptionist,typist,had convinced,herself,The receptionist said that the typist had convinced herself . <eos>,The receptionist said that the typist had convinced herself .
17,embed,local,1,b,none,none,typist,receptionist,had convinced,herself,The typist said that the receptionist had convinced herself . <eos>,The typist said that the receptionist had convinced herself .
17,embed,local,1,a,nonlocal_subj,gender,mechanics,receptionist,had convinced,herself,The mechanics said that the receptionist had convinced herself . <eos>,The mechanics said that the receptionist had convinced herself .
17,embed,local,1,b,nonlocal_subj,gender,mechanics,typist,had convinced,herself,The mechanics said that the typist had convinced herself . <eos>,The mechanics said that the typist had convinced herself .
17,embed,nonlocal,0,a,local_subj,gender,receptionist,mechanics,had convinced,herself,The receptionist said that the mechanics had convinced herself . <eos>,The receptionist said that the mechanics had convinced herself .
17,embed,nonlocal,0,b,local_subj,gender,typist,mechanics,had convinced,herself,The typist said that the mechanics had convinced herself . <eos>,The typist said that the mechanics had convinced herself .
18,embed,local,1,a,none,none,receptionist,typist,saw,herself,The receptionist said that the typist saw herself . <eos>,The receptionist said that the typist saw herself .
18,embed,local,1,b,none,none,typist,receptionist,saw,herself,The typist said that the receptionist saw herself . <eos>,The typist said that the receptionist saw herself .
18,embed,local,1,a,nonlocal_subj,gender,mechanics,receptionist,saw,herself,The mechanics said that the receptionist saw herself . <eos>,The mechanics said that the receptionist saw herself .
18,embed,local,1,b,nonlocal_subj,gender,mechanics,typist,saw,herself,The mechanics said that the typist saw herself . <eos>,The mechanics said that the typist saw herself .
18,embed,nonlocal,0,a,local_subj,gender,receptionist,mechanics,saw,herself,The receptionist said that the mechanics saw herself . <eos>,The receptionist said that the mechanics saw herself .
18,embed,nonlocal,0,b,local_subj,gender,typist,mechanics,saw,herself,The typist said that the mechanics saw herself . <eos>,The typist said that the mechanics saw herself .
19,embed,local,1,a,none,none,receptionist,typist,had blamed,herself,The receptionist said that the typist had blamed herself . <eos>,The receptionist said that the typist had blamed herself .
19,embed,local,1,b,none,none,typist,receptionist,had blamed,herself,The typist said that the receptionist had blamed herself . <eos>,The typist said that the receptionist had blamed herself .
19,embed,local,1,a,nonlocal_subj,gender,mechanics,receptionist,had blamed,herself,The mechanics said that the receptionist had blamed herself . <eos>,The mechanics said that the receptionist had blamed herself .
19,embed,local,1,b,nonlocal_subj,gender,mechanics,typist,had blamed,herself,The mechanics said that the typist had blamed herself . <eos>,The mechanics said that the typist had blamed herself .
19,embed,nonlocal,0,a,local_subj,gender,receptionist,mechanics,had blamed,herself,The receptionist said that the mechanics had blamed herself . <eos>,The receptionist said that the mechanics had blamed herself .
19,embed,nonlocal,0,b,local_subj,gender,typist,mechanics,had blamed,herself,The typist said that the mechanics had blamed herself . <eos>,The typist said that the mechanics had blamed herself .
20,embed,local,1,a,none,none,receptionist,typist,had cut,herself,The receptionist said that the typist had cut herself . <eos>,The receptionist said that the typist had cut herself .
20,embed,local,1,b,none,none,typist,receptionist,had cut,herself,The typist said that the receptionist had cut herself . <eos>,The typist said that the receptionist had cut herself .
20,embed,local,1,a,nonlocal_subj,gender,mechanics,receptionist,had cut,herself,The mechanics said that the receptionist had cut herself . <eos>,The mechanics said that the receptionist had cut herself .
20,embed,local,1,b,nonlocal_subj,gender,mechanics,typist,had cut,herself,The mechanics said that the typist had cut herself . <eos>,The mechanics said that the typist had cut herself .
20,embed,nonlocal,0,a,local_subj,gender,receptionist,mechanics,had cut,herself,The receptionist said that the mechanics had cut herself . <eos>,The receptionist said that the mechanics had cut herself .
20,embed,nonlocal,0,b,local_subj,gender,typist,mechanics,had cut,herself,The typist said that the mechanics had cut herself . <eos>,The typist said that the mechanics had cut herself .
21,embed,local,1,a,none,none,receptionist,typist,had amused,herself,The receptionist said that the typist had amused herself . <eos>,The receptionist said that the typist had amused herself .
21,embed,local,1,b,none,none,typist,receptionist,had amused,herself,The typist said that the receptionist had amused herself . <eos>,The typist said that the receptionist had amused herself .
21,embed,local,1,a,nonlocal_subj,gender,mechanics,receptionist,had amused,herself,The mechanics said that the receptionist had amused herself . <eos>,The mechanics said that the receptionist had amused herself .
21,embed,local,1,b,nonlocal_subj,gender,mechanics,typist,had amused,herself,The mechanics said that the typist had amused herself . <eos>,The mechanics said that the typist had amused herself .
21,embed,nonlocal,0,a,local_subj,gender,receptionist,mechanics,had amused,herself,The receptionist said that the mechanics had amused herself . <eos>,The receptionist said that the mechanics had amused herself .
21,embed,nonlocal,0,b,local_subj,gender,typist,mechanics,had amused,herself,The typist said that the mechanics had amused herself . <eos>,The typist said that the mechanics had amused herself .
22,embed,local,1,a,none,none,receptionist,typist,had hurt,herself,The receptionist said that the typist had hurt herself . <eos>,The receptionist said that the typist had hurt herself .
22,embed,local,1,b,none,none,typist,receptionist,had hurt,herself,The typist said that the receptionist had hurt herself . <eos>,The typist said that the receptionist had hurt herself .
22,embed,local,1,a,nonlocal_subj,gender,mechanics,receptionist,had hurt,herself,The mechanics said that the receptionist had hurt herself . <eos>,The mechanics said that the receptionist had hurt herself .
22,embed,local,1,b,nonlocal_subj,gender,mechanics,typist,had hurt,herself,The mechanics said that the typist had hurt herself . <eos>,The mechanics said that the typist had hurt herself .
22,embed,nonlocal,0,a,local_subj,gender,receptionist,mechanics,had hurt,herself,The receptionist said that the mechanics had hurt herself . <eos>,The receptionist said that the mechanics had hurt herself .
22,embed,nonlocal,0,b,local_subj,gender,typist,mechanics,had hurt,herself,The typist said that the mechanics had hurt herself . <eos>,The typist said that the mechanics had hurt herself .
23,embed,local,1,a,none,none,receptionist,typist,had taught,herself,The receptionist said that the typist had taught herself . <eos>,The receptionist said that the typist had taught herself .
23,embed,local,1,b,none,none,typist,receptionist,had taught,herself,The typist said that the receptionist had taught herself . <eos>,The typist said that the receptionist had taught herself .
23,embed,local,1,a,nonlocal_subj,gender,mechanics,receptionist,had taught,herself,The mechanics said that the receptionist had taught herself . <eos>,The mechanics said that the receptionist had taught herself .
23,embed,local,1,b,nonlocal_subj,gender,mechanics,typist,had taught,herself,The mechanics said that the typist had taught herself . <eos>,The mechanics said that the typist had taught herself .
23,embed,nonlocal,0,a,local_subj,gender,receptionist,mechanics,had taught,herself,The receptionist said that the mechanics had taught herself . <eos>,The receptionist said that the mechanics had taught herself .
23,embed,nonlocal,0,b,local_subj,gender,typist,mechanics,had taught,herself,The typist said that the mechanics had taught herself . <eos>,The typist said that the mechanics had taught herself .
24,embed,local,1,a,none,none,receptionist,typist,had introduced,herself,The receptionist said that the typist had introduced herself . <eos>,The receptionist said that the typist had introduced herself .
24,embed,local,1,b,none,none,typist,receptionist,had introduced,herself,The typist said that the receptionist had introduced herself . <eos>,The typist said that the receptionist had introduced herself .
24,embed,local,1,a,nonlocal_subj,gender,mechanics,receptionist,had introduced,herself,The mechanics said that the receptionist had introduced herself . <eos>,The mechanics said that the receptionist had introduced herself .
24,embed,local,1,b,nonlocal_subj,gender,mechanics,typist,had introduced,herself,The mechanics said that the typist had introduced herself . <eos>,The mechanics said that the typist had introduced herself .
24,embed,nonlocal,0,a,local_subj,gender,receptionist,mechanics,had introduced,herself,The receptionist said that the mechanics had introduced herself . <eos>,The receptionist said that the mechanics had introduced herself .
24,embed,nonlocal,0,b,local_subj,gender,typist,mechanics,had introduced,herself,The typist said that the mechanics had introduced herself . <eos>,The typist said that the mechanics had introduced herself .
25,embed,local,1,a,none,none,receptionist,typist,had enjoyed,herself,The receptionist said that the typist had enjoyed herself . <eos>,The receptionist said that the typist had enjoyed herself .
25,embed,local,1,b,none,none,typist,receptionist,had enjoyed,herself,The typist said that the receptionist had enjoyed herself . <eos>,The typist said that the receptionist had enjoyed herself .
25,embed,local,1,a,nonlocal_subj,gender,mechanics,receptionist,had enjoyed,herself,The mechanics said that the receptionist had enjoyed herself . <eos>,The mechanics said that the receptionist had enjoyed herself .
25,embed,local,1,b,nonlocal_subj,gender,mechanics,typist,had enjoyed,herself,The mechanics said that the typist had enjoyed herself . <eos>,The mechanics said that the typist had enjoyed herself .
25,embed,nonlocal,0,a,local_subj,gender,receptionist,mechanics,had enjoyed,herself,The receptionist said that the mechanics had enjoyed herself . <eos>,The receptionist said that the mechanics had enjoyed herself .
25,embed,nonlocal,0,b,local_subj,gender,typist,mechanics,had enjoyed,herself,The typist said that the mechanics had enjoyed herself . <eos>,The typist said that the mechanics had enjoyed herself .
26,embed,local,1,a,none,none,receptionist,typist,had prepared,herself,The receptionist said that the typist had prepared herself . <eos>,The receptionist said that the typist had prepared herself .
26,embed,local,1,b,none,none,typist,receptionist,had prepared,herself,The typist said that the receptionist had prepared herself . <eos>,The typist said that the receptionist had prepared herself .
26,embed,local,1,a,nonlocal_subj,gender,mechanics,receptionist,had prepared,herself,The mechanics said that the receptionist had prepared herself . <eos>,The mechanics said that the receptionist had prepared herself .
26,embed,local,1,b,nonlocal_subj,gender,mechanics,typist,had prepared,herself,The mechanics said that the typist had prepared herself . <eos>,The mechanics said that the typist had prepared herself .
26,embed,nonlocal,0,a,local_subj,gender,receptionist,mechanics,had prepared,herself,The receptionist said that the mechanics had prepared herself . <eos>,The receptionist said that the mechanics had prepared herself .
26,embed,nonlocal,0,b,local_subj,gender,typist,mechanics,had prepared,herself,The typist said that the mechanics had prepared herself . <eos>,The typist said that the mechanics had prepared herself .
27,embed,local,1,a,none,none,receptionist,typist,had shouted,herself,The receptionist said that the typist had shouted herself . <eos>,The receptionist said that the typist had shouted herself .
27,embed,local,1,b,none,none,typist,receptionist,had shouted,herself,The typist said that the receptionist had shouted herself . <eos>,The typist said that the receptionist had shouted herself .
27,embed,local,1,a,nonlocal_subj,gender,mechanics,receptionist,had shouted,herself,The mechanics said that the receptionist had shouted herself . <eos>,The mechanics said that the receptionist had shouted herself .
27,embed,local,1,b,nonlocal_subj,gender,mechanics,typist,had shouted,herself,The mechanics said that the typist had shouted herself . <eos>,The mechanics said that the typist had shouted herself .
27,embed,nonlocal,0,a,local_subj,gender,receptionist,mechanics,had shouted,herself,The receptionist said that the mechanics had shouted herself . <eos>,The receptionist said that the mechanics had shouted herself .
27,embed,nonlocal,0,b,local_subj,gender,typist,mechanics,had shouted,herself,The typist said that the mechanics had shouted herself . <eos>,The typist said that the mechanics had shouted herself .
28,embed,local,1,a,none,none,receptionist,typist,had washed,herself,The receptionist said that the typist had washed herself . <eos>,The receptionist said that the typist had washed herself .
28,embed,local,1,b,none,none,typist,receptionist,had washed,herself,The typist said that the receptionist had washed herself . <eos>,The typist said that the receptionist had washed herself .
28,embed,local,1,a,nonlocal_subj,gender,mechanics,receptionist,had washed,herself,The mechanics said that the receptionist had washed herself . <eos>,The mechanics said that the receptionist had washed herself .
28,embed,local,1,b,nonlocal_subj,gender,mechanics,typist,had washed,herself,The mechanics said that the typist had washed herself . <eos>,The mechanics said that the typist had washed herself .
28,embed,nonlocal,0,a,local_subj,gender,receptionist,mechanics,had washed,herself,The receptionist said that the mechanics had washed herself . <eos>,The receptionist said that the mechanics had washed herself .
28,embed,nonlocal,0,b,local_subj,gender,typist,mechanics,had washed,herself,The typist said that the mechanics had washed herself . <eos>,The typist said that the mechanics had washed herself .
29,embed,local,1,a,none,none,receptionist,typist,had asserted,herself,The receptionist said that the typist had asserted herself . <eos>,The receptionist said that the typist had asserted herself .
29,embed,local,1,b,none,none,typist,receptionist,had asserted,herself,The typist said that the receptionist had asserted herself . <eos>,The typist said that the receptionist had asserted herself .
29,embed,local,1,a,nonlocal_subj,gender,mechanics,receptionist,had asserted,herself,The mechanics said that the receptionist had asserted herself . <eos>,The mechanics said that the receptionist had asserted herself .
29,embed,local,1,b,nonlocal_subj,gender,mechanics,typist,had asserted,herself,The mechanics said that the typist had asserted herself . <eos>,The mechanics said that the typist had asserted herself .
