item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
4,embed,nonlocal,0,a,local_subj,number,mechanic,authors,embarrassed,herself,The mechanic said that the authors embarrassed herself . <eos>,The mechanic said that the authors embarrassed herself .
4,embed,nonlocal,0,b,local_subj,number,author,mechanics,embarrassed,herself,The author said that the mechanics embarrassed herself . <eos>,The author said that the mechanics embarrassed herself .
4,embed,nonlocal,0,c,local_subj,number,banker,authors,embarrassed,herself,The banker said that the authors embarrassed herself . <eos>,The banker said that the authors embarrassed herself .
4,embed,nonlocal,0,d,local_subj,number,author,bankers,embarrassed,herself,The author said that the bankers embarrassed herself . <eos>,The author said that the bankers embarrassed herself .
5,embed,local,1,a,none,none,mechanic,author,disguised,herself,The mechanic said that the author disguised herself . <eos>,The mechanic said that the author disguised herself .
5,embed,local,1,b,none,none,author,mechanic,disguised,herself,The author said that the mechanic disguised herself . <eos>,The author said that the mechanic disguised herself .
5,embed,local,1,c,none,none,banker,author,disguised,herself,The banker said that the author disguised herself . <eos>,The banker said that the author disguised herself .
5,embed,local,1,d,none,none,author,banker,disguised,herself,The author said that the banker disguised herself . <eos>,The author said that the banker disguised herself .
5,embed,local,1,a,nonlocal_subj,number,mechanics,author,disguised,herself,The mechanics said that the author disguised herself . <eos>,The mechanics said that the author disguised herself .
5,embed,local,1,b,nonlocal_subj,number,authors,mechanic,disguised,herself,The authors said that the mechanic disguised herself . <eos>,The authors said that the mechanic disguised herself .
5,embed,local,1,c,nonlocal_subj,number,bankers,author,disguised,herself,The bankers said that the author disguised herself . <eos>,The bankers said that the author disguised herself .
5,embed,local,1,d,nonlocal_subj,number,authors,banker,disguised,herself,The authors said that the banker disguised herself . <eos>,The authors said that the banker disguised herself .
5,embed,nonlocal,0,a,local_subj,number,mechanic,authors,disguised,herself,The mechanic said that the authors disguised herself . <eos>,The mechanic said that the authors disguised herself .
5,embed,nonlocal,0,b,local_subj,number,author,mechanics,disguised,herself,The author said that the mechanics disguised herself . <eos>,The author said that the mechanics disguised herself .
5,embed,nonlocal,0,c,local_subj,number,banker,authors,disguised,herself,The banker said that the authors disguised herself . <eos>,The banker said that the authors disguised herself .
5,embed,nonlocal,0,d,local_subj,number,author,bankers,disguised,herself,The author said that the bankers disguised herself . <eos>,The author said that the bankers disguised herself .
6,embed,local,1,a,none,none,mechanic,author,hated,herself,The mechanic said that the author hated herself . <eos>,The mechanic said that the author hated herself .
6,embed,local,1,b,none,none,author,mechanic,hated,herself,The author said that the mechanic hated herself . <eos>,The author said that the mechanic hated herself .
6,embed,local,1,c,none,none,banker,author,hated,herself,The banker said that the author hated herself . <eos>,The banker said that the author hated herself .
6,embed,local,1,d,none,none,author,banker,hated,herself,The author said that the banker hated herself . <eos>,The author said that the banker hated herself .
6,embed,local,1,a,nonlocal_subj,number,mechanics,author,hated,herself,The mechanics said that the author hated herself . <eos>,The mechanics said that the author hated herself .
6,embed,local,1,b,nonlocal_subj,number,authors,mechanic,hated,herself,The authors said that the mechanic hated herself . <eos>,The authors said that the mechanic hated herself .
6,embed,local,1,c,nonlocal_subj,number,bankers,author,hated,herself,The bankers said that the author hated herself . <eos>,The bankers said that the author hated herself .
6,embed,local,1,d,nonlocal_subj,number,authors,banker,hated,herself,The authors said that the banker hated herself . <eos>,The authors said that the banker hated herself .
6,embed,nonlocal,0,a,local_subj,number,mechanic,authors,hated,herself,The mechanic said that the authors hated herself . <eos>,The mechanic said that the authors hated herself .
6,embed,nonlocal,0,b,local_subj,number,author,mechanics,hated,herself,The author said that the mechanics hated herself . <eos>,The author said that the mechanics hated herself .
6,embed,nonlocal,0,c,local_subj,number,banker,authors,hated,herself,The banker said that the authors hated herself . <eos>,The banker said that the authors hated herself .
6,embed,nonlocal,0,d,local_subj,number,author,bankers,hated,herself,The author said that the bankers hated herself . <eos>,The author said that the bankers hated herself .
7,embed,local,1,a,none,none,mechanic,author,doubted,herself,The mechanic said that the author doubted herself . <eos>,The mechanic said that the author doubted herself .
7,embed,local,1,b,none,none,author,mechanic,doubted,herself,The author said that the mechanic doubted herself . <eos>,The author said that the mechanic doubted herself .
7,embed,local,1,c,none,none,banker,author,doubted,herself,The banker said that the author doubted herself . <eos>,The banker said that the author doubted herself .
7,embed,local,1,d,none,none,author,banker,doubted,herself,The author said that the banker doubted herself . <eos>,The author said that the banker doubted herself .
7,embed,local,1,a,nonlocal_subj,number,mechanics,author,doubted,herself,The mechanics said that the author doubted herself . <eos>,The mechanics said that the author doubted herself .
7,embed,local,1,b,nonlocal_subj,number,authors,mechanic,doubted,herself,The authors said that the mechanic doubted herself . <eos>,The authors said that the mechanic doubted herself .
7,embed,local,1,c,nonlocal_subj,number,bankers,author,doubted,herself,The bankers said that the author doubted herself . <eos>,The bankers said that the author doubted herself .
7,embed,local,1,d,nonlocal_subj,number,authors,banker,doubted,herself,The authors said that the banker doubted herself . <eos>,The authors said that the banker doubted herself .
7,embed,nonlocal,0,a,local_subj,number,mechanic,authors,doubted,herself,The mechanic said that the authors doubted herself . <eos>,The mechanic said that the authors doubted herself .
7,embed,nonlocal,0,b,local_subj,number,author,mechanics,doubted,herself,The author said that the mechanics doubted herself . <eos>,The author said that the mechanics doubted herself .
7,embed,nonlocal,0,c,local_subj,number,banker,authors,doubted,herself,The banker said that the authors doubted herself . <eos>,The banker said that the authors doubted herself .
7,embed,nonlocal,0,d,local_subj,number,author,bankers,doubted,herself,The author said that the bankers doubted herself . <eos>,The author said that the bankers doubted herself .
8,embed,local,1,a,none,none,mechanic,pilot,hurt,herself,The mechanic said that the pilot hurt herself . <eos>,The mechanic said that the pilot hurt herself .
8,embed,local,1,b,none,none,pilot,mechanic,hurt,herself,The pilot said that the mechanic hurt herself . <eos>,The pilot said that the mechanic hurt herself .
8,embed,local,1,c,none,none,banker,pilot,hurt,herself,The banker said that the pilot hurt herself . <eos>,The banker said that the pilot hurt herself .
8,embed,local,1,d,none,none,pilot,banker,hurt,herself,The pilot said that the banker hurt herself . <eos>,The pilot said that the banker hurt herself .
8,embed,local,1,a,nonlocal_subj,number,mechanics,pilot,hurt,herself,The mechanics said that the pilot hurt herself . <eos>,The mechanics said that the pilot hurt herself .
8,embed,local,1,b,nonlocal_subj,number,pilots,mechanic,hurt,herself,The pilots said that the mechanic hurt herself . <eos>,The pilots said that the mechanic hurt herself .
8,embed,local,1,c,nonlocal_subj,number,bankers,pilot,hurt,herself,The bankers said that the pilot hurt herself . <eos>,The bankers said that the pilot hurt herself .
8,embed,local,1,d,nonlocal_subj,number,pilots,banker,hurt,herself,The pilots said that the banker hurt herself . <eos>,The pilots said that the banker hurt herself .
8,embed,nonlocal,0,a,local_subj,number,mechanic,pilots,hurt,herself,The mechanic said that the pilots hurt herself . <eos>,The mechanic said that the pilots hurt herself .
8,embed,nonlocal,0,b,local_subj,number,pilot,mechanics,hurt,herself,The pilot said that the mechanics hurt herself . <eos>,The pilot said that the mechanics hurt herself .
8,embed,nonlocal,0,c,local_subj,number,banker,pilots,hurt,herself,The banker said that the pilots hurt herself . <eos>,The banker said that the pilots hurt herself .
8,embed,nonlocal,0,d,local_subj,number,pilot,bankers,hurt,herself,The pilot said that the bankers hurt herself . <eos>,The pilot said that the bankers hurt herself .
9,embed,local,1,a,none,none,mechanic,pilot,injured,herself,The mechanic said that the pilot injured herself . <eos>,The mechanic said that the pilot injured herself .
9,embed,local,1,b,none,none,pilot,mechanic,injured,herself,The pilot said that the mechanic injured herself . <eos>,The pilot said that the mechanic injured herself .
9,embed,local,1,c,none,none,banker,pilot,injured,herself,The banker said that the pilot injured herself . <eos>,The banker said that the pilot injured herself .
9,embed,local,1,d,none,none,pilot,banker,injured,herself,The pilot said that the banker injured herself . <eos>,The pilot said that the banker injured herself .
9,embed,local,1,a,nonlocal_subj,number,mechanics,pilot,injured,herself,The mechanics said that the pilot injured herself . <eos>,The mechanics said that the pilot injured herself .
9,embed,local,1,b,nonlocal_subj,number,pilots,mechanic,injured,herself,The pilots said that the mechanic injured herself . <eos>,The pilots said that the mechanic injured herself .
9,embed,local,1,c,nonlocal_subj,number,bankers,pilot,injured,herself,The bankers said that the pilot injured herself . <eos>,The bankers said that the pilot injured herself .
9,embed,local,1,d,nonlocal_subj,number,pilots,banker,injured,herself,The pilots said that the banker injured herself . <eos>,The pilots said that the banker injured herself .
9,embed,nonlocal,0,a,local_subj,number,mechanic,pilots,injured,herself,The mechanic said that the pilots injured herself . <eos>,The mechanic said that the pilots injured herself .
9,embed,nonlocal,0,b,local_subj,number,pilot,mechanics,injured,herself,The pilot said that the mechanics injured herself . <eos>,The pilot said that the mechanics injured herself .
9,embed,nonlocal,0,c,local_subj,number,banker,pilots,injured,herself,The banker said that the pilots injured herself . <eos>,The banker said that the pilots injured herself .
9,embed,nonlocal,0,d,local_subj,number,pilot,bankers,injured,herself,The pilot said that the bankers injured herself . <eos>,The pilot said that the bankers injured herself .
10,embed,local,1,a,none,none,mechanic,pilot,congratulated,herself,The mechanic said that the pilot congratulated herself . <eos>,The mechanic said that the pilot congratulated herself .
10,embed,local,1,b,none,none,pilot,mechanic,congratulated,herself,The pilot said that the mechanic congratulated herself . <eos>,The pilot said that the mechanic congratulated herself .
10,embed,local,1,c,none,none,banker,pilot,congratulated,herself,The banker said that the pilot congratulated herself . <eos>,The banker said that the pilot congratulated herself .
10,embed,local,1,d,none,none,pilot,banker,congratulated,herself,The pilot said that the banker congratulated herself . <eos>,The pilot said that the banker congratulated herself .
10,embed,local,1,a,nonlocal_subj,number,mechanics,pilot,congratulated,herself,The mechanics said that the pilot congratulated herself . <eos>,The mechanics said that the pilot congratulated herself .
10,embed,local,1,b,nonlocal_subj,number,pilots,mechanic,congratulated,herself,The pilots said that the mechanic congratulated herself . <eos>,The pilots said that the mechanic congratulated herself .
10,embed,local,1,c,nonlocal_subj,number,bankers,pilot,congratulated,herself,The bankers said that the pilot congratulated herself . <eos>,The bankers said that the pilot congratulated herself .
10,embed,local,1,d,nonlocal_subj,number,pilots,banker,congratulated,herself,The pilots said that the banker congratulated herself . <eos>,The pilots said that the banker congratulated herself .
10,embed,nonlocal,0,a,local_subj,number,mechanic,pilots,congratulated,herself,The mechanic said that the pilots congratulated herself . <eos>,The mechanic said that the pilots congratulated herself .
10,embed,nonlocal,0,b,local_subj,number,pilot,mechanics,congratulated,herself,The pilot said that the mechanics congratulated herself . <eos>,The pilot said that the mechanics congratulated herself .
10,embed,nonlocal,0,c,local_subj,number,banker,pilots,congratulated,herself,The banker said that the pilots congratulated herself . <eos>,The banker said that the pilots congratulated herself .
10,embed,nonlocal,0,d,local_subj,number,pilot,bankers,congratulated,herself,The pilot said that the bankers congratulated herself . <eos>,The pilot said that the bankers congratulated herself .
11,embed,local,1,a,none,none,mechanic,pilot,embarrassed,herself,The mechanic said that the pilot embarrassed herself . <eos>,The mechanic said that the pilot embarrassed herself .
11,embed,local,1,b,none,none,pilot,mechanic,embarrassed,herself,The pilot said that the mechanic embarrassed herself . <eos>,The pilot said that the mechanic embarrassed herself .
11,embed,local,1,c,none,none,banker,pilot,embarrassed,herself,The banker said that the pilot embarrassed herself . <eos>,The banker said that the pilot embarrassed herself .
11,embed,local,1,d,none,none,pilot,banker,embarrassed,herself,The pilot said that the banker embarrassed herself . <eos>,The pilot said that the banker embarrassed herself .
11,embed,local,1,a,nonlocal_subj,number,mechanics,pilot,embarrassed,herself,The mechanics said that the pilot embarrassed herself . <eos>,The mechanics said that the pilot embarrassed herself .
11,embed,local,1,b,nonlocal_subj,number,pilots,mechanic,embarrassed,herself,The pilots said that the mechanic embarrassed herself . <eos>,The pilots said that the mechanic embarrassed herself .
11,embed,local,1,c,nonlocal_subj,number,bankers,pilot,embarrassed,herself,The bankers said that the pilot embarrassed herself . <eos>,The bankers said that the pilot embarrassed herself .
11,embed,local,1,d,nonlocal_subj,number,pilots,banker,embarrassed,herself,The pilots said that the banker embarrassed herself . <eos>,The pilots said that the banker embarrassed herself .
11,embed,nonlocal,0,a,local_subj,number,mechanic,pilots,embarrassed,herself,The mechanic said that the pilots embarrassed herself . <eos>,The mechanic said that the pilots embarrassed herself .
11,embed,nonlocal,0,b,local_subj,number,pilot,mechanics,embarrassed,herself,The pilot said that the mechanics embarrassed herself . <eos>,The pilot said that the mechanics embarrassed herself .
11,embed,nonlocal,0,c,local_subj,number,banker,pilots,embarrassed,herself,The banker said that the pilots embarrassed herself . <eos>,The banker said that the pilots embarrassed herself .
11,embed,nonlocal,0,d,local_subj,number,pilot,bankers,embarrassed,herself,The pilot said that the bankers embarrassed herself . <eos>,The pilot said that the bankers embarrassed herself .
12,embed,local,1,a,none,none,mechanic,pilot,disguised,herself,The mechanic said that the pilot disguised herself . <eos>,The mechanic said that the pilot disguised herself .
12,embed,local,1,b,none,none,pilot,mechanic,disguised,herself,The pilot said that the mechanic disguised herself . <eos>,The pilot said that the mechanic disguised herself .
12,embed,local,1,c,none,none,banker,pilot,disguised,herself,The banker said that the pilot disguised herself . <eos>,The banker said that the pilot disguised herself .
12,embed,local,1,d,none,none,pilot,banker,disguised,herself,The pilot said that the banker disguised herself . <eos>,The pilot said that the banker disguised herself .
12,embed,local,1,a,nonlocal_subj,number,mechanics,pilot,disguised,herself,The mechanics said that the pilot disguised herself . <eos>,The mechanics said that the pilot disguised herself .
12,embed,local,1,b,nonlocal_subj,number,pilots,mechanic,disguised,herself,The pilots said that the mechanic disguised herself . <eos>,The pilots said that the mechanic disguised herself .
12,embed,local,1,c,nonlocal_subj,number,bankers,pilot,disguised,herself,The bankers said that the pilot disguised herself . <eos>,The bankers said that the pilot disguised herself .
12,embed,local,1,d,nonlocal_subj,number,pilots,banker,disguised,herself,The pilots said that the banker disguised herself . <eos>,The pilots said that the banker disguised herself .
12,embed,nonlocal,0,a,local_subj,number,mechanic,pilots,disguised,herself,The mechanic said that the pilots disguised herself . <eos>,The mechanic said that the pilots disguised herself .
12,embed,nonlocal,0,b,local_subj,number,pilot,mechanics,disguised,herself,The pilot said that the mechanics disguised herself . <eos>,The pilot said that the mechanics disguised herself .
12,embed,nonlocal,0,c,local_subj,number,banker,pilots,disguised,herself,The banker said that the pilots disguised herself . <eos>,The banker said that the pilots disguised herself .
12,embed,nonlocal,0,d,local_subj,number,pilot,bankers,disguised,herself,The pilot said that the bankers disguised herself . <eos>,The pilot said that the bankers disguised herself .
13,embed,local,1,a,none,none,mechanic,pilot,hated,herself,The mechanic said that the pilot hated herself . <eos>,The mechanic said that the pilot hated herself .
13,embed,local,1,b,none,none,pilot,mechanic,hated,herself,The pilot said that the mechanic hated herself . <eos>,The pilot said that the mechanic hated herself .
13,embed,local,1,c,none,none,banker,pilot,hated,herself,The banker said that the pilot hated herself . <eos>,The banker said that the pilot hated herself .
13,embed,local,1,d,none,none,pilot,banker,hated,herself,The pilot said that the banker hated herself . <eos>,The pilot said that the banker hated herself .
13,embed,local,1,a,nonlocal_subj,number,mechanics,pilot,hated,herself,The mechanics said that the pilot hated herself . <eos>,The mechanics said that the pilot hated herself .
13,embed,local,1,b,nonlocal_subj,number,pilots,mechanic,hated,herself,The pilots said that the mechanic hated herself . <eos>,The pilots said that the mechanic hated herself .
13,embed,local,1,c,nonlocal_subj,number,bankers,pilot,hated,herself,The bankers said that the pilot hated herself . <eos>,The bankers said that the pilot hated herself .
13,embed,local,1,d,nonlocal_subj,number,pilots,banker,hated,herself,The pilots said that the banker hated herself . <eos>,The pilots said that the banker hated herself .
13,embed,nonlocal,0,a,local_subj,number,mechanic,pilots,hated,herself,The mechanic said that the pilots hated herself . <eos>,The mechanic said that the pilots hated herself .
13,embed,nonlocal,0,b,local_subj,number,pilot,mechanics,hated,herself,The pilot said that the mechanics hated herself . <eos>,The pilot said that the mechanics hated herself .
13,embed,nonlocal,0,c,local_subj,number,banker,pilots,hated,herself,The banker said that the pilots hated herself . <eos>,The banker said that the pilots hated herself .
13,embed,nonlocal,0,d,local_subj,number,pilot,bankers,hated,herself,The pilot said that the bankers hated herself . <eos>,The pilot said that the bankers hated herself .
14,embed,local,1,a,none,none,mechanic,pilot,doubted,herself,The mechanic said that the pilot doubted herself . <eos>,The mechanic said that the pilot doubted herself .
14,embed,local,1,b,none,none,pilot,mechanic,doubted,herself,The pilot said that the mechanic doubted herself . <eos>,The pilot said that the mechanic doubted herself .
14,embed,local,1,c,none,none,banker,pilot,doubted,herself,The banker said that the pilot doubted herself . <eos>,The banker said that the pilot doubted herself .
14,embed,local,1,d,none,none,pilot,banker,doubted,herself,The pilot said that the banker doubted herself . <eos>,The pilot said that the banker doubted herself .
14,embed,local,1,a,nonlocal_subj,number,mechanics,pilot,doubted,herself,The mechanics said that the pilot doubted herself . <eos>,The mechanics said that the pilot doubted herself .
14,embed,local,1,b,nonlocal_subj,number,pilots,mechanic,doubted,herself,The pilots said that the mechanic doubted herself . <eos>,The pilots said that the mechanic doubted herself .
14,embed,local,1,c,nonlocal_subj,number,bankers,pilot,doubted,herself,The bankers said that the pilot doubted herself . <eos>,The bankers said that the pilot doubted herself .
14,embed,local,1,d,nonlocal_subj,number,pilots,banker,doubted,herself,The pilots said that the banker doubted herself . <eos>,The pilots said that the banker doubted herself .
14,embed,nonlocal,0,a,local_subj,number,mechanic,pilots,doubted,herself,The mechanic said that the pilots doubted herself . <eos>,The mechanic said that the pilots doubted herself .
14,embed,nonlocal,0,b,local_subj,number,pilot,mechanics,doubted,herself,The pilot said that the mechanics doubted herself . <eos>,The pilot said that the mechanics doubted herself .
14,embed,nonlocal,0,c,local_subj,number,banker,pilots,doubted,herself,The banker said that the pilots doubted herself . <eos>,The banker said that the pilots doubted herself .
14,embed,nonlocal,0,d,local_subj,number,pilot,bankers,doubted,herself,The pilot said that the bankers doubted herself . <eos>,The pilot said that the bankers doubted herself .
15,embed,local,1,a,none,none,mechanic,surgeon,hurt,herself,The mechanic said that the surgeon hurt herself . <eos>,The mechanic said that the surgeon hurt herself .
15,embed,local,1,b,none,none,surgeon,mechanic,hurt,herself,The surgeon said that the mechanic hurt herself . <eos>,The surgeon said that the mechanic hurt herself .
15,embed,local,1,c,none,none,banker,surgeon,hurt,herself,The banker said that the surgeon hurt herself . <eos>,The banker said that the surgeon hurt herself .
15,embed,local,1,d,none,none,surgeon,banker,hurt,herself,The surgeon said that the banker hurt herself . <eos>,The surgeon said that the banker hurt herself .
15,embed,local,1,a,nonlocal_subj,number,mechanics,surgeon,hurt,herself,The mechanics said that the surgeon hurt herself . <eos>,The mechanics said that the surgeon hurt herself .
15,embed,local,1,b,nonlocal_subj,number,surgeons,mechanic,hurt,herself,The surgeons said that the mechanic hurt herself . <eos>,The surgeons said that the mechanic hurt herself .
15,embed,local,1,c,nonlocal_subj,number,bankers,surgeon,hurt,herself,The bankers said that the surgeon hurt herself . <eos>,The bankers said that the surgeon hurt herself .
15,embed,local,1,d,nonlocal_subj,number,surgeons,banker,hurt,herself,The surgeons said that the banker hurt herself . <eos>,The surgeons said that the banker hurt herself .
15,embed,nonlocal,0,a,local_subj,number,mechanic,surgeons,hurt,herself,The mechanic said that the surgeons hurt herself . <eos>,The mechanic said that the surgeons hurt herself .
15,embed,nonlocal,0,b,local_subj,number,surgeon,mechanics,hurt,herself,The surgeon said that the mechanics hurt herself . <eos>,The surgeon said that the mechanics hurt herself .
15,embed,nonlocal,0,c,local_subj,number,banker,surgeons,hurt,herself,The banker said that the surgeons hurt herself . <eos>,The banker said that the surgeons hurt herself .
15,embed,nonlocal,0,d,local_subj,number,surgeon,bankers,hurt,herself,The surgeon said that the bankers hurt herself . <eos>,The surgeon said that the bankers hurt herself .
16,embed,local,1,a,none,none,mechanic,surgeon,injured,herself,The mechanic said that the surgeon injured herself . <eos>,The mechanic said that the surgeon injured herself .
16,embed,local,1,b,none,none,surgeon,mechanic,injured,herself,The surgeon said that the mechanic injured herself . <eos>,The surgeon said that the mechanic injured herself .
16,embed,local,1,c,none,none,banker,surgeon,injured,herself,The banker said that the surgeon injured herself . <eos>,The banker said that the surgeon injured herself .
16,embed,local,1,d,none,none,surgeon,banker,injured,herself,The surgeon said that the banker injured herself . <eos>,The surgeon said that the banker injured herself .
16,embed,local,1,a,nonlocal_subj,number,mechanics,surgeon,injured,herself,The mechanics said that the surgeon injured herself . <eos>,The mechanics said that the surgeon injured herself .
16,embed,local,1,b,nonlocal_subj,number,surgeons,mechanic,injured,herself,The surgeons said that the mechanic injured herself . <eos>,The surgeons said that the mechanic injured herself .
16,embed,local,1,c,nonlocal_subj,number,bankers,surgeon,injured,herself,The bankers said that the surgeon injured herself . <eos>,The bankers said that the surgeon injured herself .
16,embed,local,1,d,nonlocal_subj,number,surgeons,banker,injured,herself,The surgeons said that the banker injured herself . <eos>,The surgeons said that the banker injured herself .
16,embed,nonlocal,0,a,local_subj,number,mechanic,surgeons,injured,herself,The mechanic said that the surgeons injured herself . <eos>,The mechanic said that the surgeons injured herself .
16,embed,nonlocal,0,b,local_subj,number,surgeon,mechanics,injured,herself,The surgeon said that the mechanics injured herself . <eos>,The surgeon said that the mechanics injured herself .
16,embed,nonlocal,0,c,local_subj,number,banker,surgeons,injured,herself,The banker said that the surgeons injured herself . <eos>,The banker said that the surgeons injured herself .
16,embed,nonlocal,0,d,local_subj,number,surgeon,bankers,injured,herself,The surgeon said that the bankers injured herself . <eos>,The surgeon said that the bankers injured herself .
17,embed,local,1,a,none,none,mechanic,surgeon,congratulated,herself,The mechanic said that the surgeon congratulated herself . <eos>,The mechanic said that the surgeon congratulated herself .
