,item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
40,4,embed,local,1,a,nonlocal_subj,number,mechanics,author,embarrassed,herself,The mechanics said that the author embarrassed herself . <eos>,The mechanics said that the author embarrassed herself .,the mechanics said that the author embarrassed ***mask*** .,7.075373946128318
41,4,embed,local,1,b,nonlocal_subj,number,authors,mechanic,embarrassed,herself,The authors said that the mechanic embarrassed herself . <eos>,The authors said that the mechanic embarrassed herself .,the authors said that the mechanic embarrassed ***mask*** .,8.039629804075751
42,4,embed,local,1,c,nonlocal_subj,number,bankers,author,embarrassed,herself,The bankers said that the author embarrassed herself . <eos>,The bankers said that the author embarrassed herself .,the bankers said that the author embarrassed ***mask*** .,5.772734850890175
43,4,embed,local,1,d,nonlocal_subj,number,authors,banker,embarrassed,herself,The authors said that the banker embarrassed herself . <eos>,The authors said that the banker embarrassed herself .,the authors said that the banker embarrassed ***mask*** .,9.113836060883054
44,4,embed,nonlocal,0,a,local_subj,number,mechanic,authors,embarrassed,herself,The mechanic said that the authors embarrassed herself . <eos>,The mechanic said that the authors embarrassed herself .,the mechanic said that the authors embarrassed ***mask*** .,8.461125975885706
45,4,embed,nonlocal,0,b,local_subj,number,author,mechanics,embarrassed,herself,The author said that the mechanics embarrassed herself . <eos>,The author said that the mechanics embarrassed herself .,the author said that the mechanics embarrassed ***mask*** .,10.073179389854582
46,4,embed,nonlocal,0,c,local_subj,number,banker,authors,embarrassed,herself,The banker said that the authors embarrassed herself . <eos>,The banker said that the authors embarrassed herself .,the banker said that the authors embarrassed ***mask*** .,8.44614352653652
47,4,embed,nonlocal,0,d,local_subj,number,author,bankers,embarrassed,herself,The author said that the bankers embarrassed herself . <eos>,The author said that the bankers embarrassed herself .,the author said that the bankers embarrassed ***mask*** .,10.957002597029556
48,5,embed,local,1,a,none,none,mechanic,author,disguised,herself,The mechanic said that the author disguised herself . <eos>,The mechanic said that the author disguised herself .,the mechanic said that the author disguised ***mask*** .,3.6486804650959526
49,5,embed,local,1,b,none,none,author,mechanic,disguised,herself,The author said that the mechanic disguised herself . <eos>,The author said that the mechanic disguised herself .,the author said that the mechanic disguised ***mask*** .,4.657410118406695
50,5,embed,local,1,c,none,none,banker,author,disguised,herself,The banker said that the author disguised herself . <eos>,The banker said that the author disguised herself .,the banker said that the author disguised ***mask*** .,4.129455794612218
51,5,embed,local,1,d,none,none,author,banker,disguised,herself,The author said that the banker disguised herself . <eos>,The author said that the banker disguised herself .,the author said that the banker disguised ***mask*** .,4.67465281713398
52,5,embed,local,1,a,nonlocal_subj,number,mechanics,author,disguised,herself,The mechanics said that the author disguised herself . <eos>,The mechanics said that the author disguised herself .,the mechanics said that the author disguised ***mask*** .,3.978333072724207
53,5,embed,local,1,b,nonlocal_subj,number,authors,mechanic,disguised,herself,The authors said that the mechanic disguised herself . <eos>,The authors said that the mechanic disguised herself .,the authors said that the mechanic disguised ***mask*** .,5.468088402300667
54,5,embed,local,1,c,nonlocal_subj,number,bankers,author,disguised,herself,The bankers said that the author disguised herself . <eos>,The bankers said that the author disguised herself .,the bankers said that the author disguised ***mask*** .,3.693296332699583
55,5,embed,local,1,d,nonlocal_subj,number,authors,banker,disguised,herself,The authors said that the banker disguised herself . <eos>,The authors said that the banker disguised herself .,the authors said that the banker disguised ***mask*** .,5.1953030352959395
56,5,embed,nonlocal,0,a,local_subj,number,mechanic,authors,disguised,herself,The mechanic said that the authors disguised herself . <eos>,The mechanic said that the authors disguised herself .,the mechanic said that the authors disguised ***mask*** .,9.643716089836072
57,5,embed,nonlocal,0,b,local_subj,number,author,mechanics,disguised,herself,The author said that the mechanics disguised herself . <eos>,The author said that the mechanics disguised herself .,the author said that the mechanics disguised ***mask*** .,9.371828496947291
58,5,embed,nonlocal,0,c,local_subj,number,banker,authors,disguised,herself,The banker said that the authors disguised herself . <eos>,The banker said that the authors disguised herself .,the banker said that the authors disguised ***mask*** .,11.162129574755054
59,5,embed,nonlocal,0,d,local_subj,number,author,bankers,disguised,herself,The author said that the bankers disguised herself . <eos>,The author said that the bankers disguised herself .,the author said that the bankers disguised ***mask*** .,9.738295432127325
60,6,embed,local,1,a,none,none,mechanic,author,hated,herself,The mechanic said that the author hated herself . <eos>,The mechanic said that the author hated herself .,the mechanic said that the author hated ***mask*** .,10.187441629731309
61,6,embed,local,1,b,none,none,author,mechanic,hated,herself,The author said that the mechanic hated herself . <eos>,The author said that the mechanic hated herself .,the author said that the mechanic hated ***mask*** .,12.57690602363223
62,6,embed,local,1,c,none,none,banker,author,hated,herself,The banker said that the author hated herself . <eos>,The banker said that the author hated herself .,the banker said that the author hated ***mask*** .,10.143265219234312
63,6,embed,local,1,d,none,none,author,banker,hated,herself,The author said that the banker hated herself . <eos>,The author said that the banker hated herself .,the author said that the banker hated ***mask*** .,11.423794319490135
64,6,embed,local,1,a,nonlocal_subj,number,mechanics,author,hated,herself,The mechanics said that the author hated herself . <eos>,The mechanics said that the author hated herself .,the mechanics said that the author hated ***mask*** .,10.616639928095086
65,6,embed,local,1,b,nonlocal_subj,number,authors,mechanic,hated,herself,The authors said that the mechanic hated herself . <eos>,The authors said that the mechanic hated herself .,the authors said that the mechanic hated ***mask*** .,13.238474636514287
66,6,embed,local,1,c,nonlocal_subj,number,bankers,author,hated,herself,The bankers said that the author hated herself . <eos>,The bankers said that the author hated herself .,the bankers said that the author hated ***mask*** .,9.970425126905182
67,6,embed,local,1,d,nonlocal_subj,number,authors,banker,hated,herself,The authors said that the banker hated herself . <eos>,The authors said that the banker hated herself .,the authors said that the banker hated ***mask*** .,11.718677928977248
68,6,embed,nonlocal,0,a,local_subj,number,mechanic,authors,hated,herself,The mechanic said that the authors hated herself . <eos>,The mechanic said that the authors hated herself .,the mechanic said that the authors hated ***mask*** .,12.817524413868972
69,6,embed,nonlocal,0,b,local_subj,number,author,mechanics,hated,herself,The author said that the mechanics hated herself . <eos>,The author said that the mechanics hated herself .,the author said that the mechanics hated ***mask*** .,14.866380973060316
70,6,embed,nonlocal,0,c,local_subj,number,banker,authors,hated,herself,The banker said that the authors hated herself . <eos>,The banker said that the authors hated herself .,the banker said that the authors hated ***mask*** .,12.886145782602592
71,6,embed,nonlocal,0,d,local_subj,number,author,bankers,hated,herself,The author said that the bankers hated herself . <eos>,The author said that the bankers hated herself .,the author said that the bankers hated ***mask*** .,14.715144419090958
72,7,embed,local,1,a,none,none,mechanic,author,doubted,herself,The mechanic said that the author doubted herself . <eos>,The mechanic said that the author doubted herself .,the mechanic said that the author doubted ***mask*** .,10.327153867737053
73,7,embed,local,1,b,none,none,author,mechanic,doubted,herself,The author said that the mechanic doubted herself . <eos>,The author said that the mechanic doubted herself .,the author said that the mechanic doubted ***mask*** .,10.5101342816839
74,7,embed,local,1,c,none,none,banker,author,doubted,herself,The banker said that the author doubted herself . <eos>,The banker said that the author doubted herself .,the banker said that the author doubted ***mask*** .,10.298592952459016
75,7,embed,local,1,d,none,none,author,banker,doubted,herself,The author said that the banker doubted herself . <eos>,The author said that the banker doubted herself .,the author said that the banker doubted ***mask*** .,11.18826764222778
76,7,embed,local,1,a,nonlocal_subj,number,mechanics,author,doubted,herself,The mechanics said that the author doubted herself . <eos>,The mechanics said that the author doubted herself .,the mechanics said that the author doubted ***mask*** .,10.935914962026196
77,7,embed,local,1,b,nonlocal_subj,number,authors,mechanic,doubted,herself,The authors said that the mechanic doubted herself . <eos>,The authors said that the mechanic doubted herself .,the authors said that the mechanic doubted ***mask*** .,11.731218304101299
78,7,embed,local,1,c,nonlocal_subj,number,bankers,author,doubted,herself,The bankers said that the author doubted herself . <eos>,The bankers said that the author doubted herself .,the bankers said that the author doubted ***mask*** .,9.805610439267662
79,7,embed,local,1,d,nonlocal_subj,number,authors,banker,doubted,herself,The authors said that the banker doubted herself . <eos>,The authors said that the banker doubted herself .,the authors said that the banker doubted ***mask*** .,12.23927436829593
80,7,embed,nonlocal,0,a,local_subj,number,mechanic,authors,doubted,herself,The mechanic said that the authors doubted herself . <eos>,The mechanic said that the authors doubted herself .,the mechanic said that the authors doubted ***mask*** .,12.13689359583852
81,7,embed,nonlocal,0,b,local_subj,number,author,mechanics,doubted,herself,The author said that the mechanics doubted herself . <eos>,The author said that the mechanics doubted herself .,the author said that the mechanics doubted ***mask*** .,13.7382030526126
82,7,embed,nonlocal,0,c,local_subj,number,banker,authors,doubted,herself,The banker said that the authors doubted herself . <eos>,The banker said that the authors doubted herself .,the banker said that the authors doubted ***mask*** .,12.322956896379266
83,7,embed,nonlocal,0,d,local_subj,number,author,bankers,doubted,herself,The author said that the bankers doubted herself . <eos>,The author said that the bankers doubted herself .,the author said that the bankers doubted ***mask*** .,13.618445035348689
84,8,embed,local,1,a,none,none,mechanic,pilot,hurt,herself,The mechanic said that the pilot hurt herself . <eos>,The mechanic said that the pilot hurt herself .,the mechanic said that the pilot hurt ***mask*** .,6.464602514374942
85,8,embed,local,1,b,none,none,pilot,mechanic,hurt,herself,The pilot said that the mechanic hurt herself . <eos>,The pilot said that the mechanic hurt herself .,the pilot said that the mechanic hurt ***mask*** .,6.433743147279767
86,8,embed,local,1,c,none,none,banker,pilot,hurt,herself,The banker said that the pilot hurt herself . <eos>,The banker said that the pilot hurt herself .,the banker said that the pilot hurt ***mask*** .,6.537086529294901
87,8,embed,local,1,d,none,none,pilot,banker,hurt,herself,The pilot said that the banker hurt herself . <eos>,The pilot said that the banker hurt herself .,the pilot said that the banker hurt ***mask*** .,7.187110397692759
88,8,embed,local,1,a,nonlocal_subj,number,mechanics,pilot,hurt,herself,The mechanics said that the pilot hurt herself . <eos>,The mechanics said that the pilot hurt herself .,the mechanics said that the pilot hurt ***mask*** .,6.97889073858715
89,8,embed,local,1,b,nonlocal_subj,number,pilots,mechanic,hurt,herself,The pilots said that the mechanic hurt herself . <eos>,The pilots said that the mechanic hurt herself .,the pilots said that the mechanic hurt ***mask*** .,6.725120265076677
90,8,embed,local,1,c,nonlocal_subj,number,bankers,pilot,hurt,herself,The bankers said that the pilot hurt herself . <eos>,The bankers said that the pilot hurt herself .,the bankers said that the pilot hurt ***mask*** .,5.986938917013653
91,8,embed,local,1,d,nonlocal_subj,number,pilots,banker,hurt,herself,The pilots said that the banker hurt herself . <eos>,The pilots said that the banker hurt herself .,the pilots said that the banker hurt ***mask*** .,7.671106252444376
92,8,embed,nonlocal,0,a,local_subj,number,mechanic,pilots,hurt,herself,The mechanic said that the pilots hurt herself . <eos>,The mechanic said that the pilots hurt herself .,the mechanic said that the pilots hurt ***mask*** .,8.677349071159519
93,8,embed,nonlocal,0,b,local_subj,number,pilot,mechanics,hurt,herself,The pilot said that the mechanics hurt herself . <eos>,The pilot said that the mechanics hurt herself .,the pilot said that the mechanics hurt ***mask*** .,9.347583443197172
94,8,embed,nonlocal,0,c,local_subj,number,banker,pilots,hurt,herself,The banker said that the pilots hurt herself . <eos>,The banker said that the pilots hurt herself .,the banker said that the pilots hurt ***mask*** .,8.854351088376852
95,8,embed,nonlocal,0,d,local_subj,number,pilot,bankers,hurt,herself,The pilot said that the bankers hurt herself . <eos>,The pilot said that the bankers hurt herself .,the pilot said that the bankers hurt ***mask*** .,10.45268145460507
96,9,embed,local,1,a,none,none,mechanic,pilot,injured,herself,The mechanic said that the pilot injured herself . <eos>,The mechanic said that the pilot injured herself .,the mechanic said that the pilot injured ***mask*** .,5.951863393409958
97,9,embed,local,1,b,none,none,pilot,mechanic,injured,herself,The pilot said that the mechanic injured herself . <eos>,The pilot said that the mechanic injured herself .,the pilot said that the mechanic injured ***mask*** .,5.366548629704494
98,9,embed,local,1,c,none,none,banker,pilot,injured,herself,The banker said that the pilot injured herself . <eos>,The banker said that the pilot injured herself .,the banker said that the pilot injured ***mask*** .,5.9180441404620625
99,9,embed,local,1,d,none,none,pilot,banker,injured,herself,The pilot said that the banker injured herself . <eos>,The pilot said that the banker injured herself .,the pilot said that the banker injured ***mask*** .,4.8851689999586325
100,9,embed,local,1,a,nonlocal_subj,number,mechanics,pilot,injured,herself,The mechanics said that the pilot injured herself . <eos>,The mechanics said that the pilot injured herself .,the mechanics said that the pilot injured ***mask*** .,6.046958099464463
101,9,embed,local,1,b,nonlocal_subj,number,pilots,mechanic,injured,herself,The pilots said that the mechanic injured herself . <eos>,The pilots said that the mechanic injured herself .,the pilots said that the mechanic injured ***mask*** .,5.361392073908646
102,9,embed,local,1,c,nonlocal_subj,number,bankers,pilot,injured,herself,The bankers said that the pilot injured herself . <eos>,The bankers said that the pilot injured herself .,the bankers said that the pilot injured ***mask*** .,5.533459464114711
103,9,embed,local,1,d,nonlocal_subj,number,pilots,banker,injured,herself,The pilots said that the banker injured herself . <eos>,The pilots said that the banker injured herself .,the pilots said that the banker injured ***mask*** .,4.527715721604865
104,9,embed,nonlocal,0,a,local_subj,number,mechanic,pilots,injured,herself,The mechanic said that the pilots injured herself . <eos>,The mechanic said that the pilots injured herself .,the mechanic said that the pilots injured ***mask*** .,8.268569402275634
105,9,embed,nonlocal,0,b,local_subj,number,pilot,mechanics,injured,herself,The pilot said that the mechanics injured herself . <eos>,The pilot said that the mechanics injured herself .,the pilot said that the mechanics injured ***mask*** .,5.96331341083997
106,9,embed,nonlocal,0,c,local_subj,number,banker,pilots,injured,herself,The banker said that the pilots injured herself . <eos>,The banker said that the pilots injured herself .,the banker said that the pilots injured ***mask*** .,9.124891217181965
107,9,embed,nonlocal,0,d,local_subj,number,pilot,bankers,injured,herself,The pilot said that the bankers injured herself . <eos>,The pilot said that the bankers injured herself .,the pilot said that the bankers injured ***mask*** .,7.01554711927345
108,10,embed,local,1,a,none,none,mechanic,pilot,congratulated,herself,The mechanic said that the pilot congratulated herself . <eos>,The mechanic said that the pilot congratulated herself .,the mechanic said that the pilot congratulated ***mask*** .,10.7033516231298
109,10,embed,local,1,b,none,none,pilot,mechanic,congratulated,herself,The pilot said that the mechanic congratulated herself . <eos>,The pilot said that the mechanic congratulated herself .,the pilot said that the mechanic congratulated ***mask*** .,10.423549445543047
110,10,embed,local,1,c,none,none,banker,pilot,congratulated,herself,The banker said that the pilot congratulated herself . <eos>,The banker said that the pilot congratulated herself .,the banker said that the pilot congratulated ***mask*** .,10.040109820922916
111,10,embed,local,1,d,none,none,pilot,banker,congratulated,herself,The pilot said that the banker congratulated herself . <eos>,The pilot said that the banker congratulated herself .,the pilot said that the banker congratulated ***mask*** .,10.613612523146736
112,10,embed,local,1,a,nonlocal_subj,number,mechanics,pilot,congratulated,herself,The mechanics said that the pilot congratulated herself . <eos>,The mechanics said that the pilot congratulated herself .,the mechanics said that the pilot congratulated ***mask*** .,10.147964236160046
113,10,embed,local,1,b,nonlocal_subj,number,pilots,mechanic,congratulated,herself,The pilots said that the mechanic congratulated herself . <eos>,The pilots said that the mechanic congratulated herself .,the pilots said that the mechanic congratulated ***mask*** .,10.738308486231402
114,10,embed,local,1,c,nonlocal_subj,number,bankers,pilot,congratulated,herself,The bankers said that the pilot congratulated herself . <eos>,The bankers said that the pilot congratulated herself .,the bankers said that the pilot congratulated ***mask*** .,9.032986901315255
115,10,embed,local,1,d,nonlocal_subj,number,pilots,banker,congratulated,herself,The pilots said that the banker congratulated herself . <eos>,The pilots said that the banker congratulated herself .,the pilots said that the banker congratulated ***mask*** .,11.187154257336603
116,10,embed,nonlocal,0,a,local_subj,number,mechanic,pilots,congratulated,herself,The mechanic said that the pilots congratulated herself . <eos>,The mechanic said that the pilots congratulated herself .,the mechanic said that the pilots congratulated ***mask*** .,12.416044292968602
117,10,embed,nonlocal,0,b,local_subj,number,pilot,mechanics,congratulated,herself,The pilot said that the mechanics congratulated herself . <eos>,The pilot said that the mechanics congratulated herself .,the pilot said that the mechanics congratulated ***mask*** .,11.920811964765559
118,10,embed,nonlocal,0,c,local_subj,number,banker,pilots,congratulated,herself,The banker said that the pilots congratulated herself . <eos>,The banker said that the pilots congratulated herself .,the banker said that the pilots congratulated ***mask*** .,11.122765863550047
119,10,embed,nonlocal,0,d,local_subj,number,pilot,bankers,congratulated,herself,The pilot said that the bankers congratulated herself . <eos>,The pilot said that the bankers congratulated herself .,the pilot said that the bankers congratulated ***mask*** .,10.719957213119027
120,11,embed,local,1,a,none,none,mechanic,pilot,embarrassed,herself,The mechanic said that the pilot embarrassed herself . <eos>,The mechanic said that the pilot embarrassed herself .,the mechanic said that the pilot embarrassed ***mask*** .,9.67938534958157
121,11,embed,local,1,b,none,none,pilot,mechanic,embarrassed,herself,The pilot said that the mechanic embarrassed herself . <eos>,The pilot said that the mechanic embarrassed herself .,the pilot said that the mechanic embarrassed ***mask*** .,10.058084375845048
122,11,embed,local,1,c,none,none,banker,pilot,embarrassed,herself,The banker said that the pilot embarrassed herself . <eos>,The banker said that the pilot embarrassed herself .,the banker said that the pilot embarrassed ***mask*** .,9.615585246056883
123,11,embed,local,1,d,none,none,pilot,banker,embarrassed,herself,The pilot said that the banker embarrassed herself . <eos>,The pilot said that the banker embarrassed herself .,the pilot said that the banker embarrassed ***mask*** .,10.965525593548694
124,11,embed,local,1,a,nonlocal_subj,number,mechanics,pilot,embarrassed,herself,The mechanics said that the pilot embarrassed herself . <eos>,The mechanics said that the pilot embarrassed herself .,the mechanics said that the pilot embarrassed ***mask*** .,10.055256309154585
125,11,embed,local,1,b,nonlocal_subj,number,pilots,mechanic,embarrassed,herself,The pilots said that the mechanic embarrassed herself . <eos>,The pilots said that the mechanic embarrassed herself .,the pilots said that the mechanic embarrassed ***mask*** .,11.282386534578757
126,11,embed,local,1,c,nonlocal_subj,number,bankers,pilot,embarrassed,herself,The bankers said that the pilot embarrassed herself . <eos>,The bankers said that the pilot embarrassed herself .,the bankers said that the pilot embarrassed ***mask*** .,8.776839954088143
127,11,embed,local,1,d,nonlocal_subj,number,pilots,banker,embarrassed,herself,The pilots said that the banker embarrassed herself . <eos>,The pilots said that the banker embarrassed herself .,the pilots said that the banker embarrassed ***mask*** .,10.579442071038246
128,11,embed,nonlocal,0,a,local_subj,number,mechanic,pilots,embarrassed,herself,The mechanic said that the pilots embarrassed herself . <eos>,The mechanic said that the pilots embarrassed herself .,the mechanic said that the pilots embarrassed ***mask*** .,12.282765698092929
129,11,embed,nonlocal,0,b,local_subj,number,pilot,mechanics,embarrassed,herself,The pilot said that the mechanics embarrassed herself . <eos>,The pilot said that the mechanics embarrassed herself .,the pilot said that the mechanics embarrassed ***mask*** .,12.10483348069072
130,11,embed,nonlocal,0,c,local_subj,number,banker,pilots,embarrassed,herself,The banker said that the pilots embarrassed herself . <eos>,The banker said that the pilots embarrassed herself .,the banker said that the pilots embarrassed ***mask*** .,11.545475282808441
131,11,embed,nonlocal,0,d,local_subj,number,pilot,bankers,embarrassed,herself,The pilot said that the bankers embarrassed herself . <eos>,The pilot said that the bankers embarrassed herself .,the pilot said that the bankers embarrassed ***mask*** .,12.974153634773625
132,12,embed,local,1,a,none,none,mechanic,pilot,disguised,herself,The mechanic said that the pilot disguised herself . <eos>,The mechanic said that the pilot disguised herself .,the mechanic said that the pilot disguised ***mask*** .,5.3958525488615425
133,12,embed,local,1,b,none,none,pilot,mechanic,disguised,herself,The pilot said that the mechanic disguised herself . <eos>,The pilot said that the mechanic disguised herself .,the pilot said that the mechanic disguised ***mask*** .,5.06873785557478
134,12,embed,local,1,c,none,none,banker,pilot,disguised,herself,The banker said that the pilot disguised herself . <eos>,The banker said that the pilot disguised herself .,the banker said that the pilot disguised ***mask*** .,5.253725672080919
135,12,embed,local,1,d,none,none,pilot,banker,disguised,herself,The pilot said that the banker disguised herself . <eos>,The pilot said that the banker disguised herself .,the pilot said that the banker disguised ***mask*** .,4.844103850363969
